,ver_claim_ids,pos
7815,vclaim-pol-07815,"['we', 'we', 'that']"
7816,vclaim-pol-07816,"['it', 'dollars', 'i']"
7817,vclaim-pol-07817,['people']
7818,vclaim-pol-07818,"['program', 'that', 'it']"
7819,vclaim-pol-07819,['temperatures']
7820,vclaim-pol-07820,['candidate']
7821,vclaim-pol-07821,"['texas', 'that']"
7822,vclaim-pol-07822,['i']
7823,vclaim-pol-07823,"['administration', 'that']"
7824,vclaim-pol-07824,"['milwaukee', 'period', 'we', 'winter']"
7825,vclaim-pol-07825,['employees']
7826,vclaim-pol-07826,['obama']
7827,vclaim-pol-07827,['legislation']
7828,vclaim-pol-07828,['that']
7829,vclaim-pol-07829,"['institutions', 'they', 'they']"
7830,vclaim-pol-07830,"['amendment', 'teenager']"
7831,vclaim-pol-07831,['obamacare']
7832,vclaim-pol-07832,['congress']
7833,vclaim-pol-07833,[]
7834,vclaim-pol-07834,"['toomey', 'who']"
7835,vclaim-pol-07835,['clinton']
7836,vclaim-pol-07836,"['person', 'who']"
7837,vclaim-pol-07837,['president']
7838,vclaim-pol-07838,['percent']
7839,vclaim-pol-07839,"['company', 'they']"
7840,vclaim-pol-07840,"['stadium', 'that']"
7841,vclaim-pol-07841,"['incomes', 'they']"
7842,vclaim-pol-07842,['obama']
7843,vclaim-pol-07843,['we']
7844,vclaim-pol-07844,"['idaho', 'that']"
7845,vclaim-pol-07845,['department']
7846,vclaim-pol-07846,"['estimates', 'it']"
7847,vclaim-pol-07847,['republican']
7848,vclaim-pol-07848,"['clinton', 'that']"
7849,vclaim-pol-07849,['percent']
7850,vclaim-pol-07850,"['inequality', 'it', 'who']"
7851,vclaim-pol-07851,['we']
7852,vclaim-pol-07852,"['you', 'it']"
7853,vclaim-pol-07853,['teenagers']
7854,vclaim-pol-07854,['senate']
7855,vclaim-pol-07855,['branch']
7856,vclaim-pol-07856,"['that', 'warner']"
7857,vclaim-pol-07857,['percent']
7858,vclaim-pol-07858,['republicans']
7859,vclaim-pol-07859,"['patrick', 'legislation']"
7860,vclaim-pol-07860,"['clinton', 'that', 'who']"
7861,vclaim-pol-07861,['stadium']
7862,vclaim-pol-07862,['majority']
7863,vclaim-pol-07863,['he']
7864,vclaim-pol-07864,['decision']
7865,vclaim-pol-07865,['activity']
7866,vclaim-pol-07866,"['oregon', 'it']"
7867,vclaim-pol-07867,['congress']
7868,vclaim-pol-07868,"['americans', 'most']"
7869,vclaim-pol-07869,['amash']
7870,vclaim-pol-07870,['parent']
7871,vclaim-pol-07871,['people']
7872,vclaim-pol-07872,['that']
7873,vclaim-pol-07873,['unit']
7874,vclaim-pol-07874,['bulb']
7875,vclaim-pol-07875,"['cbo', 'you', 'people']"
7876,vclaim-pol-07876,['growth']
7877,vclaim-pol-07877,['bridge']
7878,vclaim-pol-07878,['davis']
7879,vclaim-pol-07879,"['davis', 'who']"
7880,vclaim-pol-07880,"['2013', 'we']"
7881,vclaim-pol-07881,['candidate']
7882,vclaim-pol-07882,"['deborah', 'project', 'that', 'project']"
7883,vclaim-pol-07883,"['you', 'you']"
7884,vclaim-pol-07884,['democrats']
7885,vclaim-pol-07885,[]
7886,vclaim-pol-07886,"['law', 'operator']"
7887,vclaim-pol-07887,"['majority', 'they', 'majority', 'that']"
7888,vclaim-pol-07888,['americans']
7889,vclaim-pol-07889,"['simpson', 'who']"
7890,vclaim-pol-07890,"['club', 'president', 'i']"
7891,vclaim-pol-07891,['people']
7892,vclaim-pol-07892,[]
7893,vclaim-pol-07893,"['penalty', 'that']"
7894,vclaim-pol-07894,"['record', 'florida']"
7895,vclaim-pol-07895,"['one', 'who']"
7896,vclaim-pol-07896,['georgians']
7897,vclaim-pol-07897,['that']
7898,vclaim-pol-07898,[]
7899,vclaim-pol-07899,['republicans']
7900,vclaim-pol-07900,['whites']
7901,vclaim-pol-07901,"['rice', 'it', 'she']"
7902,vclaim-pol-07902,"['budget', 'we']"
7903,vclaim-pol-07903,['taxes']
7904,vclaim-pol-07904,[]
7905,vclaim-pol-07905,['davis']
7906,vclaim-pol-07906,['taxes']
7907,vclaim-pol-07907,['pell']
7908,vclaim-pol-07908,['cathedral']
7909,vclaim-pol-07909,"['holder', 'owners', 'that']"
7910,vclaim-pol-07910,[]
7911,vclaim-pol-07911,"['beer', 'production']"
7912,vclaim-pol-07912,['production']
7913,vclaim-pol-07913,['lot']
7914,vclaim-pol-07914,"['brown', 'he']"
7915,vclaim-pol-07915,['many']
7916,vclaim-pol-07916,"['bailey', 'that']"
7917,vclaim-pol-07917,['texas']
7918,vclaim-pol-07918,[]
7919,vclaim-pol-07919,['brown']
7920,vclaim-pol-07920,['pinellas']
7921,vclaim-pol-07921,['nunn']
7922,vclaim-pol-07922,['walker']
7923,vclaim-pol-07923,['board']
7924,vclaim-pol-07924,['worker']
7925,vclaim-pol-07925,['some']
7926,vclaim-pol-07926,['country']
7927,vclaim-pol-07927,['perdue']
7928,vclaim-pol-07928,"['percent', 'they']"
7929,vclaim-pol-07929,['sterling']
7930,vclaim-pol-07930,[]
7931,vclaim-pol-07931,"['that', 'they']"
7932,vclaim-pol-07932,"['brat', 'kaine']"
7933,vclaim-pol-07933,['constitution']
7934,vclaim-pol-07934,['percent']
7935,vclaim-pol-07935,"['i', 'who']"
7936,vclaim-pol-07936,['family']
7937,vclaim-pol-07937,['percent']
7938,vclaim-pol-07938,"['we', 'we']"
7939,vclaim-pol-07939,['team']
7940,vclaim-pol-07940,['book']
7941,vclaim-pol-07941,['company']
7942,vclaim-pol-07942,"['ad', 'he']"
7943,vclaim-pol-07943,[]
7944,vclaim-pol-07944,['gardner']
7945,vclaim-pol-07945,"['epa', 'all', 'lead']"
7946,vclaim-pol-07946,['campaign']
7947,vclaim-pol-07947,['atlanta']
7948,vclaim-pol-07948,"['deal', 'reid', 'he']"
7949,vclaim-pol-07949,"['gov.', 'which', 'you', 'it']"
7950,vclaim-pol-07950,"['president', 'u.s.']"
7951,vclaim-pol-07951,"['soldiers', 'this']"
7952,vclaim-pol-07952,['franken']
7953,vclaim-pol-07953,['branch']
7954,vclaim-pol-07954,['he']
7955,vclaim-pol-07955,"['metro', 'costs', 'it']"
7956,vclaim-pol-07956,"['americans', 'they']"
7957,vclaim-pol-07957,"['brothers', 'unions']"
7958,vclaim-pol-07958,['department']
7959,vclaim-pol-07959,"['woman', 'man']"
7960,vclaim-pol-07960,['tillis']
7961,vclaim-pol-07961,"['science', 'children']"
7962,vclaim-pol-07962,"['liberals', 'people']"
7963,vclaim-pol-07963,['hollywood']
7964,vclaim-pol-07964,['obama']
7965,vclaim-pol-07965,"['you', 'you', 'you']"
7966,vclaim-pol-07966,"['thing', 'that']"
7967,vclaim-pol-07967,['obama']
7968,vclaim-pol-07968,['men']
7969,vclaim-pol-07969,"['percent', 'they', 'they']"
7970,vclaim-pol-07970,"['you', 'growth']"
7971,vclaim-pol-07971,['earners']
7972,vclaim-pol-07972,"['women', 'who']"
7973,vclaim-pol-07973,['they']
7974,vclaim-pol-07974,['dewhurst']
7975,vclaim-pol-07975,['patrick']
7976,vclaim-pol-07976,[]
7977,vclaim-pol-07977,"['women', 'men']"
7978,vclaim-pol-07978,['democrats']
7979,vclaim-pol-07979,['we']
7980,vclaim-pol-07980,"['you', 'percent']"
7981,vclaim-pol-07981,['percent']
7982,vclaim-pol-07982,['u.s.']
7983,vclaim-pol-07983,"['one', 'who', 'marriage', 'you']"
7984,vclaim-pol-07984,"['poll', 'percent', 'threat']"
7985,vclaim-pol-07985,['banks']
7986,vclaim-pol-07986,['olds']
7987,vclaim-pol-07987,"['lot', 'it']"
7988,vclaim-pol-07988,['americans']
7989,vclaim-pol-07989,['crist']
7990,vclaim-pol-07990,"['udall', 'he']"
7991,vclaim-pol-07991,['percent']
7992,vclaim-pol-07992,['georgia']
7993,vclaim-pol-07993,['shaheen']
7994,vclaim-pol-07994,"['number', 'number']"
7995,vclaim-pol-07995,"['state', 'we']"
7996,vclaim-pol-07996,"['he', 'that']"
7997,vclaim-pol-07997,['percent']
7998,vclaim-pol-07998,[]
7999,vclaim-pol-07999,"['corridors', 'republicans']"
8000,vclaim-pol-08000,['obamacare']
8001,vclaim-pol-08001,['repeal']
8002,vclaim-pol-08002,"['grant', 'that']"
8003,vclaim-pol-08003,[]
8004,vclaim-pol-08004,"['brothers', 'that']"
8005,vclaim-pol-08005,['crist']
8006,vclaim-pol-08006,['braley']
8007,vclaim-pol-08007,[]
8008,vclaim-pol-08008,['woman']
8009,vclaim-pol-08009,"['bachmann', 'obama']"
8010,vclaim-pol-08010,['law']
8011,vclaim-pol-08011,"['study', 'people']"
8012,vclaim-pol-08012,['you']
8013,vclaim-pol-08013,"['republicans', 'number']"
8014,vclaim-pol-08014,"['women', 'who']"
8015,vclaim-pol-08015,"['obama', 'he', 'percent', 'percent']"
8016,vclaim-pol-08016,[]
8017,vclaim-pol-08017,['brothers']
8018,vclaim-pol-08018,['seniors']
8019,vclaim-pol-08019,['crist']
8020,vclaim-pol-08020,"['gingrey', 'i']"
8021,vclaim-pol-08021,['technology']
8022,vclaim-pol-08022,"['brothers', 'premiums', 'they', 'he']"
8023,vclaim-pol-08023,"['who', 'half', 'worker']"
8024,vclaim-pol-08024,['crist']
8025,vclaim-pol-08025,['he']
8026,vclaim-pol-08026,['you']
8027,vclaim-pol-08027,['rate']
8028,vclaim-pol-08028,"['abbott', 'it']"
8029,vclaim-pol-08029,['adults']
8030,vclaim-pol-08030,['people']
8031,vclaim-pol-08031,"['that', 'it']"
8032,vclaim-pol-08032,['poll']
8033,vclaim-pol-08033,"['islanders', 'we']"
8034,vclaim-pol-08034,['budget']
8035,vclaim-pol-08035,['we']
8036,vclaim-pol-08036,['obama']
8037,vclaim-pol-08037,['this']
8038,vclaim-pol-08038,['officials']
8039,vclaim-pol-08039,"['you', 'all', 'you', 'that', 'you']"
8040,vclaim-pol-08040,"['goal', 'people', 'it']"
8041,vclaim-pol-08041,['scott']
8042,vclaim-pol-08042,['women']
8043,vclaim-pol-08043,['he']
8044,vclaim-pol-08044,['tax']
8045,vclaim-pol-08045,['hegar']
8046,vclaim-pol-08046,['percent']
8047,vclaim-pol-08047,['alameel']
8048,vclaim-pol-08048,"['crist', 'that']"
8049,vclaim-pol-08049,['programs']
8050,vclaim-pol-08050,['foundation']
8051,vclaim-pol-08051,"['thirds', 'who']"
8052,vclaim-pol-08052,['florida']
8053,vclaim-pol-08053,"['brothers', 'they', 'they']"
8054,vclaim-pol-08054,"['wisconsin', 'rate']"
8055,vclaim-pol-08055,['rate']
8056,vclaim-pol-08056,"['ncaa', 'players']"
8057,vclaim-pol-08057,['group']
8058,vclaim-pol-08058,['acceptance']
8059,vclaim-pol-08059,['scott']
8060,vclaim-pol-08060,[]
8061,vclaim-pol-08061,['countries']
8062,vclaim-pol-08062,"['legislature', 'states']"
8063,vclaim-pol-08063,['hall']
8064,vclaim-pol-08064,[]
8065,vclaim-pol-08065,['wages']
8066,vclaim-pol-08066,['wages']
8067,vclaim-pol-08067,"['one', 'report']"
8068,vclaim-pol-08068,['wisconsin']
8069,vclaim-pol-08069,['marijuana']
8070,vclaim-pol-08070,['expansion']
8071,vclaim-pol-08071,['nine']
8072,vclaim-pol-08072,['insurance']
8073,vclaim-pol-08073,['we']
8074,vclaim-pol-08074,['rogers']
8075,vclaim-pol-08075,['georgia']
8076,vclaim-pol-08076,['mcconnell']
8077,vclaim-pol-08077,['scott']
8078,vclaim-pol-08078,['i']
8079,vclaim-pol-08079,['cochran']
8080,vclaim-pol-08080,['women']
8081,vclaim-pol-08081,"['most', 'who']"
8082,vclaim-pol-08082,['rate']
8083,vclaim-pol-08083,[]
8084,vclaim-pol-08084,['revenue']
8085,vclaim-pol-08085,['child']
8086,vclaim-pol-08086,"['rubio', 'earth', 'humans', 'paul', 'earth', 'god']"
8087,vclaim-pol-08087,['americans']
8088,vclaim-pol-08088,['obamacare']
8089,vclaim-pol-08089,['plans']
8090,vclaim-pol-08090,['percentage']
8091,vclaim-pol-08091,['georgians']
8092,vclaim-pol-08092,['he']
8093,vclaim-pol-08093,"['gov', 'sullivan', 'that']"
8094,vclaim-pol-08094,['medicare']
8095,vclaim-pol-08095,"['florida', 'that']"
8096,vclaim-pol-08096,"['child', 'they']"
8097,vclaim-pol-08097,['states']
8098,vclaim-pol-08098,['agency']
8099,vclaim-pol-08099,['i']
8100,vclaim-pol-08100,[]
8101,vclaim-pol-08101,['rate']
8102,vclaim-pol-08102,['carter']
8103,vclaim-pol-08103,['you']
8104,vclaim-pol-08104,['cruz']
8105,vclaim-pol-08105,['hall']
8106,vclaim-pol-08106,['reporters']
8107,vclaim-pol-08107,['millions']
8108,vclaim-pol-08108,['florida']
8109,vclaim-pol-08109,['plan']
8110,vclaim-pol-08110,['man']
8111,vclaim-pol-08111,"['senate', 'they']"
8112,vclaim-pol-08112,['obama']
8113,vclaim-pol-08113,"['russia', 'u.s.', 'georgia']"
8114,vclaim-pol-08114,['students']
8115,vclaim-pol-08115,"['annexation', 'that']"
8116,vclaim-pol-08116,['obama']
8117,vclaim-pol-08117,['georgia']
8118,vclaim-pol-08118,['abraham']
8119,vclaim-pol-08119,"['lincoln', 'war']"
8120,vclaim-pol-08120,['trade']
8121,vclaim-pol-08121,['states']
8122,vclaim-pol-08122,"['lincoln', 'states']"
8123,vclaim-pol-08123,"['he', 'i']"
8124,vclaim-pol-08124,"['result', 'georgia']"
8125,vclaim-pol-08125,"['we', 'this']"
8126,vclaim-pol-08126,['percent']
8127,vclaim-pol-08127,['earth']
8128,vclaim-pol-08128,"['obama', 'i', 'child', 'child', 'he']"
8129,vclaim-pol-08129,['patrick']
8130,vclaim-pol-08130,['rating']
8131,vclaim-pol-08131,[]
8132,vclaim-pol-08132,['budget']
8133,vclaim-pol-08133,['americans']
8134,vclaim-pol-08134,"['co.', 'mills', 'ad', 'you', 'mills']"
8135,vclaim-pol-08135,['patrick']
8136,vclaim-pol-08136,['democrats']
8137,vclaim-pol-08137,"['act', 'that', 'it']"
8138,vclaim-pol-08138,"['reagan', 'saudis']"
8139,vclaim-pol-08139,[]
8140,vclaim-pol-08140,[]
8141,vclaim-pol-08141,['obama']
8142,vclaim-pol-08142,"['family', 'they']"
8143,vclaim-pol-08143,"['you', '-', 'haul', 'it', 'you']"
8144,vclaim-pol-08144,['we']
8145,vclaim-pol-08145,[]
8146,vclaim-pol-08146,['turnaround']
8147,vclaim-pol-08147,['millennials']
8148,vclaim-pol-08148,"['i', 'who']"
8149,vclaim-pol-08149,['child']
8150,vclaim-pol-08150,"['obama', 'we', 'who', 'he']"
8151,vclaim-pol-08151,"['senators', 'they']"
8152,vclaim-pol-08152,"['walker', 'borrowing']"
8153,vclaim-pol-08153,['you']
8154,vclaim-pol-08154,"['lot', 'obama']"
8155,vclaim-pol-08155,"['president', 'numbers']"
8156,vclaim-pol-08156,[]
8157,vclaim-pol-08157,"['people', 'who']"
8158,vclaim-pol-08158,['i']
8159,vclaim-pol-08159,[]
8160,vclaim-pol-08160,"['austin', 'that']"
8161,vclaim-pol-08161,"['it', 'georgians', 'they']"
8162,vclaim-pol-08162,['we']
8163,vclaim-pol-08163,"['oregon', 'it']"
8164,vclaim-pol-08164,['eckhardt']
8165,vclaim-pol-08165,"['putin', 'breakup']"
8166,vclaim-pol-08166,['marijuana']
8167,vclaim-pol-08167,"['it', 'me', 'it', 'it']"
8168,vclaim-pol-08168,['government']
8169,vclaim-pol-08169,['clinton']
8170,vclaim-pol-08170,"['burke', 'that']"
8171,vclaim-pol-08171,['lawmakers']
8172,vclaim-pol-08172,"['russians', 'they']"
8173,vclaim-pol-08173,['all']
8174,vclaim-pol-08174,['schools']
8175,vclaim-pol-08175,"['fbi', 'i', 'i']"
8176,vclaim-pol-08176,"['she', 'it']"
8177,vclaim-pol-08177,['deal']
8178,vclaim-pol-08178,['poverty']
8179,vclaim-pol-08179,"['lawmakers', 'it']"
8180,vclaim-pol-08180,['people']
8181,vclaim-pol-08181,"['we', 'that']"
8182,vclaim-pol-08182,['scott']
8183,vclaim-pol-08183,['laws']
8184,vclaim-pol-08184,"['worker', 'worker']"
8185,vclaim-pol-08185,"['crimea', 'crimea', 'khrushchev', 'that']"
8186,vclaim-pol-08186,['ruble']
8187,vclaim-pol-08187,['crimea']
8188,vclaim-pol-08188,"['chicago', 'it']"
8189,vclaim-pol-08189,['percent']
8190,vclaim-pol-08190,['boys']
8191,vclaim-pol-08191,['men']
8192,vclaim-pol-08192,['court']
8193,vclaim-pol-08193,['vote']
8194,vclaim-pol-08194,"['government', 'reneging']"
8195,vclaim-pol-08195,['bill']
8196,vclaim-pol-08196,['we']
8197,vclaim-pol-08197,"['marketplaces', 'anyone']"
8198,vclaim-pol-08198,[]
8199,vclaim-pol-08199,['economy']
8200,vclaim-pol-08200,"['i', 'i']"
8201,vclaim-pol-08201,"['smith', 'that']"
8202,vclaim-pol-08202,['smitherman']
8203,vclaim-pol-08203,"['pelosi', 'you']"
8204,vclaim-pol-08204,['county']
8205,vclaim-pol-08205,['percent']
8206,vclaim-pol-08206,['poll']
8207,vclaim-pol-08207,"['we', 'who']"
8208,vclaim-pol-08208,[]
8209,vclaim-pol-08209,"['begich', 'it']"
8210,vclaim-pol-08210,['we']
8211,vclaim-pol-08211,['sink']
8212,vclaim-pol-08212,['mcconnell']
8213,vclaim-pol-08213,['obamacare']
8214,vclaim-pol-08214,[]
8215,vclaim-pol-08215,"['who', 'who']"
8216,vclaim-pol-08216,"['cpi', 'report']"
8217,vclaim-pol-08217,['revolution']
8218,vclaim-pol-08218,['wages']
8219,vclaim-pol-08219,"['budget', 'i']"
8220,vclaim-pol-08220,"['island', 'murderers', 'they']"
8221,vclaim-pol-08221,['oregon']
8222,vclaim-pol-08222,[]
8223,vclaim-pol-08223,"['initiative', 'that']"
8224,vclaim-pol-08224,['soldiers']
8225,vclaim-pol-08225,['sink']
8226,vclaim-pol-08226,['wage']
8227,vclaim-pol-08227,"['schools', 'number']"
8228,vclaim-pol-08228,[]
8229,vclaim-pol-08229,[]
8230,vclaim-pol-08230,"['report', 'order']"
8231,vclaim-pol-08231,"['airport', 'they', 'that', 'earthquakes']"
8232,vclaim-pol-08232,"['christie', 'that']"
8233,vclaim-pol-08233,['photo']
8234,vclaim-pol-08234,"['women', 'men', 'that']"
8235,vclaim-pol-08235,"['secretary', 'burke', 'that']"
8236,vclaim-pol-08236,['prosecution']
8237,vclaim-pol-08237,['nugent']
8238,vclaim-pol-08238,['membership']
8239,vclaim-pol-08239,['product']
8240,vclaim-pol-08240,['jolly']
8241,vclaim-pol-08241,"['fishermen', 'they']"
8242,vclaim-pol-08242,"['percent', 'person']"
8243,vclaim-pol-08243,['it']
8244,vclaim-pol-08244,"['thirds', 'who']"
8245,vclaim-pol-08245,"['leadership', 'that']"
8246,vclaim-pol-08246,['richmond']
8247,vclaim-pol-08247,"['time', 'rate', 'burke']"
8248,vclaim-pol-08248,['obamacare']
8249,vclaim-pol-08249,"['analysts', 'obamacare']"
8250,vclaim-pol-08250,"['floridians', 'sink']"
8251,vclaim-pol-08251,"['candidate', 'that', 'we']"
8252,vclaim-pol-08252,['percent']
8253,vclaim-pol-08253,['general']
8254,vclaim-pol-08254,['which']
8255,vclaim-pol-08255,['parts']
8256,vclaim-pol-08256,"['candidate', 'companies']"
8257,vclaim-pol-08257,['obamacare']
8258,vclaim-pol-08258,[]
8259,vclaim-pol-08259,[]
8260,vclaim-pol-08260,"['report', 'alternatives']"
8261,vclaim-pol-08261,"['curriculum', 'sanger']"
8262,vclaim-pol-08262,"['bachmann', 'english', 'he']"
8263,vclaim-pol-08263,['people']
8264,vclaim-pol-08264,"['kinkel', 'citizen']"
8265,vclaim-pol-08265,['ellmers']
8266,vclaim-pol-08266,[]
8267,vclaim-pol-08267,[]
8268,vclaim-pol-08268,[]
8269,vclaim-pol-08269,"['people', 'they']"
8270,vclaim-pol-08270,"['worth', 'it', 'worth']"
8271,vclaim-pol-08271,['buffalo']
8272,vclaim-pol-08272,['we']
8273,vclaim-pol-08273,['pipeline']
8274,vclaim-pol-08274,['cornyn']
8275,vclaim-pol-08275,['u.s.']
8276,vclaim-pol-08276,['warner']
8277,vclaim-pol-08277,['counties']
8278,vclaim-pol-08278,[]
8279,vclaim-pol-08279,['americans']
8280,vclaim-pol-08280,"['bill', 'who']"
8281,vclaim-pol-08281,"['we', 'that']"
8282,vclaim-pol-08282,"['report', 'republicans', 'millions']"
8283,vclaim-pol-08283,"['you', 'you', 'you', 'you']"
8284,vclaim-pol-08284,['i']
8285,vclaim-pol-08285,[]
8286,vclaim-pol-08286,"['barrett', 'i']"
8287,vclaim-pol-08287,['cost']
8288,vclaim-pol-08288,['obama']
8289,vclaim-pol-08289,"['floridian', 'who']"
8290,vclaim-pol-08290,"['jolly', 'that']"
8291,vclaim-pol-08291,['barack']
8292,vclaim-pol-08292,['bill']
8293,vclaim-pol-08293,['which']
8294,vclaim-pol-08294,"['savings', 'i', 'tons']"
8295,vclaim-pol-08295,['sister']
8296,vclaim-pol-08296,['voters']
8297,vclaim-pol-08297,[]
8298,vclaim-pol-08298,"['cbo', 'law']"
8299,vclaim-pol-08299,"['percent', 'percent']"
8300,vclaim-pol-08300,"['wisconsin', 'you', 'governments', 'we']"
8301,vclaim-pol-08301,"['he', 'campaign', 'obama']"
8302,vclaim-pol-08302,"['what', 'i']"
8303,vclaim-pol-08303,"['florida', 'it', 'who']"
8304,vclaim-pol-08304,['iran']
8305,vclaim-pol-08305,"['percent', 'that']"
8306,vclaim-pol-08306,['georgia']
8307,vclaim-pol-08307,"['nfl', 'players']"
8308,vclaim-pol-08308,['we']
8309,vclaim-pol-08309,"['i', 'we']"
8310,vclaim-pol-08310,"['point', 'nfl']"
8311,vclaim-pol-08311,"['cuba', 'expectancy']"
8312,vclaim-pol-08312,['lynch']
8313,vclaim-pol-08313,['manning']
8314,vclaim-pol-08314,['sink']
8315,vclaim-pol-08315,['dewhurst']
8316,vclaim-pol-08316,"['walker', 'we']"
8317,vclaim-pol-08317,['it']
8318,vclaim-pol-08318,['virginia']
8319,vclaim-pol-08319,"['i', 'i']"
8320,vclaim-pol-08320,['obama']
8321,vclaim-pol-08321,['quarterbacks']
8322,vclaim-pol-08322,"['i', 'we']"
8323,vclaim-pol-08323,['majority']
8324,vclaim-pol-08324,[]
8325,vclaim-pol-08325,"['cicilline', 'one']"
8326,vclaim-pol-08326,['that']
8327,vclaim-pol-08327,['obama']
8328,vclaim-pol-08328,"['women', 'man']"
8329,vclaim-pol-08329,"['leaders', 'china', 'america']"
8330,vclaim-pol-08330,['home']
8331,vclaim-pol-08331,['billion']
8332,vclaim-pol-08332,[]
8333,vclaim-pol-08333,"['wage', 'it', 'reagan']"
8334,vclaim-pol-08334,['americans']
8335,vclaim-pol-08335,['states']
8336,vclaim-pol-08336,['we']
8337,vclaim-pol-08337,['wages']
8338,vclaim-pol-08338,['wehby']
8339,vclaim-pol-08339,['texas']
8340,vclaim-pol-08340,"['sens', 'evers']"
8341,vclaim-pol-08341,"['half', 'dental']"
8342,vclaim-pol-08342,['cornyn']
8343,vclaim-pol-08343,['barrow']
8344,vclaim-pol-08344,['sink']
8345,vclaim-pol-08345,"['news', 'who']"
8346,vclaim-pol-08346,['firm']
8347,vclaim-pol-08347,['florida']
8348,vclaim-pol-08348,['recovery']
8349,vclaim-pol-08349,"['obamacare', 'it']"
8350,vclaim-pol-08350,['they']
8351,vclaim-pol-08351,['we']
8352,vclaim-pol-08352,['wage']
8353,vclaim-pol-08353,['students']
8354,vclaim-pol-08354,['baiting']
8355,vclaim-pol-08355,['we']
8356,vclaim-pol-08356,['legislatures']
8357,vclaim-pol-08357,[]
8358,vclaim-pol-08358,[]
8359,vclaim-pol-08359,"['colorado', 'recipients']"
8360,vclaim-pol-08360,['people']
8361,vclaim-pol-08361,['anybody']
8362,vclaim-pol-08362,['enterprise']
8363,vclaim-pol-08363,['family']
8364,vclaim-pol-08364,"['we', 'taxes', 'they']"
8365,vclaim-pol-08365,['quarter']
8366,vclaim-pol-08366,['we']
8367,vclaim-pol-08367,"['we', 'oil']"
8368,vclaim-pol-08368,['administration']
8369,vclaim-pol-08369,['obama']
8370,vclaim-pol-08370,['states']
8371,vclaim-pol-08371,['sink']
8372,vclaim-pol-08372,['we']
8373,vclaim-pol-08373,['funding']
8374,vclaim-pol-08374,['we']
8375,vclaim-pol-08375,[]
8376,vclaim-pol-08376,['cantera']
8377,vclaim-pol-08377,[]
8378,vclaim-pol-08378,['georgians']
8379,vclaim-pol-08379,['rate']
8380,vclaim-pol-08380,['medicaid']
8381,vclaim-pol-08381,['homosexuality']
8382,vclaim-pol-08382,"['people', 'countries']"
8383,vclaim-pol-08383,"['rate', 'that']"
8384,vclaim-pol-08384,['action']
8385,vclaim-pol-08385,['assembly']
8386,vclaim-pol-08386,"['sink', 'she']"
8387,vclaim-pol-08387,"['government', 'paper', 'trees']"
8388,vclaim-pol-08388,"['we', 'we']"
8389,vclaim-pol-08389,['americans']
8390,vclaim-pol-08390,"['antonio', 'water']"
8391,vclaim-pol-08391,"['the', 'that']"
8392,vclaim-pol-08392,[]
8393,vclaim-pol-08393,"['biden', 'fall']"
8394,vclaim-pol-08394,"['guy', 'head', 'he']"
8395,vclaim-pol-08395,"['obama', 'he']"
8396,vclaim-pol-08396,['texas']
8397,vclaim-pol-08397,"['plan', 'it']"
8398,vclaim-pol-08398,"['radel', 'he']"
8399,vclaim-pol-08399,"['percent', 'change']"
8400,vclaim-pol-08400,['i']
8401,vclaim-pol-08401,['kotek']
8402,vclaim-pol-08402,['percent']
8403,vclaim-pol-08403,"['worker', 'inflation']"
8404,vclaim-pol-08404,['i']
8405,vclaim-pol-08405,"['you', 'you']"
8406,vclaim-pol-08406,"['you', 'you', 'it']"
8407,vclaim-pol-08407,"['isakson', 'votes']"
8408,vclaim-pol-08408,"['order', 'you']"
8409,vclaim-pol-08409,['insurance']
8410,vclaim-pol-08410,[]
8411,vclaim-pol-08411,"['you', 'money', 'money']"
8412,vclaim-pol-08412,['we']
8413,vclaim-pol-08413,"['jobs', 'that']"
8414,vclaim-pol-08414,['amount']
8415,vclaim-pol-08415,"['we', 'we']"
8416,vclaim-pol-08416,"['university', 'they']"
8417,vclaim-pol-08417,['members']
8418,vclaim-pol-08418,['i']
8419,vclaim-pol-08419,"['i', 'we', 'we']"
8420,vclaim-pol-08420,"['administration', 'who']"
8421,vclaim-pol-08421,['crime']
8422,vclaim-pol-08422,['marriage']
8423,vclaim-pol-08423,"['foundation', 'which']"
8424,vclaim-pol-08424,['law']
8425,vclaim-pol-08425,"['that', 'people', 'it']"
8426,vclaim-pol-08426,['peters']
8427,vclaim-pol-08427,"['oregon', 'that', 'that']"
8428,vclaim-pol-08428,"['media', 'air', 'ice']"
8429,vclaim-pol-08429,['lenders']
8430,vclaim-pol-08430,['economy']
8431,vclaim-pol-08431,['percent']
8432,vclaim-pol-08432,"['it', 'it']"
8433,vclaim-pol-08433,[]
8434,vclaim-pol-08434,['snowden']
8435,vclaim-pol-08435,['premium']
8436,vclaim-pol-08436,['percent']
8437,vclaim-pol-08437,"['you', 'norway', 'taxes']"
8438,vclaim-pol-08438,['one']
8439,vclaim-pol-08439,"['owner', 'who', 'government']"
8440,vclaim-pol-08440,['jolly']
8441,vclaim-pol-08441,"['law', 'they']"
8442,vclaim-pol-08442,"['administration', 'that']"
8443,vclaim-pol-08443,"['percent', 'that']"
8444,vclaim-pol-08444,['jersey']
8445,vclaim-pol-08445,[]
8446,vclaim-pol-08446,['obama']
8447,vclaim-pol-08447,"['staters', 'who']"
8448,vclaim-pol-08448,['we']
8449,vclaim-pol-08449,"['americans', 'landing', 'obamacare']"
