,ver_claim_ids,ver_claim_encodings
7087,vclaim-pol-07087,"[ 0.00746889  0.00127343 -0.00047293 ...  0.04977028  0.02634696
 -0.01385639]"
7088,vclaim-pol-07088,"[ 0.00746889  0.02936922 -0.01233421 ...  0.0097238   0.04029706
  0.03094094]"
7089,vclaim-pol-07089,"[ 0.00746889 -0.04548595  0.09659542 ...  0.00346456  0.05151905
 -0.0023846 ]"
7090,vclaim-pol-07090,"[ 0.00746889 -0.0630228  -0.03527378 ...  0.04775939 -0.00780131
 -0.01385639]"
7091,vclaim-pol-07091,"[ 0.00746889  0.06906591 -0.00539136 ...  0.05817416  0.01156635
 -0.01352879]"
7092,vclaim-pol-07092,"[ 0.00746889  0.07086044  0.12321184 ...  0.07573992  0.01001512
 -0.01246309]"
7093,vclaim-pol-07093,"[ 0.00746889 -0.0064725   0.08231296 ...  0.06056201  0.03302372
 -0.01101563]"
7094,vclaim-pol-07094,"[ 0.00746889  0.06347039  0.06801324 ...  0.01703708  0.03891354
 -0.01382823]"
7095,vclaim-pol-07095,"[ 0.00746889  0.0106502   0.07382236 ... -0.01475796 -0.0018022
 -0.00600129]"
7096,vclaim-pol-07096,"[ 0.00746889 -0.08285858  0.05201912 ...  0.03229744  0.03921379
  0.02699317]"
7097,vclaim-pol-07097,"[ 0.00746889 -0.04856367  0.07201521 ...  0.01137019 -0.00488779
  0.02633535]"
7098,vclaim-pol-07098,[0.00746889 0.00557166 0.01649646 ... 0.02739169 0.04342717 0.01972069]
7099,vclaim-pol-07099,[0.00746889 0.02936922 0.07421648 ... 0.02176902 0.00595803 0.01353503]
7100,vclaim-pol-07100,"[ 0.00746889 -0.00582627  0.06158839 ...  0.03491025 -0.01454532
 -0.01385639]"
7101,vclaim-pol-07101,"[ 0.00746889  0.09945532  0.05275977 ...  0.05532414  0.05476633
 -0.003274  ]"
7102,vclaim-pol-07102,"[ 0.00746889 -0.0430113   0.09642626 ...  0.05589603  0.06133948
  0.00151283]"
7103,vclaim-pol-07103,[0.00746889 0.08870433 0.0554979  ... 0.0510999  0.04694967 0.0268185 ]
7104,vclaim-pol-07104,[0.00746889 0.08778652 0.07180235 ... 0.06146182 0.03920724 0.02756419]
7105,vclaim-pol-07105,"[ 0.00746889 -0.06586801  0.07381925 ...  0.10838134  0.07074136
 -0.003274  ]"
7106,vclaim-pol-07106,"[ 0.00746889  0.04506113  0.13744879 ...  0.047347   -0.02356709
 -0.01385639]"
7107,vclaim-pol-07107,"[ 0.00746889 -0.04623001  0.08717515 ...  0.01622806  0.02796507
 -0.00829008]"
7108,vclaim-pol-07108,"[ 0.00746889 -0.03151962  0.09113324 ...  0.09163503  0.03426375
 -0.01385639]"
7109,vclaim-pol-07109,"[ 0.00746889 -0.03876523  0.06406395 ...  0.04390997  0.03838155
  0.01019824]"
7110,vclaim-pol-07110,"[ 0.00746889 -0.03209507  0.03030774 ...  0.00471065  0.0091999
  0.02721109]"
7111,vclaim-pol-07111,"[ 0.00746889 -0.07120085  0.04924795 ...  0.03707508  0.01282083
  0.00242241]"
7112,vclaim-pol-07112,"[ 0.00746889 -0.05969577  0.11337635 ...  0.03070944  0.03362159
  0.01188956]"
7113,vclaim-pol-07113,[0.00746889 0.08778652 0.02859724 ... 0.02823401 0.06172378 0.00179918]
7114,vclaim-pol-07114,[0.00746889 0.00214259 0.05224682 ... 0.07911304 0.01369821 0.01145952]
7115,vclaim-pol-07115,"[ 0.00746889 -0.0880249   0.09518556 ...  0.00961273  0.05340972
 -0.00372362]"
7116,vclaim-pol-07116,"[ 0.00746889 -0.06945135  0.15469939 ...  0.01538953 -0.00171689
 -0.00865393]"
7117,vclaim-pol-07117,"[ 0.00746889 -0.02781819 -0.01022224 ...  0.03757736  0.00761264
  0.01172614]"
7118,vclaim-pol-07118,"[ 0.00746889  0.06906591  0.06332229 ... -0.00581528  0.00707627
  0.03748321]"
7119,vclaim-pol-07119,"[ 0.00746889 -0.07104354  0.00159469 ...  0.0113948   0.0111964
 -0.00478488]"
7120,vclaim-pol-07120,"[ 0.00746889  0.04542164  0.05438351 ...  0.039146    0.04299504
 -0.01385639]"
7121,vclaim-pol-07121,"[ 0.00746889 -0.04591756  0.01985521 ...  0.06378177  0.04492535
  0.03439338]"
7122,vclaim-pol-07122,"[ 0.00746889 -0.10072685  0.14198598 ...  0.01572662  0.01201494
  0.00707847]"
7123,vclaim-pol-07123,"[ 0.00746889  0.04320573  0.05478078 ...  0.03978785  0.00678718
 -0.0068953 ]"
7124,vclaim-pol-07124,"[ 0.00746889 -0.05057677  0.02048353 ...  0.02812289  0.00014881
  0.007032  ]"
7125,vclaim-pol-07125,[0.00746889 0.10203364 0.14018883 ... 0.03261871 0.06335939 0.01326533]
7126,vclaim-pol-07126,[0.00746889 0.03565392 0.06640983 ... 0.07666411 0.04420817 0.00415502]
7127,vclaim-pol-07127,"[ 0.00746889 -0.10437763  0.05179327 ... -0.01722109  0.00037158
 -0.00459521]"
7128,vclaim-pol-07128,"[ 0.00746889 -0.00481593  0.09643124 ...  0.05103521  0.00374265
 -0.01385639]"
7129,vclaim-pol-07129,"[ 0.00746889 -0.02081406 -0.01776929 ...  0.01978197  0.05044255
 -0.01385639]"
7130,vclaim-pol-07130,[0.00746889 0.03328384 0.07489459 ... 0.04097839 0.02999142 0.05201422]
7131,vclaim-pol-07131,"[ 0.00746889  0.00593296 -0.00931377 ...  0.03921293 -0.01024468
 -0.01385639]"
7132,vclaim-pol-07132,"[ 0.00746889 -0.03700065  0.07869367 ... -0.00043269 -0.00629476
  0.03381095]"
7133,vclaim-pol-07133,"[ 0.00746889  0.01350313  0.07763778 ...  0.01595187 -0.01832666
  0.00389341]"
7134,vclaim-pol-07134,"[ 0.00746889 -0.04981392  0.05668644 ...  0.02788698 -0.00679177
  0.01161395]"
7135,vclaim-pol-07135,[0.00746889 0.03565392 0.06382505 ... 0.07694359 0.04641717 0.01205269]
7136,vclaim-pol-07136,[0.00746889 0.02160848 0.12180515 ... 0.03220652 0.00661125 0.00501575]
7137,vclaim-pol-07137,"[ 0.00746889 -0.00630934  0.05439848 ...  0.01945758  0.01328256
  0.00261855]"
7138,vclaim-pol-07138,"[ 0.00746889 -0.08136859  0.07468198 ...  0.02211896  0.02712266
 -0.01135583]"
7139,vclaim-pol-07139,"[ 0.00746889 -0.03935728  0.05467575 ...  0.03164546  0.04947161
 -0.01263598]"
7140,vclaim-pol-07140,[0.00746889 0.09927975 0.07911443 ... 0.04239771 0.07737871 0.02602747]
7141,vclaim-pol-07141,"[ 0.00746889 -0.02250795  0.02813401 ...  0.04965883  0.08136688
  0.01270793]"
7142,vclaim-pol-07142,"[ 0.00746889  0.1554192   0.0839613  ...  0.03107497 -0.00459505
  0.00783569]"
7143,vclaim-pol-07143,"[ 0.00746889 -0.03692856  0.05758433 ...  0.00140051  0.00139888
  0.00491014]"
7144,vclaim-pol-07144,"[ 0.00746889  0.02687475  0.01995539 ...  0.03283195 -0.02125324
 -0.00800724]"
7145,vclaim-pol-07145,"[ 0.00746889 -0.02358558  0.08256519 ...  0.02721409 -0.00779757
  0.02336157]"
7146,vclaim-pol-07146,"[ 0.00746889 -0.06358076  0.10810047 ...  0.02881492  0.0058349
  0.01569657]"
7147,vclaim-pol-07147,"[ 0.00746889 -0.05897207  0.05320535 ...  0.02223268  0.05966013
  0.01755932]"
7148,vclaim-pol-07148,[0.00746889 0.05914746 0.0827598  ... 0.07980146 0.02262924 0.01086718]
7149,vclaim-pol-07149,"[ 0.00746889 -0.0558457   0.0980446  ...  0.03949733  0.0766321
  0.02883581]"
7150,vclaim-pol-07150,"[ 0.00746889  0.03764427  0.08728494 ...  0.01079535 -0.01351914
 -0.0078768 ]"
7151,vclaim-pol-07151,"[ 0.00746889  0.02678739  0.02741069 ...  0.02053729  0.01327479
 -0.01385639]"
7152,vclaim-pol-07152,"[ 0.00746889  0.05499453  0.03863292 ...  0.05455476 -0.00222834
 -0.00192833]"
7153,vclaim-pol-07153,"[ 0.00746889 -0.03267455  0.04650993 ...  0.01004402 -0.02879732
 -0.00264536]"
7154,vclaim-pol-07154,"[ 0.00746889 -0.00014075  0.05837404 ...  0.01580149  0.01743357
  0.00270392]"
7155,vclaim-pol-07155,"[ 0.00746889  0.10829198  0.15591551 ...  0.01781624 -0.01281793
 -0.01385639]"
7156,vclaim-pol-07156,"[ 0.00746889  0.06573188  0.03195268 ...  0.05444434  0.03148261
 -0.01385639]"
7157,vclaim-pol-07157,"[ 0.00746889 -0.01590093 -0.001962   ...  0.05992169  0.00711613
 -0.00348561]"
7158,vclaim-pol-07158,"[ 0.00746889  0.14500546  0.13190049 ...  0.02736163 -0.00900384
 -0.00399919]"
7159,vclaim-pol-07159,"[ 0.00746889 -0.06945135  0.03666617 ...  0.03730447  0.01185298
  0.04286194]"
7160,vclaim-pol-07160,"[ 0.00746889 -0.03441689  0.02263522 ...  0.01929113  0.077209
  0.04215245]"
7161,vclaim-pol-07161,"[ 0.00746889 -0.05667071  0.04575749 ...  0.04266432  0.03081073
 -0.0042624 ]"
7162,vclaim-pol-07162,"[ 0.00746889 -0.03935728  0.0726708  ...  0.03697597  0.02400566
 -0.00796219]"
7163,vclaim-pol-07163,"[ 0.00746889 -0.05012863 -0.00066035 ...  0.00896658 -0.02367525
 -0.01385639]"
7164,vclaim-pol-07164,"[ 0.00746889  0.02730225  0.07140525 ...  0.03313982 -0.0059453
 -0.01057717]"
7165,vclaim-pol-07165,"[ 0.00746889 -0.07019631  0.04669913 ...  0.0934299   0.02581313
  0.01016909]"
7166,vclaim-pol-07166,"[ 0.00746889 -0.02189502  0.09793004 ...  0.04192709  0.05222834
 -0.00174057]"
7167,vclaim-pol-07167,"[ 0.00746889  0.02936922  0.0568369  ...  0.00589874  0.01487431
 -0.0114732 ]"
7168,vclaim-pol-07168,"[ 0.00746889  0.02936922  0.0568369  ...  0.00758273 -0.00880718
 -0.01385639]"
7169,vclaim-pol-07169,"[ 0.00746889 -0.06809287  0.05645922 ...  0.0451098  -0.02020086
  0.00781948]"
7170,vclaim-pol-07170,"[ 0.00746889 -0.07598405  0.08331639 ... -0.00864419  0.0044776
 -0.01062803]"
7171,vclaim-pol-07171,"[ 0.00746889  0.06254761  0.04824536 ...  0.03125597  0.0152604
 -0.0096465 ]"
7172,vclaim-pol-07172,"[ 0.00746889 -0.06945135 -0.02614951 ...  0.04409149  0.00043146
 -0.00448081]"
7173,vclaim-pol-07173,"[ 0.00746889 -0.02119263  0.06438916 ...  0.03429744  0.02298167
  0.00495123]"
7174,vclaim-pol-07174,"[ 0.00746889 -0.03696623  0.06619574 ...  0.0420895   0.05598056
  0.02649556]"
7175,vclaim-pol-07175,"[ 0.00746889 -0.04490679  0.10373335 ...  0.0136356  -0.00239606
  0.01551716]"
7176,vclaim-pol-07176,"[ 0.00746889 -0.04505696 -0.00914068 ...  0.0043221   0.02736092
  0.02057383]"
7177,vclaim-pol-07177,"[ 0.00746889  0.01163116  0.0506343  ...  0.03485157  0.06196147
 -0.01238101]"
7178,vclaim-pol-07178,"[ 0.00746889 -0.04088294  0.08412502 ...  0.08626533  0.02525519
  0.00058423]"
7179,vclaim-pol-07179,"[ 0.00746889 -0.06945135  0.06637813 ... -0.0002813  -0.02641681
  0.01238658]"
7180,vclaim-pol-07180,"[ 0.00746889  0.10175747  0.06857224 ...  0.03299556  0.00917408
 -0.01385639]"
7181,vclaim-pol-07181,"[ 0.00746889 -0.05900672  0.07415546 ...  0.0247464  -0.0046797
 -0.00450974]"
7182,vclaim-pol-07182,"[ 0.00746889 -0.0092009   0.09236579 ...  0.05116622 -0.01422891
 -0.01385639]"
7183,vclaim-pol-07183,"[ 0.00746889 -0.05906724  0.00927336 ...  0.02110941 -0.01166787
 -0.00362629]"
7184,vclaim-pol-07184,"[ 0.00746889 -0.06304184  0.07377523 ...  0.01817058  0.0272298
  0.01534124]"
7185,vclaim-pol-07185,"[ 0.00746889 -0.03638155  0.06617383 ...  0.03806832  0.07722577
  0.01580625]"
7186,vclaim-pol-07186,"[ 0.00746889  0.03099758  0.04249791 ... -0.01115657  0.03450342
  0.00250444]"
7187,vclaim-pol-07187,"[ 0.00746889  0.02352439  0.04835674 ... -0.01227134  0.02871772
  0.00376098]"
7188,vclaim-pol-07188,"[ 0.00746889 -0.03835853  0.09125953 ...  0.06350408  0.04572934
 -0.01385639]"
7189,vclaim-pol-07189,"[ 0.00746889  0.22743393 -0.01251149 ...  0.03024007  0.02204515
 -0.01385639]"
7190,vclaim-pol-07190,"[ 0.00746889  0.04467466  0.08035907 ...  0.06531712  0.01634064
 -0.00475995]"
7191,vclaim-pol-07191,"[ 0.00746889 -0.03638155 -0.01882466 ...  0.04468116 -0.0155193
 -0.00899463]"
7192,vclaim-pol-07192,"[ 0.00746889 -0.06586801  0.0999724  ... -0.01319436 -0.03291407
 -0.01385639]"
7193,vclaim-pol-07193,"[ 0.00746889 -0.04778164  0.01216438 ...  0.03764463  0.04062188
 -0.00097441]"
7194,vclaim-pol-07194,"[ 0.00746889 -0.05727342  0.06923153 ... -0.04688393 -0.02429852
 -0.00032302]"
7195,vclaim-pol-07195,"[ 0.00746889 -0.03209507  0.05431572 ...  0.04961538  0.0265597
  0.01419054]"
7196,vclaim-pol-07196,"[ 0.00746889  0.09945532  0.13260171 ...  0.02168844 -0.01075623
 -0.01385639]"
7197,vclaim-pol-07197,[0.00746889 0.04912192 0.08899262 ... 0.0430794  0.02260739 0.01232232]
7198,vclaim-pol-07198,"[ 0.00746889 -0.02119263  0.03253053 ...  0.03263803  0.02854544
  0.00780544]"
7199,vclaim-pol-07199,"[ 0.00746889 -0.02317439 -0.00143547 ...  0.02370791 -0.02123058
 -0.00632513]"
7200,vclaim-pol-07200,"[ 0.00746889  0.03233727  0.05050957 ...  0.02057664  0.0034543
 -0.00276432]"
7201,vclaim-pol-07201,[0.00746889 0.02670722 0.06705526 ... 0.03403362 0.00515068 0.00964236]
7202,vclaim-pol-07202,"[ 0.00746889 -0.04778164  0.11187817 ...  0.01443449  0.0087999
  0.01223156]"
7203,vclaim-pol-07203,"[ 0.00746889 -0.05189734  0.07769218 ...  0.0093737  -0.01349885
 -0.00413713]"
7204,vclaim-pol-07204,"[ 0.00746889 -0.05105533  0.06790195 ... -0.00121737  0.00976325
 -0.00683325]"
7205,vclaim-pol-07205,"[ 0.00746889 -0.02781819 -0.02294039 ... -0.00083961  0.00738394
  0.01667249]"
7206,vclaim-pol-07206,"[ 0.00746889 -0.08137114  0.12219071 ...  0.02254332 -0.04434213
  0.02155899]"
7207,vclaim-pol-07207,"[ 0.00746889 -0.06673025  0.06347828 ...  0.04204918 -0.0116999
 -0.0072446 ]"
7208,vclaim-pol-07208,"[ 0.00746889 -0.11231786  0.05470281 ...  0.00516878  0.04054596
 -0.00530171]"
7209,vclaim-pol-07209,"[ 0.00746889  0.05497065  0.03683318 ...  0.00579798  0.01081947
 -0.01385639]"
7210,vclaim-pol-07210,[0.00746889 0.03082537 0.10320882 ... 0.07795607 0.0745182  0.00728209]
7211,vclaim-pol-07211,"[ 0.00746889 -0.03504907  0.06991445 ...  0.04779737  0.02228908
  0.00328993]"
7212,vclaim-pol-07212,"[ 0.00746889  0.14581029  0.03411414 ...  0.04272552 -0.00117968
 -0.00923323]"
7213,vclaim-pol-07213,"[ 0.00746889 -0.01131689  0.03124989 ...  0.05860795  0.03340029
 -0.00461707]"
7214,vclaim-pol-07214,"[ 0.00746889 -0.08702709  0.11195392 ...  0.04682499  0.0166865
 -0.01385639]"
7215,vclaim-pol-07215,"[ 0.00746889  0.02537167  0.02259056 ...  0.0277744   0.02775419
 -0.01385639]"
7216,vclaim-pol-07216,[0.00746889 0.02890327 0.07525412 ... 0.04807701 0.06057261 0.00476223]
7217,vclaim-pol-07217,"[ 0.00746889 -0.04778164  0.10148947 ...  0.06096018  0.01130612
  0.01053084]"
7218,vclaim-pol-07218,[0.00746889 0.01650567 0.12839682 ... 0.04063034 0.04957802 0.00934064]
7219,vclaim-pol-07219,"[ 0.00746889  0.06573188  0.09771264 ...  0.05627225 -0.0316397
 -0.01385639]"
7220,vclaim-pol-07220,"[ 0.00746889 -0.02781819  0.07500719 ...  0.10468091  0.01309396
  0.00603826]"
7221,vclaim-pol-07221,"[ 0.00746889 -0.06945135  0.11509077 ...  0.04494264  0.02160006
 -0.00697848]"
7222,vclaim-pol-07222,"[ 0.00746889 -0.04094899  0.03748352 ...  0.01031389  0.03027297
 -0.01385639]"
7223,vclaim-pol-07223,"[ 0.00746889  0.10175747  0.00351612 ...  0.0162263  -0.00717524
 -0.0116743 ]"
7224,vclaim-pol-07224,"[ 0.00746889 -0.09662779  0.02924193 ... -0.00370816 -0.01854793
  0.00013385]"
7225,vclaim-pol-07225,"[ 0.00746889 -0.02341656  0.04710415 ...  0.04400972  0.02387771
  0.01573932]"
7226,vclaim-pol-07226,"[ 0.00746889  0.06573188  0.07788327 ... -0.00752835 -0.00640803
 -0.00323216]"
7227,vclaim-pol-07227,"[ 0.00746889 -0.05727342 -0.0329742  ... -0.06896786 -0.04434213
  0.00740044]"
7228,vclaim-pol-07228,"[ 0.00746889 -0.06255006  0.08548799 ...  0.0239952   0.0339241
  0.00874245]"
7229,vclaim-pol-07229,"[ 0.00746889 -0.05727342  0.09490745 ... -0.05101764 -0.03006922
 -0.00387568]"
7230,vclaim-pol-07230,"[ 0.00746889 -0.04896033  0.07218646 ...  0.05248578 -0.035237
 -0.00733178]"
7231,vclaim-pol-07231,"[ 0.00746889 -0.06821362  0.07965892 ...  0.00836782  0.04281156
  0.01020642]"
7232,vclaim-pol-07232,"[ 0.00746889 -0.01921774  0.02797026 ...  0.01195166  0.01711347
  0.0102198 ]"
7233,vclaim-pol-07233,[0.00746889 0.02630911 0.04392312 ... 0.04785751 0.01780052 0.04855056]
7234,vclaim-pol-07234,"[ 0.00746889 -0.05647861  0.05600458 ...  0.02642516  0.04171548
  0.00663253]"
7235,vclaim-pol-07235,"[ 0.00746889 -0.09852154  0.00703521 ...  0.02232965  0.07265249
 -0.0029052 ]"
7236,vclaim-pol-07236,"[ 0.00746889 -0.02261312  0.06642501 ...  0.02553401  0.00614628
  0.02400661]"
7237,vclaim-pol-07237,[0.00746889 0.03565392 0.09292297 ... 0.03356002 0.00550947 0.00506652]
7238,vclaim-pol-07238,"[ 0.00746889 -0.02119263  0.08730787 ...  0.03184141  0.01419571
  0.01219121]"
7239,vclaim-pol-07239,"[ 0.00746889  0.0745082   0.03755702 ...  0.05587874  0.01089665
 -0.0113963 ]"
7240,vclaim-pol-07240,"[ 0.00746889  0.07918138  0.01384634 ...  0.06153978  0.03276731
 -0.00208222]"
7241,vclaim-pol-07241,"[ 0.00746889 -0.03531137  0.0783172  ...  0.03987063  0.10002164
  0.00367699]"
7242,vclaim-pol-07242,"[ 0.00746889  0.09945532  0.02446499 ...  0.02281298 -0.01558055
  0.00779297]"
7243,vclaim-pol-07243,"[ 0.00746889 -0.08628501  0.05579471 ...  0.05645958  0.02057874
  0.03027802]"
7244,vclaim-pol-07244,"[ 0.00746889 -0.04487274  0.09835498 ...  0.02538561  0.05068917
 -0.00320247]"
7245,vclaim-pol-07245,"[ 0.00746889 -0.07752465  0.07893763 ... -0.00039937  0.02205557
 -0.00908018]"
7246,vclaim-pol-07246,"[ 0.00746889  0.1018046   0.09214532 ...  0.04655718  0.00653857
 -0.0009472 ]"
7247,vclaim-pol-07247,"[ 0.00746889 -0.0558457   0.00072206 ...  0.04089039  0.02100008
  0.00367178]"
7248,vclaim-pol-07248,[0.00746889 0.09157971 0.0342337  ... 0.01951967 0.00560753 0.01819615]
7249,vclaim-pol-07249,"[ 0.00746889 -0.06586801  0.09004953 ...  0.00194837 -0.01145128
 -0.01385639]"
7250,vclaim-pol-07250,[0.00746889 0.09157971 0.01808529 ... 0.07007535 0.04900333 0.02195991]
7251,vclaim-pol-07251,"[ 0.00746889  0.04467466  0.05444043 ...  0.01032546  0.03611531
 -0.01385639]"
7252,vclaim-pol-07252,"[ 0.00746889 -0.10664263  0.10252045 ...  0.06496878  0.09575894
  0.00584082]"
7253,vclaim-pol-07253,"[ 0.00746889 -0.01593615  0.0303354  ...  0.03805497  0.04863974
 -0.00889368]"
7254,vclaim-pol-07254,"[ 0.00746889  0.02936922  0.06793516 ...  0.05755774  0.03536396
 -0.01385639]"
7255,vclaim-pol-07255,"[ 0.00746889 -0.02189502  0.06292655 ...  0.02134112  0.02426007
 -0.00293482]"
7256,vclaim-pol-07256,"[ 0.00746889  0.02028961  0.13087533 ...  0.04968534 -0.00954322
  0.0096714 ]"
7257,vclaim-pol-07257,"[ 0.00746889 -0.00411627  0.07343201 ...  0.03585804  0.05980759
  0.00290859]"
7258,vclaim-pol-07258,"[ 0.00746889 -0.0706264   0.02329821 ... -0.05172313 -0.04292408
 -0.01148163]"
7259,vclaim-pol-07259,[0.00746889 0.01376606 0.0561004  ... 0.02472484 0.03968161 0.02229925]
7260,vclaim-pol-07260,"[ 0.00746889  0.09157971  0.06130759 ... -0.01907148 -0.01841545
  0.02571666]"
7261,vclaim-pol-07261,"[ 0.00746889  0.06906591 -0.00656956 ...  0.00722937 -0.02553385
 -0.01385639]"
7262,vclaim-pol-07262,"[ 7.4688899e-03 -2.3272818e-02  4.0171884e-02 ... -2.0704661e-02
 -5.2609557e-05  9.8031582e-03]"
7263,vclaim-pol-07263,[0.00746889 0.08030461 0.06446788 ... 0.00861127 0.02416941 0.01139794]
7264,vclaim-pol-07264,"[ 0.00746889 -0.04733767  0.12522891 ...  0.02525304 -0.0072736
 -0.01385639]"
7265,vclaim-pol-07265,"[ 0.00746889 -0.0558457   0.00294206 ...  0.03098441  0.01217566
 -0.01385639]"
7266,vclaim-pol-07266,"[ 0.00746889 -0.06586801  0.02812548 ...  0.00816391 -0.00317476
 -0.01385639]"
7267,vclaim-pol-07267,"[ 0.00746889 -0.10141987  0.06991097 ...  0.00460733  0.00383829
  0.00685376]"
7268,vclaim-pol-07268,[0.00746889 0.04467466 0.07304168 ... 0.01737266 0.01863417 0.02530714]
7269,vclaim-pol-07269,"[ 0.00746889  0.02613466  0.01273062 ...  0.05186393  0.04696152
 -0.01385639]"
7270,vclaim-pol-07270,"[ 0.00746889 -0.06554313  0.1156224  ...  0.07482897  0.02106898
 -0.00713314]"
7271,vclaim-pol-07271,"[ 0.00746889 -0.04866713  0.10536119 ...  0.05525177  0.08072563
  0.0286202 ]"
7272,vclaim-pol-07272,"[ 0.00746889 -0.03540943  0.07566855 ... -0.00631039 -0.00127764
 -0.01385639]"
7273,vclaim-pol-07273,[0.00746889 0.02671879 0.04766    ... 0.03554667 0.02036266 0.0369622 ]
7274,vclaim-pol-07274,"[ 0.00746889 -0.03851845 -0.00745809 ...  0.021599   -0.02535526
 -0.00404428]"
7275,vclaim-pol-07275,"[ 0.00746889 -0.03209507  0.10697252 ...  0.02882979  0.02745402
  0.01291529]"
7276,vclaim-pol-07276,[0.00746889 0.04042845 0.0893521  ... 0.03632221 0.08179208 0.04538891]
7277,vclaim-pol-07277,"[ 0.00746889 -0.0427849   0.04411114 ...  0.04988366  0.01866343
  0.01055659]"
7278,vclaim-pol-07278,"[ 0.00746889 -0.04122672  0.06744203 ...  0.00933202  0.01146038
  0.01064697]"
7279,vclaim-pol-07279,"[ 0.00746889  0.31937024  0.07276309 ...  0.00297513 -0.01615282
 -0.01385639]"
7280,vclaim-pol-07280,[0.00746889 0.11609638 0.08337723 ... 0.03586619 0.05403902 0.00592919]
7281,vclaim-pol-07281,[0.00746889 0.02936922 0.08779311 ... 0.02951546 0.06725234 0.02625135]
7282,vclaim-pol-07282,"[ 0.00997505 -0.06184854  0.03870939 ...  0.03116535 -0.00554282
  0.02439067]"
7283,vclaim-pol-07283,"[ 0.00746889 -0.02255009  0.12545194 ...  0.02689817  0.02580128
  0.01448096]"
7284,vclaim-pol-07284,"[ 0.00746889 -0.04789365  0.08277426 ...  0.0230125   0.0077614
  0.01232643]"
7285,vclaim-pol-07285,"[ 0.00746889 -0.10140501  0.00974149 ...  0.0051301   0.02604387
 -0.01385639]"
7286,vclaim-pol-07286,"[ 0.00746889  0.02556795  0.04416502 ...  0.08113672 -0.00700863
  0.01234824]"
7287,vclaim-pol-07287,"[ 0.00746889  0.0438733   0.06901582 ... -0.02433588  0.04085429
 -0.01223811]"
7288,vclaim-pol-07288,"[ 0.00746889  0.03238901  0.02781162 ...  0.01339769  0.01403646
 -0.01230338]"
7289,vclaim-pol-07289,"[ 0.00746889  0.03387451 -0.04265361 ...  0.04187628  0.04957253
 -0.00183367]"
7290,vclaim-pol-07290,"[ 0.00746889  0.03246586  0.03983479 ...  0.01532896  0.06115516
 -0.00622295]"
7291,vclaim-pol-07291,"[ 0.00746889 -0.07846699  0.0342446  ...  0.01988447  0.0289064
 -0.00165758]"
7292,vclaim-pol-07292,"[ 0.00746889 -0.02362743  0.06092322 ...  0.0363539   0.01601718
 -0.00247119]"
7293,vclaim-pol-07293,"[ 0.00746889 -0.03315248  0.07561465 ...  0.03093011  0.0597901
  0.00089548]"
7294,vclaim-pol-07294,"[ 0.00746889 -0.01157613  0.09392796 ...  0.00860342  0.00058451
 -0.01385639]"
7295,vclaim-pol-07295,"[ 0.00746889  0.02465508  0.07852332 ...  0.0291506   0.04557907
 -0.00216483]"
7296,vclaim-pol-07296,"[ 0.00746889 -0.04343735  0.12022686 ...  0.02125216  0.00926508
 -0.01385639]"
7297,vclaim-pol-07297,"[ 0.00746889 -0.05858602 -0.01702791 ...  0.02355631  0.00646527
 -0.01385639]"
7298,vclaim-pol-07298,"[ 0.00746889 -0.06387691 -0.01305119 ...  0.05010051  0.01705178
 -0.01385639]"
7299,vclaim-pol-07299,"[ 0.00746889  0.1694912  -0.02392325 ...  0.06828558  0.06903984
  0.01376039]"
7300,vclaim-pol-07300,"[ 0.00746889 -0.00596023  0.05522404 ...  0.0419752   0.03713595
  0.00822339]"
7301,vclaim-pol-07301,"[ 0.00746889  0.08448632  0.07657536 ...  0.00142034 -0.0155193
 -0.01103227]"
7302,vclaim-pol-07302,"[ 0.00746889 -0.03831939  0.15548252 ...  0.02088768 -0.00795964
 -0.00758077]"
7303,vclaim-pol-07303,"[ 0.00746889  0.11852652  0.05378539 ...  0.06300876  0.05049076
 -0.003274  ]"
7304,vclaim-pol-07304,"[ 0.00746889  0.10601033  0.0840201  ...  0.04855069  0.0534527
 -0.003274  ]"
7305,vclaim-pol-07305,"[ 0.00746889  0.25489664  0.00389135 ...  0.02114998 -0.0095604
 -0.0002698 ]"
7306,vclaim-pol-07306,[0.00746889 0.07213429 0.0266208  ... 0.09474942 0.06438237 0.01818605]
7307,vclaim-pol-07307,"[ 0.00746889  0.02074866  0.08245923 ...  0.05275942 -0.00309393
  0.00708069]"
7308,vclaim-pol-07308,"[ 0.00746889 -0.02944603  0.07514071 ...  0.048516    0.07566319
  0.03328552]"
7309,vclaim-pol-07309,[0.00746889 0.03082537 0.10320882 ... 0.07795607 0.0745182  0.00728209]
7310,vclaim-pol-07310,"[ 0.00746889 -0.06586801  0.09662256 ...  0.04649651  0.05760995
  0.00540623]"
7311,vclaim-pol-07311,"[ 0.00746889  0.02963511  0.0583011  ...  0.02820079  0.0488525
 -0.01385639]"
7312,vclaim-pol-07312,"[ 0.00746889 -0.02781819  0.13416792 ...  0.00639128  0.04380308
  0.02153853]"
7313,vclaim-pol-07313,"[ 0.00746889 -0.05070301  0.02788207 ...  0.01356557  0.00742492
  0.02747621]"
7314,vclaim-pol-07314,"[ 0.00746889 -0.00372053 -0.02404997 ...  0.08606808 -0.01629261
  0.0271943 ]"
7315,vclaim-pol-07315,"[ 0.00746889 -0.04921117  0.10242644 ...  0.05694838  0.01862884
  0.00398389]"
