,ver_claim_ids,named_entities
9000,vclaim-pol-09000,"[['carbon tax', 84107, 'Q288401'], ['climate change', 47512, 'Q125928'], ['Wall Street', 37274, 'Q11690'], ['Americans', 'not available', 'not available'], ['Cory Booker', 2130120, 'Q1135767']]"
9001,vclaim-pol-09001,"[['four-year degree', 188874, 'Q163727']]"
9002,vclaim-pol-09002,"[['voter ID', 33110953, 'Q7942148'], ['Barack Obama', 534366, 'Q76']]"
9003,vclaim-pol-09003,[]
9004,vclaim-pol-09004,"[['Oregon', 26811621, 'Q824'], ['$24,000', 'not available', 'not available']]"
9005,vclaim-pol-09005,"[['Ohioans', 22199, 'Q1397'], ['41 percent', 'not available', 'not available'], ['insurance premiums', 15176, 'Q43183'], ['Obamacare', 25226624, 'Q1414593']]"
9006,vclaim-pol-09006,"[['Tax Increment Financing', 1280596, 'Q7689442'], ['general fund', 4709451, 'Q5508878'], ['Pinellas County', 74643, 'Q494556'], ['general fund', 4709451, 'Q5508878'], ['St. Pete', 84504, 'Q49236']]"
9007,vclaim-pol-09007,[]
9008,vclaim-pol-09008,"[['29,000', 'not available', 'not available'], ['Oregonians', 357621, 'Q1420228'], ['5 percent', 'not available', 'not available'], ['90', 'not available', 'not available']]"
9009,vclaim-pol-09009,"[['IRS', 23430752, 'Q973587'], ['IRS', 23430752, 'Q973587'], ['Obamacare', 25226624, 'Q1414593']]"
9010,vclaim-pol-09010,"[['U.S. Postal Service', 50591, 'Q668687'], ['1971', 'not available', 'not available'], ['operational profit', 19417927, 'Q2112073']]"
9011,vclaim-pol-09011,"[['Unemployment', 31741, 'Q41171'], ['Wisconsin', 33127, 'Q1537'], ['Paul Ryan', 409052, 'Q203966']]"
9012,vclaim-pol-09012,"[['2011', 'not available', 'not available'], ['$10,000', 'not available', 'not available']]"
9013,vclaim-pol-09013,"[['air-conditioned', 7221088, 'Q173725'], ['restaurant', 26437, 'Q11707']]"
9014,vclaim-pol-09014,[]
9015,vclaim-pol-09015,"[['Austin', 'not available', 'not available'], ['school district', 339716, 'Q398141'], ['electrical outlets', 773271, 'Q215292']]"
9016,vclaim-pol-09016,"[['Obamacare', 25226624, 'Q1414593'], ['government shutdown', 2150997, 'Q5589429']]"
9017,vclaim-pol-09017,[]
9018,vclaim-pol-09018,"[['Texas', 29810, 'Q1439'], ['$8,355', 'not available', 'not available']]"
9019,vclaim-pol-09019,[]
9020,vclaim-pol-09020,"[['Affordable Care Act', 25226624, 'Q1414593'], ['90 percent', 'not available', 'not available'], ['job growth', 314993, 'Q656365'], ['full-time', 1798797, 'Q1198527']]"
9021,vclaim-pol-09021,"[['Georgia Department of Education', 10587804, 'Q5547450'], ['August', 'not available', 'not available'], ['home school', 13603, 'Q83602'], ['traditional education', 5592778, 'Q3411661']]"
9022,vclaim-pol-09022,"[['Houston National Cemetery', 4655227, 'Q5916659'], ['Christian prayers', 23705018, 'Q15079132']]"
9023,vclaim-pol-09023,"[['expansion of Medicaid', 25226624, 'Q1414593'], ['Georgia', 48830, 'Q1428'], ['25,000', 'not available', 'not available'], ['health care coverage', 490201, 'Q334911']]"
9024,vclaim-pol-09024,"[['federal deficit', 322221, 'Q1138777']]"
9025,vclaim-pol-09025,"[['Obamacare', 25226624, 'Q1414593'], ['15', 'not available', 'not available'], ['20', 'not available', 'not available']]"
9026,vclaim-pol-09026,"[['Star Scientific', 3463674, 'Q456924'], ['Ken Cuccinelli', 8764867, 'Q1738589']]"
9027,vclaim-pol-09027,"[['July of 2012', 'not available', 'not available'], ['Greenland', 12118, 'Q223'], ['ice cover', 343225, 'Q213926'], ['30', 'not available', 'not available'], ['satellite observation', 47476, 'Q216197'], ['97%', 'not available', 'not available'], ['ice sheet', 493760, 'Q12599']]"
9028,vclaim-pol-09028,"[['61 cents', 'not available', 'not available'], ['Washington', 'not available', 'not available'], ['Kentucky', 16846, 'Q1603'], ['$1.51', 'not available', 'not available'], ['Washington', 'not available', 'not available']]"
9029,vclaim-pol-09029,"[['Republican', 32070, 'Q29468'], ['housing finance', 8449731, 'Q1210094'], ['15', 'not available', 'not available'], ['30', 'not available', 'not available'], ['mortgages', 8449731, 'Q1210094']]"
9030,vclaim-pol-09030,"[['Massachusetts', 1645518, 'Q771'], ['Romneycare', 4860610, 'Q6784440']]"
9031,vclaim-pol-09031,"[['Greg Abbott', 1492735, 'Q5605224'], ['$1 million', 'not available', 'not available'], ['grant money', 1980975, 'Q230788'], ['sexual predators', 23658775, 'Q4207313'], ['cyber crimes', 341598, 'Q29137'], ['senior citizens', 229060, 'Q191089'], ['senior citizens', 229060, 'Q191089']]"
9032,vclaim-pol-09032,"[['2014-15', 'not available', 'not available']]"
9033,vclaim-pol-09033,"[['NSA', 21939, 'Q121194'], ['data collection', 11501746, 'Q4929239'], ['Intelligence Committee', 801696, 'Q502239']]"
9034,vclaim-pol-09034,"[['Rick Scott', 4280148, 'Q439729'], ['state colleges and universities', 1640986, 'Q875538']]"
9035,vclaim-pol-09035,"[['1999', 'not available', 'not available']]"
9036,vclaim-pol-09036,"[['high school dropout', 2925542, 'Q780562'], ['$19,000', 'not available', 'not available'], ['high school graduate', 6204104, 'Q5341274'], ['$28,000', 'not available', 'not available'], ['college graduate', 6255834, 'Q4838750'], ['$51,000', 'not available', 'not available']]"
9037,vclaim-pol-09037,[]
9038,vclaim-pol-09038,"[['IRS', 23430752, 'Q973587']]"
9039,vclaim-pol-09039,"[['tax credit', 299493, 'Q1062630']]"
9040,vclaim-pol-09040,"[['state budgets', 4360909, 'Q271855'], ['inflation', 38286, 'Q35865']]"
9041,vclaim-pol-09041,"[['1.6 million', 'not available', 'not available']]"
9042,vclaim-pol-09042,"[['State Department', 31975, 'Q789915'], ['$630,000', 'not available', 'not available'], ['2 million', 'not available', 'not available'], ['Facebook', 7529378, 'Q355']]"
9043,vclaim-pol-09043,"[['Congressional Budget Office', 1053718, 'Q1125991'], ['nonpartisan', 1124810, 'Q7049542'], ['comprehensive immigration reform', 11649405, 'Q5156979'], ['federal deficit', 322221, 'Q1138777'], ['$200 billion', 'not available', 'not available']]"
9044,vclaim-pol-09044,"[['minimum wage', 18862, 'Q186228'], ['Ronald Reagan', 25433, 'Q9960']]"
9045,vclaim-pol-09045,"[['Justice Department', 52563, 'Q1553390'], ['gay marriage', 92656, 'Q17422'], ['homosexuality', 5488304, 'Q6636']]"
9046,vclaim-pol-09046,"[['Keystone XL', 11675105, 'Q1631056'], ['2,000', 'not available', 'not available'], ['pipeline', 1236187, 'Q1192422']]"
9047,vclaim-pol-09047,"[['Government subsidies', 146719, 'Q193219'], ['renewable energies', 25784, 'Q12705'], ['100', 'not available', 'not available'], ['coal', 5987, 'Q24489'], ['50', 'not available', 'not available'], ['nuclear industry', 22153, 'Q12739']]"
9048,vclaim-pol-09048,"[['12,000', 'not available', 'not available'], ['Florida', 18933066, 'Q812'], ['Florida', 18933066, 'Q812'], [""nation's leader"", 2731583, 'Q352']]"
9049,vclaim-pol-09049,"[['Ninety million', 'not available', 'not available'], ['Americans', 'not available', 'not available']]"
9050,vclaim-pol-09050,"[['Bill Ayers', 19653624, 'Q738029'], ['2008', 'not available', 'not available']]"
9051,vclaim-pol-09051,"[['Senate', 'not available', 'not available']]"
9052,vclaim-pol-09052,"[['72 percent', 'not available', 'not available'], ['African-American', 2154, 'Q49085'], ['born out of wedlock', 574821, 'Q28748953']]"
9053,vclaim-pol-09053,"[['HJM', 2876834, 'Q1563747'], ['20', 'not available', 'not available'], ['House', 'not available', 'not available']]"
9054,vclaim-pol-09054,[]
9055,vclaim-pol-09055,"[['Obamacare', 25226624, 'Q1414593'], ['75 percent', 'not available', 'not available'], ['small businesses', 276495, 'Q1109680']]"
9056,vclaim-pol-09056,"[['President', 'not available', 'not available'], ['Barack Obama', 534366, 'Q76']]"
9057,vclaim-pol-09057,"[['Consumer Financial Protection Bureau', 30814208, 'Q1091543'], ['financial information', 11162, 'Q43015'], ['financial information', 11162, 'Q43015'], ['Americans', 'not available', 'not available'], ['10', 'not available', 'not available']]"
9058,vclaim-pol-09058,"[['1985', 'not available', 'not available'], ['12', 'not available', 'not available'], ['15', 'not available', 'not available']]"
9059,vclaim-pol-09059,"[['Rhode Island', 25410, 'Q1387']]"
9060,vclaim-pol-09060,"[['electronic cigarette', 11996885, 'Q189511']]"
9061,vclaim-pol-09061,"[['Texas', 29810, 'Q1439'], ['San Antonio', 53848, 'Q975']]"
9062,vclaim-pol-09062,"[['U.S. Department of Homeland Security', 58236, 'Q11231'], ['safe deposit', 921274, 'Q2120101'], ['gold, silver', 490832, 'Q837346']]"
9063,vclaim-pol-09063,[]
9064,vclaim-pol-09064,"[['Obamacare', 25226624, 'Q1414593']]"
9065,vclaim-pol-09065,"[['Portland', 'not available', 'not available'], ['high water', 30718, 'Q23384'], ['sewer', 205012, 'Q1425971'], ['sewer', 205012, 'Q1425971']]"
9066,vclaim-pol-09066,"[['Republican', 32070, 'Q29468'], ['state budget', 377116, 'Q41263'], ['$12,000', 'not available', 'not available'], ['private health insurance', 490201, 'Q334911'], ['$4,000', 'not available', 'not available']]"
9067,vclaim-pol-09067,"[['Senate', 'not available', 'not available'], ['au pair', 703178, 'Q212816'], ['Alaskan', 'not available', 'not available'], ['seafood', 26866, 'Q192935'], ['Vegas', 'not available', 'not available']]"
9068,vclaim-pol-09068,"[['60', 'not available', 'not available']]"
9069,vclaim-pol-09069,"[['1 percent', 'not available', 'not available'], ['from 1979 to 2007', 'not available', 'not available'], ['family’s', 1081440, 'Q2481717']]"
9070,vclaim-pol-09070,"[['Patrick Murphy', 36464787, 'Q3182011'], ['Obamacare', 25226624, 'Q1414593'], ['2010', 'not available', 'not available'], ['employer mandate', 25226624, 'Q1414593'], ['individual mandate', 24476986, 'Q5691100']]"
9071,vclaim-pol-09071,"[['U.S. Senate', 24909346, 'Q66096']]"
9072,vclaim-pol-09072,"[['Providence', 'not available', 'not available'], ['R.I.', 25410, 'Q1387'], ['toothpaste', 147735, 'Q35855'], ['toothbrush', 147728, 'Q134205'], ['Sunday', 'not available', 'not available']]"
9073,vclaim-pol-09073,"[['40 percent', 'not available', 'not available']]"
9074,vclaim-pol-09074,"[['Homicides', 123451, 'Q149086'], ['Florida', 18933066, 'Q812'], ['stand your ground', 2829677, 'Q256658']]"
9075,vclaim-pol-09075,"[['13 million', 'not available', 'not available'], ['health insurance', 490201, 'Q334911'], ['50', 'not available', 'not available'], ['8.5', 'not available', 'not available'], ['100', 'not available', 'not available']]"
9076,vclaim-pol-09076,"[['U.S. Postal Service', 50591, 'Q668687'], ['tax dollars', 1813287, 'Q385503']]"
9077,vclaim-pol-09077,[]
9078,vclaim-pol-09078,"[['FL Guard', 'not available', 'not available'], ['Afghanistan', 737, 'Q889'], ['Iraq', 7515928, 'Q796'], ['20%', 'not available', 'not available']]"
9079,vclaim-pol-09079,"[['Obama', 'not available', 'not available'], ['$1.89', 'not available', 'not available'], ['January 2009', 'not available', 'not available'], ['$3.51', 'not available', 'not available']]"
9080,vclaim-pol-09080,"[['executive order', 210541, 'Q1338798'], ['illegal immigrants', 7124412, 'Q856681']]"
9081,vclaim-pol-09081,"[['health care law', 25226624, 'Q1414593'], ['sporting goods', 1802372, 'Q768186'], ['medical devices', 1363291, 'Q6554101']]"
9082,vclaim-pol-09082,"[['1,540', 'not available', 'not available']]"
9083,vclaim-pol-09083,"[['high school students', 378405, 'Q3054793']]"
9084,vclaim-pol-09084,"[['Ken', 'not available', 'not available'], ['Cuccinelli', 'not available', 'not available'], ['Medicare and Social Security', 24987493, 'Q5690899']]"
9085,vclaim-pol-09085,"[['millions of years', 34341, 'Q577']]"
9086,vclaim-pol-09086,"[['Brookhaven', 'not available', 'not available'], ['Pink Pony', 'not available', 'not available'], ['300', 'not available', 'not available'], ['Pink Pony', 'not available', 'not available']]"
9087,vclaim-pol-09087,"[['10 percent', 'not available', 'not available'], ['milk', 19714, 'Q8495'], ['We’re America’s Dairyland', 'not available', 'not available'], ['don’t', 43037173, 'Q17646620'], ['milk', 19714, 'Q8495']]"
9088,vclaim-pol-09088,"[['residency requirements', 2404274, 'Q2359691'], ['public workers', 334803, 'Q294217']]"
9089,vclaim-pol-09089,"[['30 percent', 'not available', 'not available']]"
9090,vclaim-pol-09090,"[['investigative report', 309754, 'Q1127717'], ['Ken Cuccinelli', 8764867, 'Q1738589'], ['Virginia', 32432, 'Q1370']]"
9091,vclaim-pol-09091,"[['Portland Bureau of Transportation', 43530813, 'Q18156807']]"
9092,vclaim-pol-09092,"[['Texas', 29810, 'Q1439'], ['worker deaths', 954550, 'Q1550225'], ['1', 'not available', 'not available'], ['carbon emissions', 21350772, 'Q167336'], ['50', 'not available', 'not available'], ['high school graduates', 6204104, 'Q5341274'], ['50', 'not available', 'not available'], ['mental health', 990505, 'Q317309']]"
9093,vclaim-pol-09093,"[['Food stamp spending', 659087, 'Q556318'], ['President Bush', 3414021, 'Q207'], ['President Obama', 534366, 'Q76']]"
9094,vclaim-pol-09094,"[['Georgia', 48830, 'Q1428'], ['50 percent', 'not available', 'not available'], ['Democratic', 5043544, 'Q29552'], ['Republican', 32070, 'Q29468'], ['32 percent', 'not available', 'not available'], ['gerrymandered', 12987, 'Q476310']]"
9095,vclaim-pol-09095,"[['Barack Obama', 534366, 'Q76'], ['George W.', 3414021, 'Q207'], ['Bush', 'not available', 'not available']]"
9096,vclaim-pol-09096,"[['Texas', 29810, 'Q1439'], ['public nuisance', 1740832, 'Q7257937']]"
9097,vclaim-pol-09097,[]
9098,vclaim-pol-09098,"[['513', 'not available', 'not available'], ['Trayvon', 35072567, 'Q913747'], ['11,106', 'not available', 'not available'], ['African-Americans', 2154, 'Q49085'], ['African-Americans', 2154, 'Q49085']]"
9099,vclaim-pol-09099,[]
9100,vclaim-pol-09100,"[['Austin', 'not available', 'not available'], ['America', 'not available', 'not available']]"
9101,vclaim-pol-09101,"[['Private prison', 284762, 'Q386432']]"
9102,vclaim-pol-09102,"[['health insurance', 490201, 'Q334911'], ['Obamacare', 25226624, 'Q1414593']]"
9103,vclaim-pol-09103,"[['excise taxes', 11404033, 'Q159579'], ['lower-income', 19283913, 'Q3372903']]"
9104,vclaim-pol-09104,"[['77 cents', 'not available', 'not available']]"
9105,vclaim-pol-09105,"[['Hispanic', 56120, 'Q1211934'], ['Gwinnett', 96769, 'Q490065'], ['Henry counties', 96760, 'Q492053'], ['153 percent', 'not available', 'not available'], ['339 percent', 'not available', 'not available'], ['2000', 'not available', 'not available'], ['Republican presidential candidates', 20246201, 'Q937607']]"
9106,vclaim-pol-09106,"[['butter', 46183, 'Q34172'], ['Newark', 67234, 'Q25395'], ['13 percent', 'not available', 'not available'], ['unemployment', 31741, 'Q41171']]"
9107,vclaim-pol-09107,"[['Rhode Island', 25410, 'Q1387'], ['9 percent', 'not available', 'not available'], ['disability insurance', 8840098, 'Q4118291'], ['New Jersey', 21648, 'Q1408'], ['3 percent', 'not available', 'not available']]"
9108,vclaim-pol-09108,"[['Curry County', 92029, 'Q484411'], ['911', 'not available', 'not available']]"
9109,vclaim-pol-09109,"[['Department of Justice', 52563, 'Q1553390'], ['Community Relations Service', 52563, 'Q1553390'], ['Sanford', 109781, 'Q786770'], ['FL', 'not available', 'not available'], ['Trayvon Martin', 35072567, 'Q913747'], ['George Zimmerman', 35075784, 'Q14165349']]"
9110,vclaim-pol-09110,"[['Texas', 29810, 'Q1439'], ['abortion', 765, 'Q8452'], ['El Paso', 135823, 'Q16562'], ['550', 'not available', 'not available'], ['San Antonio', 53848, 'Q975'], ['cervical cancer screening', 53338, 'Q160105']]"
9111,vclaim-pol-09111,"[['Obama administration', 20082093, 'Q1379733'], ['health care law', 25226624, 'Q1414593'], ['employer mandate', 25226624, 'Q1414593'], ['1 percent', 'not available', 'not available'], ['American', 'not available', 'not available']]"
9112,vclaim-pol-09112,"[['Twenty-four percent', 'not available', 'not available'], ['Virginia', 32432, 'Q1370'], ['don’t', 43037173, 'Q17646620'], ['Medicaid', 55794, 'Q1141363']]"
9113,vclaim-pol-09113,"[['Paula Deen', 1587917, 'Q3071037'], ['Barack Obama', 534366, 'Q76']]"
9114,vclaim-pol-09114,"[['90 percent', 'not available', 'not available']]"
9115,vclaim-pol-09115,"[['Miami-Dade', 27905225, 'Q468557'], ['nation’s', 3434750, 'Q30'], ['tap water', 239918, 'Q506004']]"
9116,vclaim-pol-09116,"[['anti-abortion', 37600900, 'Q1129261'], ['transvaginal ultrasound', 41254860, 'Q16919310']]"
9117,vclaim-pol-09117,"[['Gallup poll', 5367625, 'Q65358'], ['Egypt', 8087628, 'Q79'], ['70 percent', 'not available', 'not available'], ['Egyptians', 31912046, 'Q1061510']]"
9118,vclaim-pol-09118,"[['premature babies', 429542, 'Q625506']]"
9119,vclaim-pol-09119,"[['Says Texas', 'not available', 'not available'], ['80,000', 'not available', 'not available']]"
9120,vclaim-pol-09120,"[['Milwaukee', 53117, 'Q37836'], ['marijuana possession', 168917, 'Q2135494'], ['$50', 'not available', 'not available'], ['23', 'not available', 'not available'], ['bicycle', 3973, 'Q11442']]"
9121,vclaim-pol-09121,"[['Canada', 5042916, 'Q16'], ['150,000', 'not available', 'not available'], ['65,000', 'not available', 'not available']]"
9122,vclaim-pol-09122,[]
9123,vclaim-pol-09123,"[['Americans', 'not available', 'not available'], ['traditional marriage', 249623, 'Q17476'], ['Defense of Marriage Act', 92946, 'Q1182626']]"
9124,vclaim-pol-09124,"[['Economic Development', 148131, 'Q4530482'], ['Executive Director', 2051602, 'Q267936'], ['Keith Stokes', 3543161, 'Q3194779'], ['38', 'not available', 'not available']]"
9125,vclaim-pol-09125,"[['Electricity rates', 17355007, 'Q870344'], ['40 percent', 'not available', 'not available'], ['utility companies', 171136, 'Q1951366'], ['renewable energy', 25784, 'Q12705'], ['solar power', 13690575, 'Q1483757']]"
9126,vclaim-pol-09126,[]
9127,vclaim-pol-09127,"[['Obamacare', 25226624, 'Q1414593'], ['insurance', 15176, 'Q43183'], ['U.S. residents', 70197, 'Q1965974']]"
9128,vclaim-pol-09128,"[['Senate', 'not available', 'not available'], ['population increase', 940606, 'Q386191'], ['Senate', 'not available', 'not available'], ['70 million', 'not available', 'not available'], ['20', 'not available', 'not available']]"
9129,vclaim-pol-09129,"[['same-sex marriage', 92656, 'Q17422']]"
9130,vclaim-pol-09130,"[['Women in the United States', 43394391, 'Q17514041'], ['70 percent', 'not available', 'not available']]"
9131,vclaim-pol-09131,"[['same-sex', 5488304, 'Q6636']]"
9132,vclaim-pol-09132,"[['Senate', 'not available', 'not available'], ['don’t', 43037173, 'Q17646620'], ['10', 'not available', 'not available']]"
9133,vclaim-pol-09133,"[['New Hampshire', 21134, 'Q759'], ['93 percent', 'not available', 'not available'], ['Democrats', 'not available', 'not available'], ['79 percent', 'not available', 'not available'], ['Republicans', 32070, 'Q29468'], ['82 percent', 'not available', 'not available'], ['60 percent', 'not available', 'not available'], ['NRA', 70101, 'Q863259']]"
9134,vclaim-pol-09134,"[['Ken Cuccinelli', 8764867, 'Q1738589']]"
9135,vclaim-pol-09135,"[['NSA', 21939, 'Q121194'], ['Americans', 'not available', 'not available'], ['phone calls', 406703, 'Q2296401'], ['FISA', 762829, 'Q1437106']]"
9136,vclaim-pol-09136,"[['2009', 'not available', 'not available'], ['2014', 'not available', 'not available']]"
9137,vclaim-pol-09137,"[['25', 'not available', 'not available'], ['U.S.', 3434750, 'Q30'], ['Senate', 'not available', 'not available'], ['United States', 3434750, 'Q30'], ['13', 'not available', 'not available']]"
9138,vclaim-pol-09138,"[['Rhode Island', 25410, 'Q1387'], ['driving license', 39527321, 'Q205647']]"
9139,vclaim-pol-09139,"[['Says Florida', 'not available', 'not available'], ['rubber-stamped', 867752, 'Q4811251'], ['horse racing', 74711, 'Q187916']]"
9140,vclaim-pol-09140,"[['surgical procedure', 45599, 'Q40821']]"
9141,vclaim-pol-09141,"[['95 percent', 'not available', 'not available'], ['Ohio', 22199, 'Q1397'], ['electricity', 9550, 'Q12725'], ['burning coal', 1560443, 'Q1434958']]"
9142,vclaim-pol-09142,"[['President Obama', 534366, 'Q76'], ['undocumented immigrants', 7124412, 'Q856681'], ['previous president', 279605, 'Q1480']]"
9143,vclaim-pol-09143,"[['South Florida', 995921, 'Q2915506'], ['sea-level rise', 21171721, 'Q841083'], ['1920s', 34615, 'Q35736']]"
9144,vclaim-pol-09144,"[['$800,000', 'not available', 'not available'], ['special legislative session', 2062702, 'Q7574869'], ['1.6 million', 'not available', 'not available'], ['condoms', 5374, 'Q14076'], ['90,000', 'not available', 'not available'], ['20', 'not available', 'not available'], ['sexual health', 2159778, 'Q1981388']]"
9145,vclaim-pol-09145,"[['Terry McAuliffe', 17878405, 'Q3518911'], ['Virginia', 32432, 'Q1370'], ['right-to-work law', 392198, 'Q7333460']]"
9146,vclaim-pol-09146,"[['city of Milwaukee', 53117, 'Q37836'], ['4', 'not available', 'not available']]"
9147,vclaim-pol-09147,"[['Bob Barr', 214343, 'Q540544'], ['changed his position', 729001, 'Q5459640'], ['Defense of Marriage Act', 92946, 'Q1182626']]"
9148,vclaim-pol-09148,"[['70 percent', 'not available', 'not available'], ['federal spending', 1203070, 'Q1929688'], ['Social Security', 48728, 'Q13479957'], ['Medicare', 58353, 'Q559392'], ['Medicaid', 55794, 'Q1141363'], ['fiscal year', 5752099, 'Q191891'], ['2014', 'not available', 'not available']]"
9149,vclaim-pol-09149,"[['Michelle Nunn', 39483484, 'Q14324789'], ['Occupy movement', 33381607, 'Q939103']]"
9150,vclaim-pol-09150,"[['Senate', 'not available', 'not available'], ['Border Patrol', 567453, 'Q187954'], ['FBI', 11127, 'Q8333'], ['250', 'not available', 'not available']]"
9151,vclaim-pol-09151,"[['President Obama', 534366, 'Q76'], ['border patrols', 3410409, 'Q138775'], ['border security', 247927, 'Q218719'], ['previous president', 279605, 'Q1480']]"
9152,vclaim-pol-09152,"[['1999', 'not available', 'not available'], ['NRA', 70101, 'Q863259'], ['Washington', 'not available', 'not available']]"
9153,vclaim-pol-09153,"[['1960', 'not available', 'not available'], ['monogamous', 21351296, 'Q184211'], ['20 percent', 'not available', 'not available'], ['monogamous', 21351296, 'Q184211']]"
9154,vclaim-pol-09154,"[['T)', 'not available', 'not available'], ['United States government', 195149, 'Q48525'], ['Constitution', 31644, 'Q11698']]"
9155,vclaim-pol-09155,[]
9156,vclaim-pol-09156,"[['Seventy-four', 926474, 'Q264934'], ['Rhode Islanders', 25410, 'Q1387']]"
9157,vclaim-pol-09157,"[['71', 'not available', 'not available'], ['child’s', 36303581, 'Q2143665'], ['immunizations', 284029, 'Q1415366']]"
9158,vclaim-pol-09158,"[['student loan', 464990, 'Q462058'], ['3.4 percent', 'not available', 'not available'], ['6.8 percent', 'not available', 'not available'], ['July 1', 15844, 'Q2700']]"
9159,vclaim-pol-09159,"[['Arkansas', 1930, 'Q1612'], ['Republican', 32070, 'Q29468'], ['Rep.', 'not available', 'not available'], ['Tom Cotton', 33938394, 'Q3090307'], ['Congress', 'not available', 'not available'], ['health care', 261925, 'Q31207']]"
9160,vclaim-pol-09160,"[['Wendy Davis', 39780757, 'Q13557334'], ['single mother', 226109, 'Q1204559'], ['teenage mother', 228824, 'Q535691']]"
9161,vclaim-pol-09161,"[['low water', 30718, 'Q23384'], ['Lake Michigan', 17948, 'Q1169'], ['global warming', 5042951, 'Q7942'], ['evaporation', 10303, 'Q132814'], ['Great Lakes', 12010, 'Q7347']]"
9162,vclaim-pol-09162,"[['Southern Baptist Convention', 117407, 'Q1351880'], ['13', 'not available', 'not available'], ['years ago', 971107, 'Q503142']]"
9163,vclaim-pol-09163,"[['private school', 299959, 'Q423208'], ['tax break', 2151903, 'Q7689411'], ['state budget', 4360909, 'Q271855']]"
9164,vclaim-pol-09164,"[['Senate', 'not available', 'not available'], ['1986', 'not available', 'not available']]"
9165,vclaim-pol-09165,"[['Secretary Napolitano', 'not available', 'not available']]"
9166,vclaim-pol-09166,"[['Texas', 29810, 'Q1439'], ['abortion legislation', 697618, 'Q1119225'], ['Texans', 'not available', 'not available']]"
9167,vclaim-pol-09167,"[['Says Delaware County', 'not available', 'not available'], ['Ohio', 22199, 'Q1397']]"
9168,vclaim-pol-09168,"[['Occidental College', 22800, 'Q1346110'], ['Los Angeles', 18110, 'Q65'], ['from 1979 to 1981', 'not available', 'not available']]"
9169,vclaim-pol-09169,"[['Obamacars', 'not available', 'not available']]"
9170,vclaim-pol-09170,"[['U.S. Rep', 19468510, 'Q11701'], ['Phil Gingrey', 411808, 'Q2085648']]"
9171,vclaim-pol-09171,"[['America', 'not available', 'not available'], ['rank ninth', 5140384, 'Q162176'], ['middle class', 251534, 'Q241588']]"
9172,vclaim-pol-09172,"[['Republican', 32070, 'Q29468'], ['state education agency', 8789104, 'Q7603678'], ['Wisconsin’s', 6197912, 'Q8027119'], ['school voucher program', 9750, 'Q173810'], ['$2 billion', 'not available', 'not available']]"
9173,vclaim-pol-09173,"[['92 percent', 'not available', 'not available'], ['Texas', 29810, 'Q1439'], ['abortion provider', 3779082, 'Q16012988'], ['2008', 'not available', 'not available']]"
9174,vclaim-pol-09174,[]
9175,vclaim-pol-09175,"[['Says Florida', 'not available', 'not available'], ['Deutsche Bank', 523937, 'Q66048'], ['300', 'not available', 'not available'], ['Florida', 18933066, 'Q812']]"
9176,vclaim-pol-09176,"[['Congress', 'not available', 'not available'], ['serving time', 213806, 'Q841236']]"
9177,vclaim-pol-09177,"[['97 percent', 'not available', 'not available'], ['food stamp benefits', 659087, 'Q556318']]"
9178,vclaim-pol-09178,"[['rape kit', 1268850, 'Q7293902'], ['dilation and curettage', 8207, 'Q6862502']]"
9179,vclaim-pol-09179,"[['bail bond', 170652, 'Q162351'], ['Wisconsin', 33127, 'Q1537']]"
9180,vclaim-pol-09180,"[['2,000', 'not available', 'not available'], ['100,000', 'not available', 'not available'], ['U.K.', 31717, 'Q145'], ['466', 'not available', 'not available'], ['100,000', 'not available', 'not available'], ['United States', 3434750, 'Q30']]"
9181,vclaim-pol-09181,"[['gay marriage', 92656, 'Q17422']]"
9182,vclaim-pol-09182,"[['abortion', 765, 'Q8452'], ['breast cancer', 70547, 'Q128581']]"
9183,vclaim-pol-09183,"[['protection fee', 709358, 'Q18554'], ['Wisconsin', 33127, 'Q1537']]"
9184,vclaim-pol-09184,"[['Says Georgia Power', 'not available', 'not available'], ['10 percent', 'not available', 'not available'], ['15 percent', 'not available', 'not available'], ['electricity', 9550, 'Q12725']]"
9185,vclaim-pol-09185,"[['bail bonds', 1409925, 'Q1428011'], ['awaiting trial', 14632360, 'Q4354932']]"
9186,vclaim-pol-09186,"[['minimum wage', 11477230, 'Q6865497'], ['marriage equality', 92656, 'Q17422'], ['women’s health', 656951, 'Q8031191'], ['social issues', 2345894, 'Q1920219'], ['Barbara', 'not available', 'not available']]"
9187,vclaim-pol-09187,"[['entire country', 21212, 'Q7318']]"
9188,vclaim-pol-09188,"[['TriMet', 246023, 'Q1766623'], ['$10.3 million', 'not available', 'not available'], ['56', 'not available', 'not available']]"
9189,vclaim-pol-09189,"[['2014-15', 'not available', 'not available'], ['Texas', 29810, 'Q1439'], ['rate of inflation', 38286, 'Q35865'], ['population growth', 940606, 'Q386191']]"
9190,vclaim-pol-09190,"[['House', 'not available', 'not available'], ['2 million', 'not available', 'not available'], ['food stamps', 659087, 'Q556318'], ['210,000', 'not available', 'not available'], ['school lunches', 1997732, 'Q1195832']]"
9191,vclaim-pol-09191,"[['state GOP', 11351893, 'Q7013922'], ['abortion', 765, 'Q8452'], ['birth control', 18978770, 'Q122224']]"
9192,vclaim-pol-09192,"[['Obama administration', 20082093, 'Q1379733'], ['immigration laws', 5044573, 'Q185367']]"
