,ver_claim_ids,used_words_and_synonyms
11217,vclaim-pol-11217,26
11218,vclaim-pol-11218,30
11219,vclaim-pol-11219,24
11220,vclaim-pol-11220,18
11221,vclaim-pol-11221,25
11222,vclaim-pol-11222,26
11223,vclaim-pol-11223,27
11224,vclaim-pol-11224,41
11225,vclaim-pol-11225,16
11226,vclaim-pol-11226,30
11227,vclaim-pol-11227,28
11228,vclaim-pol-11228,18
11229,vclaim-pol-11229,22
11230,vclaim-pol-11230,37
11231,vclaim-pol-11231,21
11232,vclaim-pol-11232,16
11233,vclaim-pol-11233,19
11234,vclaim-pol-11234,12
11235,vclaim-pol-11235,22
11236,vclaim-pol-11236,15
11237,vclaim-pol-11237,17
11238,vclaim-pol-11238,20
11239,vclaim-pol-11239,21
11240,vclaim-pol-11240,21
11241,vclaim-pol-11241,30
11242,vclaim-pol-11242,17
11243,vclaim-pol-11243,46
11244,vclaim-pol-11244,27
11245,vclaim-pol-11245,19
11246,vclaim-pol-11246,29
11247,vclaim-pol-11247,16
11248,vclaim-pol-11248,25
11249,vclaim-pol-11249,19
11250,vclaim-pol-11250,19
11251,vclaim-pol-11251,9
11252,vclaim-pol-11252,30
11253,vclaim-pol-11253,23
11254,vclaim-pol-11254,16
11255,vclaim-pol-11255,12
11256,vclaim-pol-11256,31
11257,vclaim-pol-11257,18
11258,vclaim-pol-11258,18
11259,vclaim-pol-11259,36
11260,vclaim-pol-11260,9
11261,vclaim-pol-11261,33
11262,vclaim-pol-11262,25
11263,vclaim-pol-11263,16
11264,vclaim-pol-11264,15
11265,vclaim-pol-11265,30
11266,vclaim-pol-11266,20
11267,vclaim-pol-11267,24
11268,vclaim-pol-11268,35
11269,vclaim-pol-11269,41
11270,vclaim-pol-11270,31
11271,vclaim-pol-11271,33
11272,vclaim-pol-11272,13
11273,vclaim-pol-11273,22
11274,vclaim-pol-11274,16
11275,vclaim-pol-11275,18
11276,vclaim-pol-11276,19
11277,vclaim-pol-11277,28
11278,vclaim-pol-11278,17
11279,vclaim-pol-11279,23
11280,vclaim-pol-11280,11
11281,vclaim-pol-11281,16
11282,vclaim-pol-11282,15
11283,vclaim-pol-11283,42
11284,vclaim-pol-11284,17
11285,vclaim-pol-11285,33
11286,vclaim-pol-11286,18
11287,vclaim-pol-11287,21
11288,vclaim-pol-11288,13
11289,vclaim-pol-11289,30
11290,vclaim-pol-11290,31
11291,vclaim-pol-11291,15
11292,vclaim-pol-11292,31
11293,vclaim-pol-11293,16
11294,vclaim-pol-11294,14
11295,vclaim-pol-11295,16
11296,vclaim-pol-11296,16
11297,vclaim-pol-11297,27
11298,vclaim-pol-11298,30
11299,vclaim-pol-11299,13
11300,vclaim-pol-11300,20
11301,vclaim-pol-11301,27
11302,vclaim-pol-11302,16
11303,vclaim-pol-11303,13
11304,vclaim-pol-11304,17
11305,vclaim-pol-11305,15
11306,vclaim-pol-11306,19
11307,vclaim-pol-11307,25
11308,vclaim-pol-11308,31
11309,vclaim-pol-11309,28
11310,vclaim-pol-11310,16
11311,vclaim-pol-11311,27
11312,vclaim-pol-11312,14
11313,vclaim-pol-11313,38
11314,vclaim-pol-11314,17
11315,vclaim-pol-11315,44
11316,vclaim-pol-11316,10
11317,vclaim-pol-11317,9
11318,vclaim-pol-11318,27
11319,vclaim-pol-11319,23
11320,vclaim-pol-11320,18
11321,vclaim-pol-11321,29
11322,vclaim-pol-11322,28
11323,vclaim-pol-11323,34
11324,vclaim-pol-11324,51
11325,vclaim-pol-11325,32
11326,vclaim-pol-11326,25
11327,vclaim-pol-11327,24
11328,vclaim-pol-11328,13
11329,vclaim-pol-11329,37
11330,vclaim-pol-11330,18
11331,vclaim-pol-11331,39
11332,vclaim-pol-11332,16
11333,vclaim-pol-11333,28
11334,vclaim-pol-11334,33
11335,vclaim-pol-11335,20
11336,vclaim-pol-11336,35
11337,vclaim-pol-11337,14
11338,vclaim-pol-11338,36
11339,vclaim-pol-11339,30
11340,vclaim-pol-11340,34
11341,vclaim-pol-11341,33
11342,vclaim-pol-11342,19
11343,vclaim-pol-11343,17
11344,vclaim-pol-11344,36
11345,vclaim-pol-11345,10
11346,vclaim-pol-11346,30
11347,vclaim-pol-11347,14
11348,vclaim-pol-11348,16
11349,vclaim-pol-11349,23
11350,vclaim-pol-11350,19
11351,vclaim-pol-11351,21
11352,vclaim-pol-11352,35
11353,vclaim-pol-11353,24
11354,vclaim-pol-11354,29
11355,vclaim-pol-11355,23
11356,vclaim-pol-11356,19
11357,vclaim-pol-11357,20
11358,vclaim-pol-11358,32
11359,vclaim-pol-11359,49
11360,vclaim-pol-11360,16
11361,vclaim-pol-11361,14
11362,vclaim-pol-11362,23
11363,vclaim-pol-11363,10
11364,vclaim-pol-11364,23
11365,vclaim-pol-11365,12
11366,vclaim-pol-11366,21
11367,vclaim-pol-11367,17
11368,vclaim-pol-11368,18
11369,vclaim-pol-11369,39
11370,vclaim-pol-11370,19
11371,vclaim-pol-11371,24
11372,vclaim-pol-11372,17
11373,vclaim-pol-11373,30
11374,vclaim-pol-11374,24
11375,vclaim-pol-11375,19
11376,vclaim-pol-11376,26
11377,vclaim-pol-11377,30
11378,vclaim-pol-11378,44
11379,vclaim-pol-11379,23
11380,vclaim-pol-11380,32
11381,vclaim-pol-11381,16
11382,vclaim-pol-11382,32
11383,vclaim-pol-11383,10
11384,vclaim-pol-11384,18
11385,vclaim-pol-11385,32
11386,vclaim-pol-11386,14
11387,vclaim-pol-11387,17
11388,vclaim-pol-11388,30
11389,vclaim-pol-11389,16
11390,vclaim-pol-11390,27
11391,vclaim-pol-11391,28
11392,vclaim-pol-11392,24
11393,vclaim-pol-11393,18
11394,vclaim-pol-11394,35
11395,vclaim-pol-11395,21
11396,vclaim-pol-11396,18
11397,vclaim-pol-11397,14
11398,vclaim-pol-11398,30
11399,vclaim-pol-11399,6
11400,vclaim-pol-11400,39
11401,vclaim-pol-11401,13
11402,vclaim-pol-11402,33
11403,vclaim-pol-11403,22
11404,vclaim-pol-11404,15
11405,vclaim-pol-11405,8
11406,vclaim-pol-11406,34
11407,vclaim-pol-11407,11
11408,vclaim-pol-11408,28
11409,vclaim-pol-11409,20
11410,vclaim-pol-11410,24
11411,vclaim-pol-11411,25
11412,vclaim-pol-11412,21
11413,vclaim-pol-11413,25
11414,vclaim-pol-11414,15
11415,vclaim-pol-11415,23
11416,vclaim-pol-11416,21
11417,vclaim-pol-11417,13
11418,vclaim-pol-11418,29
11419,vclaim-pol-11419,24
11420,vclaim-pol-11420,27
11421,vclaim-pol-11421,22
11422,vclaim-pol-11422,27
11423,vclaim-pol-11423,36
11424,vclaim-pol-11424,23
11425,vclaim-pol-11425,38
11426,vclaim-pol-11426,14
11427,vclaim-pol-11427,14
11428,vclaim-pol-11428,23
11429,vclaim-pol-11429,18
11430,vclaim-pol-11430,28
11431,vclaim-pol-11431,34
11432,vclaim-pol-11432,29
11433,vclaim-pol-11433,27
11434,vclaim-pol-11434,20
11435,vclaim-pol-11435,26
11436,vclaim-pol-11436,18
11437,vclaim-pol-11437,30
11438,vclaim-pol-11438,11
11439,vclaim-pol-11439,41
11440,vclaim-pol-11440,16
11441,vclaim-pol-11441,39
11442,vclaim-pol-11442,21
11443,vclaim-pol-11443,22
11444,vclaim-pol-11444,13
11445,vclaim-pol-11445,16
11446,vclaim-pol-11446,17
11447,vclaim-pol-11447,20
11448,vclaim-pol-11448,36
11449,vclaim-pol-11449,21
11450,vclaim-pol-11450,19
11451,vclaim-pol-11451,29
11452,vclaim-pol-11452,17
11453,vclaim-pol-11453,9
11454,vclaim-pol-11454,28
11455,vclaim-pol-11455,31
11456,vclaim-pol-11456,26
11457,vclaim-pol-11457,28
11458,vclaim-pol-11458,17
11459,vclaim-pol-11459,11
11460,vclaim-pol-11460,42
11461,vclaim-pol-11461,17
11462,vclaim-pol-11462,32
11463,vclaim-pol-11463,30
11464,vclaim-pol-11464,13
11465,vclaim-pol-11465,18
11466,vclaim-pol-11466,16
11467,vclaim-pol-11467,41
11468,vclaim-pol-11468,33
11469,vclaim-pol-11469,19
11470,vclaim-pol-11470,29
11471,vclaim-pol-11471,22
11472,vclaim-pol-11472,23
11473,vclaim-pol-11473,33
11474,vclaim-pol-11474,35
11475,vclaim-pol-11475,35
11476,vclaim-pol-11476,28
11477,vclaim-pol-11477,42
11478,vclaim-pol-11478,13
11479,vclaim-pol-11479,22
11480,vclaim-pol-11480,21
11481,vclaim-pol-11481,16
11482,vclaim-pol-11482,19
11483,vclaim-pol-11483,23
11484,vclaim-pol-11484,18
11485,vclaim-pol-11485,29
11486,vclaim-pol-11486,23
11487,vclaim-pol-11487,24
11488,vclaim-pol-11488,53
11489,vclaim-pol-11489,19
11490,vclaim-pol-11490,25
11491,vclaim-pol-11491,30
11492,vclaim-pol-11492,27
11493,vclaim-pol-11493,26
11494,vclaim-pol-11494,24
11495,vclaim-pol-11495,43
11496,vclaim-pol-11496,17
11497,vclaim-pol-11497,29
11498,vclaim-pol-11498,21
11499,vclaim-pol-11499,17
11500,vclaim-pol-11500,25
11501,vclaim-pol-11501,20
11502,vclaim-pol-11502,12
11503,vclaim-pol-11503,9
11504,vclaim-pol-11504,17
11505,vclaim-pol-11505,23
11506,vclaim-pol-11506,13
11507,vclaim-pol-11507,14
11508,vclaim-pol-11508,17
11509,vclaim-pol-11509,19
11510,vclaim-pol-11510,28
11511,vclaim-pol-11511,11
11512,vclaim-pol-11512,23
11513,vclaim-pol-11513,17
11514,vclaim-pol-11514,9
11515,vclaim-pol-11515,29
11516,vclaim-pol-11516,18
11517,vclaim-pol-11517,7
11518,vclaim-pol-11518,23
11519,vclaim-pol-11519,19
11520,vclaim-pol-11520,28
11521,vclaim-pol-11521,14
11522,vclaim-pol-11522,15
11523,vclaim-pol-11523,26
11524,vclaim-pol-11524,15
11525,vclaim-pol-11525,12
11526,vclaim-pol-11526,13
11527,vclaim-pol-11527,17
11528,vclaim-pol-11528,13
11529,vclaim-pol-11529,20
11530,vclaim-pol-11530,17
11531,vclaim-pol-11531,19
11532,vclaim-pol-11532,25
11533,vclaim-pol-11533,22
11534,vclaim-pol-11534,18
11535,vclaim-pol-11535,24
11536,vclaim-pol-11536,16
11537,vclaim-pol-11537,20
11538,vclaim-pol-11538,14
11539,vclaim-pol-11539,11
11540,vclaim-pol-11540,17
11541,vclaim-pol-11541,46
11542,vclaim-pol-11542,21
11543,vclaim-pol-11543,22
11544,vclaim-pol-11544,30
11545,vclaim-pol-11545,20
11546,vclaim-pol-11546,40
11547,vclaim-pol-11547,23
11548,vclaim-pol-11548,24
11549,vclaim-pol-11549,9
11550,vclaim-pol-11550,17
11551,vclaim-pol-11551,19
11552,vclaim-pol-11552,12
11553,vclaim-pol-11553,6
11554,vclaim-pol-11554,16
11555,vclaim-pol-11555,25
11556,vclaim-pol-11556,17
11557,vclaim-pol-11557,21
11558,vclaim-pol-11558,17
11559,vclaim-pol-11559,12
11560,vclaim-pol-11560,19
11561,vclaim-pol-11561,28
11562,vclaim-pol-11562,22
11563,vclaim-pol-11563,22
11564,vclaim-pol-11564,20
11565,vclaim-pol-11565,42
11566,vclaim-pol-11566,17
11567,vclaim-pol-11567,19
11568,vclaim-pol-11568,22
11569,vclaim-pol-11569,16
11570,vclaim-pol-11570,10
11571,vclaim-pol-11571,22
11572,vclaim-pol-11572,20
11573,vclaim-pol-11573,37
11574,vclaim-pol-11574,9
11575,vclaim-pol-11575,23
11576,vclaim-pol-11576,13
11577,vclaim-pol-11577,17
11578,vclaim-pol-11578,28
11579,vclaim-pol-11579,13
11580,vclaim-pol-11580,16
11581,vclaim-pol-11581,24
11582,vclaim-pol-11582,11
11583,vclaim-pol-11583,26
11584,vclaim-pol-11584,21
11585,vclaim-pol-11585,18
11586,vclaim-pol-11586,12
11587,vclaim-pol-11587,28
11588,vclaim-pol-11588,28
11589,vclaim-pol-11589,11
11590,vclaim-pol-11590,25
11591,vclaim-pol-11591,19
11592,vclaim-pol-11592,8
11593,vclaim-pol-11593,16
11594,vclaim-pol-11594,25
11595,vclaim-pol-11595,23
11596,vclaim-pol-11596,8
11597,vclaim-pol-11597,11
11598,vclaim-pol-11598,16
11599,vclaim-pol-11599,27
11600,vclaim-pol-11600,28
11601,vclaim-pol-11601,10
11602,vclaim-pol-11602,15
11603,vclaim-pol-11603,21
11604,vclaim-pol-11604,21
11605,vclaim-pol-11605,26
11606,vclaim-pol-11606,13
11607,vclaim-pol-11607,31
11608,vclaim-pol-11608,21
11609,vclaim-pol-11609,20
11610,vclaim-pol-11610,14
11611,vclaim-pol-11611,20
11612,vclaim-pol-11612,19
11613,vclaim-pol-11613,16
11614,vclaim-pol-11614,33
11615,vclaim-pol-11615,32
11616,vclaim-pol-11616,22
11617,vclaim-pol-11617,40
11618,vclaim-pol-11618,30
11619,vclaim-pol-11619,29
11620,vclaim-pol-11620,67
11621,vclaim-pol-11621,15
11622,vclaim-pol-11622,16
11623,vclaim-pol-11623,20
11624,vclaim-pol-11624,13
11625,vclaim-pol-11625,12
11626,vclaim-pol-11626,29
11627,vclaim-pol-11627,19
11628,vclaim-pol-11628,28
11629,vclaim-pol-11629,19
11630,vclaim-pol-11630,13
11631,vclaim-pol-11631,22
11632,vclaim-pol-11632,19
11633,vclaim-pol-11633,12
11634,vclaim-pol-11634,25
11635,vclaim-pol-11635,65
11636,vclaim-pol-11636,26
11637,vclaim-pol-11637,20
11638,vclaim-pol-11638,19
11639,vclaim-pol-11639,9
11640,vclaim-pol-11640,34
11641,vclaim-pol-11641,31
11642,vclaim-pol-11642,19
11643,vclaim-pol-11643,5
11644,vclaim-pol-11644,25
11645,vclaim-pol-11645,27
11646,vclaim-pol-11646,12
11647,vclaim-pol-11647,22
11648,vclaim-pol-11648,24
11649,vclaim-pol-11649,40
11650,vclaim-pol-11650,5
11651,vclaim-pol-11651,24
11652,vclaim-pol-11652,20
11653,vclaim-pol-11653,25
11654,vclaim-pol-11654,16
11655,vclaim-pol-11655,18
11656,vclaim-pol-11656,17
11657,vclaim-pol-11657,24
11658,vclaim-pol-11658,28
11659,vclaim-pol-11659,31
11660,vclaim-pol-11660,18
11661,vclaim-pol-11661,31
11662,vclaim-pol-11662,25
11663,vclaim-pol-11663,22
11664,vclaim-pol-11664,33
11665,vclaim-pol-11665,15
11666,vclaim-pol-11666,29
11667,vclaim-pol-11667,37
11668,vclaim-pol-11668,15
11669,vclaim-pol-11669,27
11670,vclaim-pol-11670,23
11671,vclaim-pol-11671,19
11672,vclaim-pol-11672,23
11673,vclaim-pol-11673,24
11674,vclaim-pol-11674,26
11675,vclaim-pol-11675,18
11676,vclaim-pol-11676,30
11677,vclaim-pol-11677,22
11678,vclaim-pol-11678,14
11679,vclaim-pol-11679,32
11680,vclaim-pol-11680,13
11681,vclaim-pol-11681,30
11682,vclaim-pol-11682,13
11683,vclaim-pol-11683,27
11684,vclaim-pol-11684,19
11685,vclaim-pol-11685,12
11686,vclaim-pol-11686,16
11687,vclaim-pol-11687,24
11688,vclaim-pol-11688,15
11689,vclaim-pol-11689,14
11690,vclaim-pol-11690,27
11691,vclaim-pol-11691,27
11692,vclaim-pol-11692,28
11693,vclaim-pol-11693,22
11694,vclaim-pol-11694,9
11695,vclaim-pol-11695,37
11696,vclaim-pol-11696,33
11697,vclaim-pol-11697,18
11698,vclaim-pol-11698,21
11699,vclaim-pol-11699,13
11700,vclaim-pol-11700,21
11701,vclaim-pol-11701,18
11702,vclaim-pol-11702,23
11703,vclaim-pol-11703,13
11704,vclaim-pol-11704,28
11705,vclaim-pol-11705,21
11706,vclaim-pol-11706,13
11707,vclaim-pol-11707,20
11708,vclaim-pol-11708,14
11709,vclaim-pol-11709,34
11710,vclaim-pol-11710,13
11711,vclaim-pol-11711,20
11712,vclaim-pol-11712,16
11713,vclaim-pol-11713,18
11714,vclaim-pol-11714,14
11715,vclaim-pol-11715,21
11716,vclaim-pol-11716,16
11717,vclaim-pol-11717,45
11718,vclaim-pol-11718,28
11719,vclaim-pol-11719,14
11720,vclaim-pol-11720,20
11721,vclaim-pol-11721,15
11722,vclaim-pol-11722,24
11723,vclaim-pol-11723,20
11724,vclaim-pol-11724,15
11725,vclaim-pol-11725,6
11726,vclaim-pol-11726,26
11727,vclaim-pol-11727,25
11728,vclaim-pol-11728,18
11729,vclaim-pol-11729,10
11730,vclaim-pol-11730,24
11731,vclaim-pol-11731,16
11732,vclaim-pol-11732,17
11733,vclaim-pol-11733,16
11734,vclaim-pol-11734,16
11735,vclaim-pol-11735,24
11736,vclaim-pol-11736,16
11737,vclaim-pol-11737,11
11738,vclaim-pol-11738,17
11739,vclaim-pol-11739,14
11740,vclaim-pol-11740,20
11741,vclaim-pol-11741,17
11742,vclaim-pol-11742,22
11743,vclaim-pol-11743,32
11744,vclaim-pol-11744,13
11745,vclaim-pol-11745,10
11746,vclaim-pol-11746,10
11747,vclaim-pol-11747,41
11748,vclaim-pol-11748,32
11749,vclaim-pol-11749,18
11750,vclaim-pol-11750,17
11751,vclaim-pol-11751,23
11752,vclaim-pol-11752,14
11753,vclaim-pol-11753,11
11754,vclaim-pol-11754,13
11755,vclaim-pol-11755,15
11756,vclaim-pol-11756,15
11757,vclaim-pol-11757,25
11758,vclaim-pol-11758,19
11759,vclaim-pol-11759,16
11760,vclaim-pol-11760,18
11761,vclaim-pol-11761,16
11762,vclaim-pol-11762,11
11763,vclaim-pol-11763,22
11764,vclaim-pol-11764,16
11765,vclaim-pol-11765,32
11766,vclaim-pol-11766,35
11767,vclaim-pol-11767,17
11768,vclaim-pol-11768,28
11769,vclaim-pol-11769,39
11770,vclaim-pol-11770,29
11771,vclaim-pol-11771,40
11772,vclaim-pol-11772,25
11773,vclaim-pol-11773,12
11774,vclaim-pol-11774,17
11775,vclaim-pol-11775,31
11776,vclaim-pol-11776,26
11777,vclaim-pol-11777,20
11778,vclaim-pol-11778,18
11779,vclaim-pol-11779,18
11780,vclaim-pol-11780,46
11781,vclaim-pol-11781,24
11782,vclaim-pol-11782,20
11783,vclaim-pol-11783,19
11784,vclaim-pol-11784,26
11785,vclaim-pol-11785,20
11786,vclaim-pol-11786,13
11787,vclaim-pol-11787,17
11788,vclaim-pol-11788,11
11789,vclaim-pol-11789,29
11790,vclaim-pol-11790,26
11791,vclaim-pol-11791,17
11792,vclaim-pol-11792,16
11793,vclaim-pol-11793,11
11794,vclaim-pol-11794,29
11795,vclaim-pol-11795,14
11796,vclaim-pol-11796,24
11797,vclaim-pol-11797,17
11798,vclaim-pol-11798,22
11799,vclaim-pol-11799,6
11800,vclaim-pol-11800,17
11801,vclaim-pol-11801,12
11802,vclaim-pol-11802,43
11803,vclaim-pol-11803,34
11804,vclaim-pol-11804,16
11805,vclaim-pol-11805,20
11806,vclaim-pol-11806,56
11807,vclaim-pol-11807,32
11808,vclaim-pol-11808,6
11809,vclaim-pol-11809,8
11810,vclaim-pol-11810,26
11811,vclaim-pol-11811,21
11812,vclaim-pol-11812,17
11813,vclaim-pol-11813,29
11814,vclaim-pol-11814,8
11815,vclaim-pol-11815,25
11816,vclaim-pol-11816,40
11817,vclaim-pol-11817,14
11818,vclaim-pol-11818,10
11819,vclaim-pol-11819,27
11820,vclaim-pol-11820,18
11821,vclaim-pol-11821,45
11822,vclaim-pol-11822,19
11823,vclaim-pol-11823,16
11824,vclaim-pol-11824,28
11825,vclaim-pol-11825,20
11826,vclaim-pol-11826,26
11827,vclaim-pol-11827,30
11828,vclaim-pol-11828,35
11829,vclaim-pol-11829,30
11830,vclaim-pol-11830,23
11831,vclaim-pol-11831,27
11832,vclaim-pol-11832,13
11833,vclaim-pol-11833,31
11834,vclaim-pol-11834,10
11835,vclaim-pol-11835,28
11836,vclaim-pol-11836,15
11837,vclaim-pol-11837,20
11838,vclaim-pol-11838,20
11839,vclaim-pol-11839,15
11840,vclaim-pol-11840,43
11841,vclaim-pol-11841,14
11842,vclaim-pol-11842,24
11843,vclaim-pol-11843,37
11844,vclaim-pol-11844,38
11845,vclaim-pol-11845,30
11846,vclaim-pol-11846,14
11847,vclaim-pol-11847,25
11848,vclaim-pol-11848,10
11849,vclaim-pol-11849,19
11850,vclaim-pol-11850,29
11851,vclaim-pol-11851,21
11852,vclaim-pol-11852,24
11853,vclaim-pol-11853,15
11854,vclaim-pol-11854,34
11855,vclaim-pol-11855,22
11856,vclaim-pol-11856,27
11857,vclaim-pol-11857,16
11858,vclaim-pol-11858,29
11859,vclaim-pol-11859,21
11860,vclaim-pol-11860,25
11861,vclaim-pol-11861,7
11862,vclaim-pol-11862,21
11863,vclaim-pol-11863,31
11864,vclaim-pol-11864,24
11865,vclaim-pol-11865,15
11866,vclaim-pol-11866,25
11867,vclaim-pol-11867,13
11868,vclaim-pol-11868,18
11869,vclaim-pol-11869,18
11870,vclaim-pol-11870,14
11871,vclaim-pol-11871,10
11872,vclaim-pol-11872,24
11873,vclaim-pol-11873,16
11874,vclaim-pol-11874,20
11875,vclaim-pol-11875,32
11876,vclaim-pol-11876,16
11877,vclaim-pol-11877,17
11878,vclaim-pol-11878,13
11879,vclaim-pol-11879,20
11880,vclaim-pol-11880,25
11881,vclaim-pol-11881,24
11882,vclaim-pol-11882,41
11883,vclaim-pol-11883,8
11884,vclaim-pol-11884,8
11885,vclaim-pol-11885,18
11886,vclaim-pol-11886,11
11887,vclaim-pol-11887,13
11888,vclaim-pol-11888,14
11889,vclaim-pol-11889,11
11890,vclaim-pol-11890,12
11891,vclaim-pol-11891,20
11892,vclaim-pol-11892,42
11893,vclaim-pol-11893,12
11894,vclaim-pol-11894,25
11895,vclaim-pol-11895,23
11896,vclaim-pol-11896,9
11897,vclaim-pol-11897,11
11898,vclaim-pol-11898,25
11899,vclaim-pol-11899,12
11900,vclaim-pol-11900,11
11901,vclaim-pol-11901,30
11902,vclaim-pol-11902,18
11903,vclaim-pol-11903,15
11904,vclaim-pol-11904,27
11905,vclaim-pol-11905,14
11906,vclaim-pol-11906,18
11907,vclaim-pol-11907,16
11908,vclaim-pol-11908,11
11909,vclaim-pol-11909,27
11910,vclaim-pol-11910,17
11911,vclaim-pol-11911,26
11912,vclaim-pol-11912,18
11913,vclaim-pol-11913,26
11914,vclaim-pol-11914,17
11915,vclaim-pol-11915,32
11916,vclaim-pol-11916,16
11917,vclaim-pol-11917,19
11918,vclaim-pol-11918,16
11919,vclaim-pol-11919,15
11920,vclaim-pol-11920,19
11921,vclaim-pol-11921,34
11922,vclaim-pol-11922,15
11923,vclaim-pol-11923,32
11924,vclaim-pol-11924,23
11925,vclaim-pol-11925,12
11926,vclaim-pol-11926,20
11927,vclaim-pol-11927,17
11928,vclaim-pol-11928,19
11929,vclaim-pol-11929,21
11930,vclaim-pol-11930,11
11931,vclaim-pol-11931,23
11932,vclaim-pol-11932,37
11933,vclaim-pol-11933,14
11934,vclaim-pol-11934,31
11935,vclaim-pol-11935,37
11936,vclaim-pol-11936,19
11937,vclaim-pol-11937,28
11938,vclaim-pol-11938,19
11939,vclaim-pol-11939,18
11940,vclaim-pol-11940,22
11941,vclaim-pol-11941,32
11942,vclaim-pol-11942,28
11943,vclaim-pol-11943,20
11944,vclaim-pol-11944,14
11945,vclaim-pol-11945,19
11946,vclaim-pol-11946,42
11947,vclaim-pol-11947,20
11948,vclaim-pol-11948,22
11949,vclaim-pol-11949,22
11950,vclaim-pol-11950,23
11951,vclaim-pol-11951,27
11952,vclaim-pol-11952,22
11953,vclaim-pol-11953,18
11954,vclaim-pol-11954,30
11955,vclaim-pol-11955,17
11956,vclaim-pol-11956,25
11957,vclaim-pol-11957,33
11958,vclaim-pol-11958,12
11959,vclaim-pol-11959,24
11960,vclaim-pol-11960,22
11961,vclaim-pol-11961,19
11962,vclaim-pol-11962,14
11963,vclaim-pol-11963,15
11964,vclaim-pol-11964,19
11965,vclaim-pol-11965,21
11966,vclaim-pol-11966,21
11967,vclaim-pol-11967,17
11968,vclaim-pol-11968,33
11969,vclaim-pol-11969,14
11970,vclaim-pol-11970,16
11971,vclaim-pol-11971,16
11972,vclaim-pol-11972,20
11973,vclaim-pol-11973,22
11974,vclaim-pol-11974,12
11975,vclaim-pol-11975,36
11976,vclaim-pol-11976,9
11977,vclaim-pol-11977,17
11978,vclaim-pol-11978,25
11979,vclaim-pol-11979,23
11980,vclaim-pol-11980,32
11981,vclaim-pol-11981,24
11982,vclaim-pol-11982,10
11983,vclaim-pol-11983,26
11984,vclaim-pol-11984,17
11985,vclaim-pol-11985,12
11986,vclaim-pol-11986,17
11987,vclaim-pol-11987,14
11988,vclaim-pol-11988,36
11989,vclaim-pol-11989,20
11990,vclaim-pol-11990,17
11991,vclaim-pol-11991,17
11992,vclaim-pol-11992,30
11993,vclaim-pol-11993,26
11994,vclaim-pol-11994,22
11995,vclaim-pol-11995,43
11996,vclaim-pol-11996,13
11997,vclaim-pol-11997,19
11998,vclaim-pol-11998,22
11999,vclaim-pol-11999,15
12000,vclaim-pol-12000,33
12001,vclaim-pol-12001,28
12002,vclaim-pol-12002,12
12003,vclaim-pol-12003,13
12004,vclaim-pol-12004,24
12005,vclaim-pol-12005,19
12006,vclaim-pol-12006,14
12007,vclaim-pol-12007,25
12008,vclaim-pol-12008,23
12009,vclaim-pol-12009,31
12010,vclaim-pol-12010,32
12011,vclaim-pol-12011,23
12012,vclaim-pol-12012,13
12013,vclaim-pol-12013,23
12014,vclaim-pol-12014,32
12015,vclaim-pol-12015,15
12016,vclaim-pol-12016,20
12017,vclaim-pol-12017,22
12018,vclaim-pol-12018,25
12019,vclaim-pol-12019,19
12020,vclaim-pol-12020,10
12021,vclaim-pol-12021,15
12022,vclaim-pol-12022,10
12023,vclaim-pol-12023,23
12024,vclaim-pol-12024,13
12025,vclaim-pol-12025,17
12026,vclaim-pol-12026,14
12027,vclaim-pol-12027,7
12028,vclaim-pol-12028,14
12029,vclaim-pol-12029,14
12030,vclaim-pol-12030,23
12031,vclaim-pol-12031,9
12032,vclaim-pol-12032,15
12033,vclaim-pol-12033,21
12034,vclaim-pol-12034,23
12035,vclaim-pol-12035,26
12036,vclaim-pol-12036,34
12037,vclaim-pol-12037,19
12038,vclaim-pol-12038,18
12039,vclaim-pol-12039,16
12040,vclaim-pol-12040,35
12041,vclaim-pol-12041,31
12042,vclaim-pol-12042,42
12043,vclaim-pol-12043,38
12044,vclaim-pol-12044,15
12045,vclaim-pol-12045,13
12046,vclaim-pol-12046,40
12047,vclaim-pol-12047,35
12048,vclaim-pol-12048,21
12049,vclaim-pol-12049,20
12050,vclaim-pol-12050,24
12051,vclaim-pol-12051,22
12052,vclaim-pol-12052,23
12053,vclaim-pol-12053,23
12054,vclaim-pol-12054,14
12055,vclaim-pol-12055,15
12056,vclaim-pol-12056,22
12057,vclaim-pol-12057,11
12058,vclaim-pol-12058,17
12059,vclaim-pol-12059,24
12060,vclaim-pol-12060,34
12061,vclaim-pol-12061,30
12062,vclaim-pol-12062,31
12063,vclaim-pol-12063,9
12064,vclaim-pol-12064,20
12065,vclaim-pol-12065,12
12066,vclaim-pol-12066,19
12067,vclaim-pol-12067,11
12068,vclaim-pol-12068,15
12069,vclaim-pol-12069,16
12070,vclaim-pol-12070,19
12071,vclaim-pol-12071,16
12072,vclaim-pol-12072,30
12073,vclaim-pol-12073,5
12074,vclaim-pol-12074,42
12075,vclaim-pol-12075,15
12076,vclaim-pol-12076,9
12077,vclaim-pol-12077,15
12078,vclaim-pol-12078,19
12079,vclaim-pol-12079,48
12080,vclaim-pol-12080,13
12081,vclaim-pol-12081,20
12082,vclaim-pol-12082,16
12083,vclaim-pol-12083,35
12084,vclaim-pol-12084,43
12085,vclaim-pol-12085,39
12086,vclaim-pol-12086,34
12087,vclaim-pol-12087,16
12088,vclaim-pol-12088,11
12089,vclaim-pol-12089,25
