,ver_claim_ids,ver_claim_encodings
8181,vclaim-pol-08181,"[ 0.01055972  0.05069726 -0.00091676 ...  0.046793    0.0407258
  0.00202922]"
8182,vclaim-pol-08182,"[-0.01521513 -0.01455621 -0.00510196 ...  0.00627598  0.01157849
 -0.00569734]"
8183,vclaim-pol-08183,"[-0.00364207  0.04877516 -0.0328356  ...  0.00925849 -0.00908028
 -0.0026083 ]"
8184,vclaim-pol-08184,"[-0.019159    0.0521056  -0.04119121 ...  0.00538402 -0.04064406
 -0.0318773 ]"
8185,vclaim-pol-08185,"[-0.01886606 -0.04382741 -0.06179972 ... -0.01787558  0.01756095
 -0.01338748]"
8186,vclaim-pol-08186,"[-0.0505827  -0.03825597 -0.01265848 ... -0.02243483 -0.04858569
 -0.00153103]"
8187,vclaim-pol-08187,"[-0.02532075 -0.05104782 -0.06370784 ... -0.02322646  0.01473951
 -0.00135919]"
8188,vclaim-pol-08188,"[ 0.01271705  0.02188672 -0.02866138 ...  0.05665056  0.03619993
  0.04263244]"
8189,vclaim-pol-08189,"[ 0.00527629  0.02657008 -0.04065147 ...  0.01170118  0.00166101
  0.03946205]"
8190,vclaim-pol-08190,"[ 0.0102104   0.04327314 -0.04970581 ...  0.02797618  0.00430133
 -0.01827855]"
8191,vclaim-pol-08191,"[-0.02599521  0.0135151  -0.05498227 ... -0.01123413 -0.02266065
 -0.02019115]"
8192,vclaim-pol-08192,"[-0.02254229 -0.00773902 -0.01554135 ...  0.03434198  0.02007825
  0.01211255]"
8193,vclaim-pol-08193,"[-0.02968753  0.05445718  0.00300953 ...  0.042586   -0.00607856
  0.04027589]"
8194,vclaim-pol-08194,"[-0.02889756  0.05409638 -0.01705922 ...  0.05197861 -0.00585347
 -0.01439121]"
8195,vclaim-pol-08195,"[ 0.05275915  0.05534885 -0.00211409 ...  0.00555485  0.01971037
 -0.00558364]"
8196,vclaim-pol-08196,"[-0.02615546  0.03419779 -0.04169872 ...  0.01616752  0.01771605
 -0.00184699]"
8197,vclaim-pol-08197,"[-0.01900672 -0.01938697 -0.02776283 ... -0.0251875  -0.00321078
  0.01944057]"
8198,vclaim-pol-08198,"[-0.01674742 -0.00488427 -0.02607802 ...  0.03269301  0.03826189
 -0.05183741]"
8199,vclaim-pol-08199,"[ 0.02010403  0.04646626 -0.04233623 ... -0.0004777  -0.04124097
 -0.0218847 ]"
8200,vclaim-pol-08200,"[ 0.02336712 -0.03170238 -0.05497472 ...  0.02861747 -0.03830793
 -0.01142124]"
8201,vclaim-pol-08201,"[ 8.8706855e-03 -2.9656961e-05 -3.1076370e-02 ... -7.4973167e-03
 -9.1799535e-03  3.3793908e-02]"
8202,vclaim-pol-08202,"[-0.04783276  0.0092707  -0.03547936 ...  0.01931044  0.01374026
 -0.06401879]"
8203,vclaim-pol-08203,"[ 0.03247596 -0.01520289 -0.00546724 ...  0.00233767  0.01956815
  0.03623389]"
8204,vclaim-pol-08204,"[ 0.00884609  0.02187298  0.04929238 ...  0.0235627  -0.01818287
  0.03925635]"
8205,vclaim-pol-08205,"[ 0.00900842  0.06058954 -0.05431119 ... -0.00565358  0.01464643
  0.02792536]"
8206,vclaim-pol-08206,"[ 0.04213168  0.02858029  0.02566117 ...  0.03751202 -0.00822406
  0.00013324]"
8207,vclaim-pol-08207,"[ 0.02314199 -0.02491728 -0.0510328  ...  0.0027526   0.00985486
  0.05787969]"
8208,vclaim-pol-08208,"[ 0.03399923 -0.02508747 -0.04456385 ...  0.00833268  0.02992753
  0.04639567]"
8209,vclaim-pol-08209,"[-0.04261531 -0.04547942  0.04037456 ... -0.01572726 -0.02036805
  0.01006756]"
8210,vclaim-pol-08210,"[ 0.03181172  0.04079172 -0.04654752 ...  0.03338959 -0.00751655
  0.02679081]"
8211,vclaim-pol-08211,"[-0.0320418   0.00783266  0.05181479 ...  0.02124972 -0.04868538
 -0.01931837]"
8212,vclaim-pol-08212,"[ 0.02284319  0.01379376 -0.00872321 ... -0.00556208  0.03453379
 -0.00485449]"
8213,vclaim-pol-08213,[0.00031456 0.0003435  0.0053597  ... 0.01874944 0.03560808 0.04012316]
8214,vclaim-pol-08214,"[-0.050226   -0.00932967 -0.04427411 ... -0.00812608  0.04400685
 -0.02139374]"
8215,vclaim-pol-08215,"[ 0.03306601  0.0259476  -0.04276626 ...  0.04572354 -0.00062023
  0.00325845]"
8216,vclaim-pol-08216,"[ 0.04647533  0.04476416 -0.0160959  ...  0.03515275  0.00441006
  0.02550598]"
8217,vclaim-pol-08217,"[-0.01897777 -0.02838941 -0.05296025 ... -0.04309989  0.02738402
 -0.02949579]"
8218,vclaim-pol-08218,"[ 0.03299235  0.00986748 -0.02649044 ...  0.0368197  -0.04362729
 -0.03735048]"
8219,vclaim-pol-08219,"[ 0.04665442  0.01130003  0.02537787 ...  0.02416779 -0.01111636
 -0.00569486]"
8220,vclaim-pol-08220,"[ 0.0298963   0.03634453 -0.03168043 ...  0.04221711 -0.02694849
  0.02241314]"
8221,vclaim-pol-08221,"[ 0.0015001  -0.05309874  0.00466489 ... -0.00742463  0.00866444
 -0.03266443]"
8222,vclaim-pol-08222,"[-0.02989232 -0.00045459  0.00518822 ... -0.04701209  0.00966682
 -0.01768883]"
8223,vclaim-pol-08223,"[-0.01779844  0.0429925  -0.02210699 ... -0.00893127  0.04417099
 -0.03773307]"
8224,vclaim-pol-08224,"[ 0.03981216 -0.00310463 -0.03715167 ...  0.00276785 -0.02787178
  0.00879432]"
8225,vclaim-pol-08225,"[-0.02946653  0.00201335  0.05523378 ...  0.00607431 -0.05133467
 -0.01183   ]"
8226,vclaim-pol-08226,"[ 0.03062659  0.02562086 -0.02424664 ... -0.03440572 -0.04989173
 -0.01075231]"
8227,vclaim-pol-08227,"[ 0.046323    0.02890794  0.0028935  ...  0.03843274 -0.00759227
 -0.01326025]"
8228,vclaim-pol-08228,"[ 0.01104957  0.002714    0.04549784 ... -0.04818311 -0.00338148
 -0.05779929]"
8229,vclaim-pol-08229,"[ 0.04039233  0.03695384 -0.0173227  ...  0.01365589  0.00924924
  0.01584839]"
8230,vclaim-pol-08230,"[ 0.04122601  0.03974673  0.00213818 ...  0.02413826 -0.01533943
  0.00101657]"
8231,vclaim-pol-08231,"[ 0.02014888  0.03031272  0.02748352 ...  0.00830443 -0.04486531
 -0.0338175 ]"
8232,vclaim-pol-08232,"[-0.03563593  0.03123522 -0.04568605 ...  0.01699545  0.00258749
 -0.03460668]"
8233,vclaim-pol-08233,"[-0.035514   -0.00408087 -0.03643816 ... -0.00513579  0.03371556
 -0.04324799]"
8234,vclaim-pol-08234,"[-0.00663909 -0.01013115 -0.02352694 ... -0.00827695 -0.05758378
 -0.02492589]"
8235,vclaim-pol-08235,"[-0.01412297  0.01870063  0.01831383 ...  0.00226102 -0.00013248
 -0.02998932]"
8236,vclaim-pol-08236,"[-0.03207207  0.05397322 -0.04895481 ...  0.02073021  0.04552782
 -0.05160307]"
8237,vclaim-pol-08237,"[ 0.0060704   0.04563589  0.031658   ... -0.03518404  0.00086175
 -0.0419404 ]"
8238,vclaim-pol-08238,"[-0.01230784  0.03633993 -0.01430191 ... -0.00932353 -0.04209354
  0.01965507]"
8239,vclaim-pol-08239,"[-0.03026049  0.03590208 -0.0436455  ... -0.03003831 -0.0057867
 -0.00196439]"
8240,vclaim-pol-08240,"[-0.04409352  0.03229336 -0.02765691 ...  0.02108909 -0.04205895
 -0.030271  ]"
8241,vclaim-pol-08241,"[-0.03147932 -0.05091811 -0.02328391 ... -0.01929411 -0.04701042
 -0.00714894]"
8242,vclaim-pol-08242,"[-0.01638871  0.00264138 -0.05166154 ...  0.02942052 -0.02487141
  0.04413748]"
8243,vclaim-pol-08243,"[-0.04471114  0.00796199  0.02263255 ... -0.01765234  0.02456414
 -0.03313062]"
8244,vclaim-pol-08244,"[-0.04507193  0.02607811 -0.04376586 ... -0.02811714 -0.05328294
 -0.00943967]"
8245,vclaim-pol-08245,"[ 0.02731255  0.02621962 -0.05383199 ...  0.04631322 -0.04003816
  0.03577103]"
8246,vclaim-pol-08246,"[ 0.0099997  -0.01707381 -0.01952515 ... -0.02453748  0.03124351
  0.01245772]"
8247,vclaim-pol-08247,"[ 0.02219191  0.0363689  -0.03547841 ... -0.00310087 -0.03792184
 -0.05191015]"
8248,vclaim-pol-08248,"[ 0.03508743  0.05027909 -0.04494079 ...  0.03417118  0.02267256
  0.05480858]"
8249,vclaim-pol-08249,"[ 0.00628229  0.02997021  0.011438   ... -0.00246875  0.0070484
  0.04967322]"
8250,vclaim-pol-08250,"[-0.00665333  0.02391429 -0.04067752 ...  0.01086451  0.0249441
  0.02023438]"
8251,vclaim-pol-08251,"[-0.02990165  0.0582967  -0.04353614 ...  0.02190223  0.03107447
  0.02114544]"
8252,vclaim-pol-08252,"[-0.03874748  0.00316755 -0.04963419 ...  0.05477416 -0.04936907
  0.02492337]"
8253,vclaim-pol-08253,"[-0.00943397 -0.01262703  0.01072837 ... -0.04226376 -0.01883486
  0.00781086]"
8254,vclaim-pol-08254,"[-0.01385461  0.00146687 -0.02748885 ... -0.01932404 -0.00857503
 -0.02445365]"
8255,vclaim-pol-08255,"[-0.04316163  0.00252022 -0.0453878  ... -0.02864114 -0.05764098
 -0.01847261]"
8256,vclaim-pol-08256,"[-0.05682484  0.05743917 -0.04761725 ... -0.0207426   0.03183893
  0.01803556]"
8257,vclaim-pol-08257,"[ 0.03280207  0.01540787  0.02510298 ...  0.03992704 -0.01152626
  0.04133755]"
8258,vclaim-pol-08258,"[-0.02957973  0.00044874 -0.03978093 ...  0.02003505  0.03480786
 -0.0327755 ]"
8259,vclaim-pol-08259,"[-0.02957973  0.00044874 -0.03978093 ...  0.02003505  0.03480786
 -0.0327755 ]"
8260,vclaim-pol-08260,"[ 0.00077515  0.04550854  0.01877796 ... -0.0070959  -0.04131341
 -0.00110479]"
8261,vclaim-pol-08261,"[ 0.03478905 -0.02722671  0.0257972  ... -0.04745745  0.03677054
  0.0136877 ]"
8262,vclaim-pol-08262,"[-0.00517476  0.00643926 -0.0021202  ... -0.02198765 -0.01333963
  0.0183863 ]"
8263,vclaim-pol-08263,"[-0.00790386  0.01925455 -0.02124066 ...  0.01268442  0.01025886
  0.06183697]"
8264,vclaim-pol-08264,"[-0.0113474  -0.02122529  0.03344881 ... -0.02850596 -0.02238062
 -0.02132055]"
8265,vclaim-pol-08265,"[-0.03122541  0.04028987  0.01019289 ...  0.04761158 -0.00270109
 -0.02837672]"
8266,vclaim-pol-08266,"[-0.06543636 -0.03909786 -0.03054938 ... -0.01245088 -0.02447396
  0.0049269 ]"
8267,vclaim-pol-08267,"[-0.03246681 -0.01806659 -0.04589354 ...  0.03444588  0.00188355
 -0.00923029]"
8268,vclaim-pol-08268,"[ 0.0488605   0.05061077 -0.03500363 ... -0.03551602 -0.02483857
 -0.03010957]"
8269,vclaim-pol-08269,"[-0.01384853  0.02788674 -0.01912148 ...  0.01155116 -0.03167743
 -0.00894096]"
8270,vclaim-pol-08270,"[-0.02630207  0.03954621 -0.0500693  ... -0.02425821 -0.00453097
 -0.00212357]"
8271,vclaim-pol-08271,"[-0.02504258  0.00193632  0.0021115  ... -0.04526602 -0.01138512
  0.02310952]"
8272,vclaim-pol-08272,"[ 0.05558803  0.05270208 -0.02552001 ...  0.04973515 -0.01493586
 -0.04449397]"
8273,vclaim-pol-08273,"[-0.02524678  0.0126651   0.01454019 ... -0.02408464 -0.04284888
 -0.0109681 ]"
8274,vclaim-pol-08274,"[-0.00091429  0.0231725  -0.0513231  ... -0.03398623 -0.0280509
 -0.00818061]"
8275,vclaim-pol-08275,"[ 0.00327434  0.02997622 -0.05278247 ...  0.03558149  0.01404079
  0.03976014]"
8276,vclaim-pol-08276,"[-0.01199976  0.03568684 -0.01785593 ...  0.03565642  0.00694194
  0.00576178]"
8277,vclaim-pol-08277,"[-0.0538649   0.03402808 -0.03987287 ...  0.02295489  0.00126897
  0.00093221]"
8278,vclaim-pol-08278,"[-0.02932513  0.00216754 -0.0393238  ... -0.01436359  0.01410851
 -0.03797356]"
8279,vclaim-pol-08279,"[ 0.02949005 -0.01991941 -0.00993398 ... -0.00688208 -0.05472898
  0.03636179]"
8280,vclaim-pol-08280,"[-0.00084516  0.05294503  0.01459097 ... -0.00888406 -0.01554405
  0.00519764]"
8281,vclaim-pol-08281,"[ 0.02750664  0.04475702 -0.04090931 ...  0.04865488 -0.0332538
 -0.02456461]"
8282,vclaim-pol-08282,"[ 0.0265431   0.01338594 -0.01524409 ...  0.01651214 -0.01947756
  0.03489373]"
8283,vclaim-pol-08283,"[ 0.01692337  0.03727836 -0.00538167 ...  0.03931446 -0.05455457
 -0.00130439]"
8284,vclaim-pol-08284,"[ 0.01479912  0.00130119 -0.01738447 ... -0.03548454 -0.03272051
  0.01067326]"
8285,vclaim-pol-08285,"[ 0.02103071  0.0521701   0.00155208 ... -0.04034467  0.01122706
  0.00521032]"
8286,vclaim-pol-08286,"[-0.04015425 -0.0065878   0.00822954 ...  0.03240451 -0.03148527
  0.00204721]"
8287,vclaim-pol-08287,"[ 0.01873869  0.0239668   0.04959896 ...  0.03512849  0.007263
 -0.00264261]"
8288,vclaim-pol-08288,"[-0.02910054  0.03444401 -0.04129913 ...  0.03729408  0.00845766
  0.01698725]"
8289,vclaim-pol-08289,"[-0.0516379  -0.01326414 -0.00328498 ... -0.01222547  0.01898467
  0.02521376]"
8290,vclaim-pol-08290,"[-0.00543122  0.04711718 -0.04074623 ...  0.03218403 -0.02653664
 -0.02112505]"
8291,vclaim-pol-08291,"[-0.00354363 -0.02427173  0.02397045 ... -0.02084344 -0.03405986
 -0.03824988]"
8292,vclaim-pol-08292,"[ 0.00476519 -0.02348757 -0.04880507 ...  0.00616438 -0.04404771
 -0.04394297]"
8293,vclaim-pol-08293,"[ 0.04583284 -0.00328624  0.01838904 ... -0.01961998  0.00122484
 -0.0321562 ]"
8294,vclaim-pol-08294,"[ 0.02788129 -0.03659274 -0.01648255 ... -0.00995362 -0.01954025
  0.04933381]"
8295,vclaim-pol-08295,"[ 0.03388748  0.01952205 -0.01034774 ...  0.01993144  0.02775603
  0.02303875]"
8296,vclaim-pol-08296,"[-0.02416174 -0.01504886 -0.01388376 ...  0.00594007  0.03275095
 -0.04078113]"
8297,vclaim-pol-08297,"[ 0.01983034  0.0213908  -0.00632925 ... -0.00901892  0.02188111
  0.02676257]"
8298,vclaim-pol-08298,"[-0.00382625  0.01399252 -0.01455316 ...  0.01314108  0.03421925
  0.04770763]"
8299,vclaim-pol-08299,"[ 0.02402319  0.04112657 -0.02634733 ...  0.00221953 -0.01843455
 -0.02308476]"
8300,vclaim-pol-08300,"[-0.04673471 -0.02239419 -0.05805304 ...  0.04432293 -0.02649323
 -0.01096819]"
8301,vclaim-pol-08301,"[-0.00026367  0.02054444 -0.03358313 ...  0.01537385  0.01199784
 -0.04935281]"
8302,vclaim-pol-08302,"[ 0.02622144  0.01728013 -0.01832389 ...  0.00181104 -0.01920165
  0.04196271]"
8303,vclaim-pol-08303,"[ 0.00449639  0.02219631  0.01072497 ...  0.02221794  0.02078443
 -0.02935215]"
8304,vclaim-pol-08304,"[ 0.03958359 -0.04240102 -0.0420659  ... -0.03143878 -0.00266534
 -0.03311148]"
8305,vclaim-pol-08305,"[-0.0122511   0.03272848 -0.04498145 ...  0.04799713 -0.00828969
  0.01832331]"
8306,vclaim-pol-08306,"[-0.04163246  0.04723181 -0.05579923 ...  0.04176774  0.00423086
  0.04878896]"
8307,vclaim-pol-08307,"[-0.01378807  0.00131755 -0.01497225 ... -0.03974853 -0.04828995
 -0.02750228]"
8308,vclaim-pol-08308,"[ 0.03342414  0.01966924 -0.05382626 ...  0.03792845 -0.02531663
  0.00683618]"
8309,vclaim-pol-08309,"[ 0.02894968 -0.01505897 -0.01036543 ...  0.03290759 -0.02697876
  0.04643926]"
8310,vclaim-pol-08310,"[-0.04631813 -0.02360256 -0.0220399  ... -0.03898939 -0.03972425
 -0.02912828]"
8311,vclaim-pol-08311,"[ 0.04425413  0.03685944 -0.06233057 ... -0.03136012 -0.02453004
  0.04485896]"
8312,vclaim-pol-08312,"[-0.03061197  0.04141334 -0.04025591 ... -0.00835885 -0.02462377
 -0.03808029]"
8313,vclaim-pol-08313,"[-0.03301498  0.04054607 -0.03428621 ...  0.00777278 -0.03833566
 -0.03202382]"
8314,vclaim-pol-08314,"[-0.03334749  0.00410906  0.02531265 ...  0.02543277 -0.05464935
 -0.01656327]"
8315,vclaim-pol-08315,"[-0.05098667  0.0535993  -0.02730488 ... -0.00216084  0.00106563
 -0.04707599]"
8316,vclaim-pol-08316,"[ 0.03498761  0.00649311 -0.03691175 ...  0.03006337 -0.03091695
 -0.02425995]"
8317,vclaim-pol-08317,"[-0.03090242 -0.04281244 -0.04845997 ... -0.0078783  -0.01567766
 -0.00471366]"
8318,vclaim-pol-08318,"[ 0.01618612  0.04833174 -0.01999619 ...  0.02777208  0.04632034
 -0.02659595]"
8319,vclaim-pol-08319,"[ 0.04579014  0.03380344 -0.01966221 ... -0.00469904  0.00091157
  0.01437223]"
8320,vclaim-pol-08320,"[ 0.03677016  0.01649892 -0.01233337 ...  0.03909577  0.01084075
 -0.04460876]"
8321,vclaim-pol-08321,"[-0.03761586  0.02604366 -0.04813507 ...  0.02696941  0.00930791
 -0.05814577]"
8322,vclaim-pol-08322,"[-0.03325865  0.01472031 -0.00978591 ... -0.00657111 -0.04962854
 -0.01474091]"
8323,vclaim-pol-08323,"[ 0.01515923 -0.03345096  0.00694164 ...  0.02664885 -0.02470035
 -0.01747656]"
8324,vclaim-pol-08324,"[-0.03953998  0.02822346  0.00528275 ...  0.03982162  0.01004932
  0.01614049]"
8325,vclaim-pol-08325,"[ 0.01374796  0.06277977 -0.05602789 ...  0.0425218   0.02343823
 -0.03839301]"
8326,vclaim-pol-08326,"[-0.0399538  -0.02469113  0.00977436 ...  0.0144223  -0.0367391
  0.03570842]"
8327,vclaim-pol-08327,"[ 0.01723153 -0.03605125 -0.05119096 ...  0.01598385 -0.0405883
 -0.0595512 ]"
8328,vclaim-pol-08328,"[-0.04582587  0.02174823 -0.02721654 ... -0.00034103 -0.05991439
  0.01521743]"
8329,vclaim-pol-08329,"[ 0.04220909 -0.00127968 -0.04865292 ...  0.02266046 -0.02312252
  0.05444577]"
8330,vclaim-pol-08330,"[ 0.01183075  0.01366046 -0.01134411 ...  0.05002175  0.03085217
 -0.01144375]"
8331,vclaim-pol-08331,"[ 0.01961554  0.02394539  0.02289239 ...  0.00340025  0.01219388
 -0.02764642]"
8332,vclaim-pol-08332,"[-0.01195021 -0.00426383 -0.05815017 ... -0.02527771 -0.03344091
  0.02960457]"
8333,vclaim-pol-08333,"[-0.04286608  0.03975941 -0.03698633 ... -0.00392689 -0.03887096
 -0.0158269 ]"
8334,vclaim-pol-08334,"[ 0.02804112 -0.00225604 -0.05505625 ...  0.04378162 -0.04453991
 -0.01894802]"
8335,vclaim-pol-08335,"[ 0.03072025 -0.02629169 -0.03557999 ...  0.04484082 -0.03134926
  0.03367781]"
8336,vclaim-pol-08336,"[-0.02748481  0.03153973 -0.03721805 ...  0.02336324 -0.01617536
 -0.00362592]"
8337,vclaim-pol-08337,"[ 0.00705327  0.04425128 -0.05109813 ... -0.01244031 -0.03018789
 -0.05210622]"
8338,vclaim-pol-08338,"[ 0.03270645 -0.04081697  0.03500342 ...  0.0331452  -0.00895741
 -0.04822578]"
8339,vclaim-pol-08339,"[-0.01786444  0.00623017  0.0169004  ...  0.00300819  0.00531902
  0.02545229]"
8340,vclaim-pol-08340,"[ 0.02225535  0.03228673 -0.00866375 ...  0.0122063   0.03691272
 -0.05488157]"
8341,vclaim-pol-08341,"[ 0.00105521  0.01477097  0.01160773 ... -0.01322616 -0.02112579
 -0.01024955]"
8342,vclaim-pol-08342,"[-0.01033703  0.06155621 -0.05124965 ...  0.0189475   0.02189462
 -0.03053982]"
8343,vclaim-pol-08343,"[-0.02362202  0.06327821 -0.05891864 ...  0.04803453 -0.02021356
 -0.03183826]"
8344,vclaim-pol-08344,"[-0.02071872 -0.0032903   0.04423539 ...  0.01983925 -0.0481826
 -0.04616606]"
8345,vclaim-pol-08345,"[-0.02182265 -0.05308918 -0.00962893 ...  0.01256992  0.03115477
 -0.03430447]"
8346,vclaim-pol-08346,"[-0.01989998  0.03770655  0.00565269 ...  0.02757787 -0.01466902
 -0.00414766]"
8347,vclaim-pol-08347,"[-0.01996283 -0.02179129 -0.00184272 ... -0.01148801  0.02779749
 -0.00085466]"
8348,vclaim-pol-08348,"[-0.04957019  0.01243313 -0.05259791 ...  0.02055063 -0.02329785
  0.01383315]"
8349,vclaim-pol-08349,"[ 0.04456055  0.05833217 -0.02586522 ...  0.02780873  0.0479909
  0.0089591 ]"
8350,vclaim-pol-08350,"[ 0.0215745   0.01366176  0.02123743 ...  0.0112296  -0.00114129
 -0.01987389]"
8351,vclaim-pol-08351,"[ 0.00748262  0.04923067 -0.04294146 ...  0.0148486  -0.01746344
 -0.02834322]"
8352,vclaim-pol-08352,"[-0.02209095  0.00326243 -0.02011176 ... -0.04366338 -0.01303756
 -0.00402073]"
8353,vclaim-pol-08353,"[ 0.0377958   0.04774391 -0.02875664 ...  0.02760046  0.0171756
 -0.0480138 ]"
8354,vclaim-pol-08354,"[ 0.00950586  0.02082413 -0.03324885 ...  0.03892546 -0.02077422
  0.0420919 ]"
8355,vclaim-pol-08355,"[-0.02299831 -0.00024056 -0.04983823 ...  0.02659806 -0.01924412
 -0.00189698]"
8356,vclaim-pol-08356,"[ 0.00316389  0.05856892 -0.03942303 ... -0.01265768  0.03081319
 -0.00593236]"
8357,vclaim-pol-08357,"[ 0.03078653  0.01726459  0.00220304 ...  0.01082839  0.00901699
 -0.05541885]"
8358,vclaim-pol-08358,"[ 0.00511645  0.03179322 -0.00244517 ... -0.03836649 -0.00331814
 -0.01652154]"
8359,vclaim-pol-08359,"[ 0.01250267  0.00084429 -0.03297035 ... -0.01176008 -0.02440795
  0.01078685]"
8360,vclaim-pol-08360,"[ 0.01841583  0.00178066  0.02644187 ... -0.01282224 -0.00599527
 -0.01569385]"
8361,vclaim-pol-08361,"[ 0.01034529 -0.00820869 -0.03601215 ... -0.04121856 -0.00670211
  0.0251972 ]"
8362,vclaim-pol-08362,"[ 0.00268713 -0.01372426 -0.02175475 ... -0.0108172   0.03575498
  0.01920093]"
8363,vclaim-pol-08363,"[-0.00532548  0.05368209 -0.05103556 ...  0.01168195 -0.01310405
 -0.00708674]"
8364,vclaim-pol-08364,"[-0.04775437  0.04144254 -0.05017448 ...  0.03654065 -0.02733929
 -0.01650386]"
8365,vclaim-pol-08365,"[-0.03884446  0.00571412 -0.04817869 ...  0.01648338  0.02155028
 -0.01050499]"
8366,vclaim-pol-08366,"[ 0.00182293  0.06435376  0.01436662 ... -0.02816352 -0.03300372
 -0.03887692]"
8367,vclaim-pol-08367,"[-0.01416113  0.01049642 -0.01073803 ... -0.02100318 -0.04091157
 -0.03528902]"
8368,vclaim-pol-08368,"[ 0.02785526 -0.02257265  0.00935692 ...  0.03044067  0.03909986
 -0.02968863]"
8369,vclaim-pol-08369,"[-0.01882897  0.03246119 -0.01915829 ... -0.00790362 -0.01138251
 -0.04821079]"
8370,vclaim-pol-08370,"[ 0.00584912  0.01911182 -0.0139223  ... -0.0375515  -0.03800521
 -0.00134378]"
8371,vclaim-pol-08371,"[ 0.00823263 -0.00017358 -0.01287428 ...  0.04179662 -0.03950186
 -0.03256941]"
8372,vclaim-pol-08372,"[-0.01246077  0.00997273  0.0157628  ... -0.000345    0.01763277
 -0.03202969]"
8373,vclaim-pol-08373,"[ 0.05371106 -0.00523777  0.02433393 ... -0.02837564 -0.02558235
 -0.0377894 ]"
8374,vclaim-pol-08374,"[ 0.01524155  0.01055081 -0.0306745  ...  0.00700004 -0.03284668
  0.00376416]"
8375,vclaim-pol-08375,"[-0.00926621 -0.01477449 -0.05667389 ...  0.02405772 -0.00400626
  0.02385471]"
8376,vclaim-pol-08376,"[ 0.00749456  0.00877819 -0.02832217 ... -0.01693106 -0.0335168
  0.04325925]"
8377,vclaim-pol-08377,"[-0.05141595  0.01514542  0.00139669 ... -0.03042157 -0.03640312
  0.05438873]"
8378,vclaim-pol-08378,"[ 0.00838013 -0.00290713 -0.01229696 ...  0.00184123 -0.03401886
 -0.00882735]"
8379,vclaim-pol-08379,"[-0.02837662  0.00301185 -0.06273494 ... -0.02519409 -0.04720919
 -0.00215844]"
8380,vclaim-pol-08380,"[ 0.0269911   0.05063367 -0.03394879 ...  0.03210721  0.04122901
 -0.02007958]"
8381,vclaim-pol-08381,"[ 0.00538696  0.01249952 -0.02401971 ...  0.00189215  0.02361468
 -0.04344671]"
8382,vclaim-pol-08382,"[-0.02884087 -0.00772633 -0.04666556 ... -0.05866427 -0.00103745
  0.0501926 ]"
8383,vclaim-pol-08383,"[ 0.02935054  0.03717946 -0.05456923 ...  0.03300779 -0.04357239
  0.05200396]"
8384,vclaim-pol-08384,"[ 0.00055306 -0.01184631 -0.0144451  ...  0.02785963  0.03004886
  0.01541713]"
8385,vclaim-pol-08385,"[-0.05319731  0.0306766  -0.05002315 ...  0.02059391  0.0191082
 -0.03960335]"
8386,vclaim-pol-08386,"[-0.01314944 -0.00485923 -0.00159919 ...  0.03412814 -0.01946901
 -0.03122028]"
8387,vclaim-pol-08387,"[ 0.01665595  0.00693098  0.00304964 ...  0.00488999  0.00405625
 -0.01984868]"
8388,vclaim-pol-08388,"[ 0.00506798  0.0330146  -0.02552103 ...  0.03013052 -0.03033242
 -0.03229247]"
8389,vclaim-pol-08389,"[-0.00120451  0.00862735 -0.02168811 ...  0.00890497  0.00070354
  0.05288256]"
8390,vclaim-pol-08390,"[ 0.02734921  0.03984939 -0.03216054 ...  0.04021041 -0.03129853
 -0.02612108]"
8391,vclaim-pol-08391,"[-0.03057994 -0.04947649 -0.02658367 ... -0.03667821 -0.03142714
 -0.04282271]"
8392,vclaim-pol-08392,"[ 0.00966297  0.04298187 -0.02452919 ... -0.00015846  0.03555634
 -0.04919567]"
8393,vclaim-pol-08393,"[-0.02265242  0.05766213 -0.05334799 ... -0.03606991 -0.00918201
 -0.01426103]"
8394,vclaim-pol-08394,"[-0.04599745  0.03635384  0.00217029 ... -0.00329829  0.01520114
 -0.03492481]"
8395,vclaim-pol-08395,"[-9.019522e-03 -2.787521e-02 -1.056616e-02 ...  2.548125e-05 -4.040203e-02
 -5.248376e-02]"
8396,vclaim-pol-08396,[0.01813984 0.00705852 0.01935243 ... 0.00098115 0.00418458 0.03769328]
8397,vclaim-pol-08397,"[-0.04128459 -0.01747447  0.01161206 ...  0.05245743 -0.00516059
 -0.0368654 ]"
8398,vclaim-pol-08398,"[ 0.00294947  0.05405849  0.00674837 ...  0.04797669 -0.005412
  0.03131153]"
8399,vclaim-pol-08399,"[-0.03066702  0.02175889  0.00334929 ... -0.03514365 -0.00406737
  0.00855358]"
8400,vclaim-pol-08400,"[-0.00624091 -0.00766578 -0.00835138 ... -0.01953001 -0.03980197
  0.00148135]"
8401,vclaim-pol-08401,"[-0.01782276  0.04173225 -0.00253605 ... -0.00603839 -0.01256424
 -0.01880601]"
8402,vclaim-pol-08402,"[-0.03992797  0.00635128 -0.02194252 ...  0.00168683 -0.00591666
  0.02715623]"
8403,vclaim-pol-08403,"[-0.03864614  0.05185433 -0.05573546 ...  0.01842164 -0.04782346
 -0.04361813]"
8404,vclaim-pol-08404,"[-0.01368721  0.02366424 -0.00593772 ...  0.03344596  0.01466831
  0.0060065 ]"
8405,vclaim-pol-08405,"[-0.0062398   0.00270271 -0.03674951 ... -0.00677575 -0.05033799
 -0.01697277]"
