,input_claim_ids,named_entities
510,20170228_Trump_Congress_joint_session_0137,"[['American', 'not available', 'not available']]"
511,20170228_Trump_Congress_joint_session_0206,"[['Matt Bevin', 40879017, 'Q19953601'], ['Kentucky', 16846, 'Q1603'], ['Obamacare', 25226624, 'Q1414593'], ['state of Kentucky', 16846, 'Q1603']]"
512,20170228_Trump_Congress_joint_session_0213,"[['Obamacare', 25226624, 'Q1414593']]"
513,20170228_Trump_Congress_joint_session_0349,"[['American', 'not available', 'not available'], ['security interests', 2916935, 'Q13579421'], ['strongly support', 14895319, 'Q7148032'], ['NATO', 21133, 'Q7184'], ['world wars', 142735, 'Q103495'], ['fascism', 11054, 'Q6223']]"
514,20170228_Trump_Congress_joint_session_0351,"[['Cold War', 325329, 'Q8683'], ['communism', 9209651, 'Q6186']]"
515,20170228_Trump_Congress_joint_session_0353,[]
516,20170315_Trump_Nashville_0296,[]
517,20170315_Trump_Nashville_0090,[]
518,20170315_Trump_Nashville_0177,"[['50', 'not available', 'not available'], ['40percent', 'not available', 'not available'], ['illegal immigration', 7124412, 'Q856681'], ['Southern', 'not available', 'not available'], ['61 percent', 'not available', 'not available'], ['Inauguration Day', 3556902, 'Q263233'], ['61 percent', 'not available', 'not available']]"
519,20170323_Trump_Times_Interview_0018,"[['Huma', 'not available', 'not available']]"
520,20170323_Trump_Times_Interview_0067,"[['New York Times', 30680, 'Q9684'], ['Wiretapped', 91221, 'Q1067529'], ['Trump', 'not available', 'not available']]"
521,20170323_Trump_Times_Interview_0067,"[['New York Times', 30680, 'Q9684'], ['Wiretapped', 91221, 'Q1067529'], ['Trump', 'not available', 'not available']]"
522,20170323_Trump_Times_Interview_0077,"[['Muslims', 'not available', 'not available'], ['911', 'not available', 'not available'], ['New Jersey', 21648, 'Q1408']]"
523,20170323_Trump_Times_Interview_0022,"[['tweeted', 9988187, 'Q918'], ['Hillary', 5043192, 'Q6294'], ['email', 9738, 'Q9158']]"
524,20170323_Trump_Times_Interview_0023,"[['NATO', 21133, 'Q7184'], ['terrorism', 30636, 'Q7283']]"
525,20170323_Trump_Times_Interview_0024,[]
526,20170323_Trump_Times_Interview_0185,"[['Germany', 11867, 'Q183'], ['Germany', 11867, 'Q183'], ['NATO', 21133, 'Q7184']]"
527,20170323_Trump_Times_Interview_0075,"[['three million', 'not available', 'not available'], ['undocumented people', 5044573, 'Q185367']]"
528,20170323_Trump_Times_Interview_0075,"[['three million', 'not available', 'not available'], ['undocumented people', 5044573, 'Q185367']]"
529,20170323_Trump_Times_Interview_0149,"[['Ted Cruz', 2500271, 'Q2036942'], ['Ted Cruz', 2500271, 'Q2036942'], ['Lee Harvey Oswald', 17652, 'Q48745']]"
530,20170323_Trump_Times_Interview_0270,"[['Middle East', 19323, 'Q7204'], ['North Korea', 21255, 'Q423'], ['millions of people', 10396793, 'Q2763']]"
531,20170323_Trump_Times_Interview_0270,"[['Middle East', 19323, 'Q7204'], ['North Korea', 21255, 'Q423'], ['millions of people', 10396793, 'Q2763']]"
532,20170323_Trump_Times_Interview_0270,"[['Middle East', 19323, 'Q7204'], ['North Korea', 21255, 'Q423'], ['millions of people', 10396793, 'Q2763']]"
533,20170404_Trump_CEO_TownHall_0103,"[['infrastructure', 174521, 'Q121359'], ['Obama administration', 20082093, 'Q1379733']]"
534,20170404_Trump_CEO_TownHall_0103,"[['infrastructure', 174521, 'Q121359'], ['Obama administration', 20082093, 'Q1379733']]"
535,20170404_Trump_CEO_TownHall_0105,[]
536,20170404_Trump_CEO_TownHall_0105,[]
537,20170404_Trump_CEO_TownHall_0304,"[['70,000', 'not available', 'not available'], ['short period', 4345279, 'Q570319'], ['70,000', 'not available', 'not available']]"
538,20170404_Trump_CEO_TownHall_0305,"[['Reed', 'not available', 'not available'], ['70,000', 'not available', 'not available'], ['70,000', 'not available', 'not available']]"
539,20170404_Trump_CEO_TownHall_0307,"[['70,000', 'not available', 'not available']]"
540,20170404_Trump_CEO_TownHall_0287,"[['4.6', 'not available', 'not available']]"
541,20170404_Trump_CEO_TownHall_0293,"[['air conditioner', 7221088, 'Q173725'], ['61 percent', 'not available', 'not available']]"
542,20170424_Trump_AP_interview_0070,"[['$725 million', 'not available', 'not available'], ['90', 'not available', 'not available']]"
543,20170424_Trump_AP_interview_0535,"[['100', 'not available', 'not available'], ['100', 'not available', 'not available']]"
544,20170424_Trump_AP_interview_0412,"[['Wikileaks', 8877168, 'Q359'], ['Wikileaks', 8877168, 'Q359']]"
545,20170424_Trump_AP_interview_0387,"[['500,000', 'not available', 'not available'], ['months ago', 1160837, 'Q3488489']]"
546,20170424_Trump_AP_interview_0387,"[['500,000', 'not available', 'not available'], ['months ago', 1160837, 'Q3488489']]"
547,20170430_Trumo_CBS_FactTheNation_0511,"[['Hillary', 'not available', 'not available'], ['Russia', 25391, 'Q159']]"
548,20170430_Trumo_CBS_FactTheNation_0007,"[['president of China', 61155, 'Q887003'], ['President Xi', 2017814, 'Q15031']]"
549,20170512_Trump_NBC_holt_interview_0184,"[['Obama', 'not available', 'not available'], ['Obama administration', 20082093, 'Q1379733']]"
550,20170601_Trump_Paris_Climate_0059,"[['China', 5405, 'Q148'], ['13', 'not available', 'not available']]"
551,20170713_Trump_Roberston_interiew_0079,"[['Saudi Arabia', 349303, 'Q851'], ['military equipment', 90815, 'Q329864']]"
552,20170713_Trump_Roberston_interiew_0244,"[['Keystone Pipeline', 11675105, 'Q1631056']]"
553,20170713_Trump_Roberston_interiew_0249,[]
554,20170713_Trump_Roberston_interiew_0257,[]
555,20170713_Trump_Roberston_interiew_0257,[]
556,20170713_Trump_Roberston_interiew_0313,"[['Obamacare', 25226624, 'Q1414593']]"
557,20170713_Trump_Roberston_interiew_0313,"[['Obamacare', 25226624, 'Q1414593']]"
558,20170713_Trump_Roberston_interiew_0314,[]
559,20170713_Trump_Roberston_interiew_0314,[]
560,20170724_Trump_Healthcare_0095,"[['Obamacare', 25226624, 'Q1414593'], ['health care', 261925, 'Q31207']]"
561,20170803_Trump_WV_0163,"[['uranium', 31743, 'Q1098'], ['Russian', 'not available', 'not available']]"
562,20170822_Trump_phoenix_0204,"[['CNN', 62028, 'Q48340']]"
563,20170822_Trump_phoenix_0259,"[['unemployment rate', 31741, 'Q41171'], ['17', 'not available', 'not available']]"
564,20170822_Trump_phoenix_0017,[]
565,20170822_Trump_phoenix_0116,"[['anarchist', 12, 'Q6199']]"
566,20170822_Trump_phoenix_0509,"[['Arizona', 21883824, 'Q816'], ['insurance', 15176, 'Q43183'], ['116 percent', 'not available', 'not available']]"
567,20170822_Trump_phoenix_0509,"[['Arizona', 21883824, 'Q816'], ['insurance', 15176, 'Q43183'], ['116 percent', 'not available', 'not available']]"
568,20170822_Trump_phoenix_0604,[]
569,20170822_Trump_phoenix_0424,"[['Kelly', 'not available', 'not available'], ['Homeland Security', 'not available', 'not available'], ['78', 'not available', 'not available'], ['80 percent', 'not available', 'not available']]"
570,20170822_Trump_phoenix_0325,"[['The New York Times', 30680, 'Q9684'], ['I won', 'not available', 'not available']]"
571,20170919_Trump_UNGA_0149,"[['United States', 3434750, 'Q30'], ['193', 'not available', 'not available'], ['United Nations', 31769, 'Q1065'], ['22 percent', 'not available', 'not available'], ['entire budget', 3508373, 'Q1130259']]"
572,20170919_Trump_UNGA_0150,[]
573,20170919_Trump_UNGA_0042,"[['230th', 'not available', 'not available'], ['world today', 20770345, 'Q7776059']]"
574,20170919_Trump_UNGA_0103,"[['nuclear program', 106424, 'Q498641']]"
575,20180426_Trump_Fox_Friends_0036,"[[""I'm"", 'not available', 'not available'], ['past administration', 14458938, 'Q7241106'], ['$150 billion', 'not available', 'not available'], ['$1.8 billion', 'not available', 'not available']]"
576,20180426_Trump_Fox_Friends_0038,"[['death to America', 2507881, 'Q15095592'], ['death to America', 2507881, 'Q15095592']]"
577,20180426_Trump_Fox_Friends_0038,"[['death to America', 2507881, 'Q15095592'], ['death to America', 2507881, 'Q15095592']]"
578,20180426_Trump_Fox_Friends_0315,"[['Kanye', 'not available', 'not available'], ['unemployment', 31741, 'Q41171'], ['history of our country', 14115, 'Q161414']]"
579,20180426_Trump_Fox_Friends_0316,"[['Hispanic', 56120, 'Q1211934'], ['unemployment', 31741, 'Q41171'], ['history of our country', 14115, 'Q161414']]"
580,20180426_Trump_Fox_Friends_0317,"[['unemployment', 31741, 'Q41171'], ['unemployment', 31741, 'Q41171'], ['19', 'not available', 'not available']]"
581,20180426_Trump_Fox_Friends_0544,[]
582,20180426_Trump_Fox_Friends_0545,"[['Democrats', 'not available', 'not available'], ['Electoral College', 85533, 'Q47586'], ['Electoral College', 85533, 'Q47586'], ['Democrats', 'not available', 'not available'], ['Electoral College', 85533, 'Q47586']]"
583,20180426_Trump_Fox_Friends_0545,"[['Democrats', 'not available', 'not available'], ['Electoral College', 85533, 'Q47586'], ['Electoral College', 85533, 'Q47586'], ['Democrats', 'not available', 'not available'], ['Electoral College', 85533, 'Q47586']]"
584,20180426_Trump_Fox_Friends_0553,"[['13', 'not available', 'not available'], ['Democrats', 'not available', 'not available']]"
585,20180426_Trump_Fox_Friends_0554,"[['Hillary Clinton', 5043192, 'Q6294']]"
586,20180504_Trumo_NRA_0381,"[['Democratic', 5043544, 'Q29552']]"
587,20180504_Trumo_NRA_0408,"[['MS13', 18362074, 'Q127784'], ['gang members', 12534776, 'Q5521192']]"
588,20180504_Trumo_NRA_0132,"[['Paul Manafort', 18306417, 'Q3371760'], ['nice guy', 8097692, 'Q1377145'], ['short period', 4345279, 'Q570319']]"
589,20180504_Trumo_NRA_0133,[]
590,20180504_Trumo_NRA_0134,[]
591,20180504_Trumo_NRA_0345,"[['Democrats', 'not available', 'not available']]"
592,20180504_Trumo_NRA_0378,"[['based on merit', 20971, 'Q178079']]"
593,20180525_Trump_Naval_0176,"[['pay increase', 610452, 'Q194489'], ['10', 'not available', 'not available']]"
594,20180612_Trump_Singapore_0436,"[['long period of time', 11877, 'Q948814'], ['South Korea', 27019, 'Q884']]"
595,20180612_Trump_Singapore_0438,[]
596,20180612_Trump_Singapore_0438,[]
597,20180615_Trump_lawn_0219,"[['13', 'not available', 'not available'], ['Democrats', 'not available', 'not available']]"
598,20180615_Trump_lawn_0220,"[['13', 'not available', 'not available'], ['Democrats', 'not available', 'not available'], ['Obama', 'not available', 'not available']]"
599,20180615_Trump_lawn_0221,"[['Republicans', 32070, 'Q29468']]"
600,20180615_Trump_lawn_0163,"[['Democrats', 'not available', 'not available']]"
601,20180615_Trump_lawn_0164,[]
602,20180615_Trump_lawn_0160,"[['Mr.', 'not available', 'not available']]"
603,20180615_Trump_lawn_0442,"[['South Korea', 27019, 'Q884']]"
604,20180628_Trump_NorthDakota_0295,"[['MS13', 18362074, 'Q127784'], ['Nancy Pelosi', 147301, 'Q170581']]"
605,20180628_Trump_NorthDakota_0346,[]
606,20180628_Trump_NorthDakota_0346,[]
607,20180628_Trump_NorthDakota_0348,[]
608,20180628_Trump_NorthDakota_0348,[]
609,20180628_Trump_NorthDakota_0568,"[['22', 'not available', 'not available']]"
610,20180712_Trump_NATO_0008,[]
611,20180712_Trump_NATO_0009,[]
612,20180712_Trump_NATO_0067,"[['United States', 3434750, 'Q30'], ['70', 'not available', 'not available'], ['90 percent', 'not available', 'not available']]"
613,20180712_Trump_NATO_0521,"[['Wisconsin', 33127, 'Q1537'], ['Ronald Reagan', 25433, 'Q9960']]"
614,20180712_Trump_NATO_0647,[]
615,20180712_Trump_NATO_0648,[]
616,20180731_Trump_Tampa_0323,"[['history of the Republican Party', 4157940, 'Q5870609'], ['Trump', 4848272, 'Q22686']]"
617,20180731_Trump_Tampa_0381,"[['Democrats', 'not available', 'not available'], ['illegal immigrants', 7124412, 'Q856681']]"
618,20180731_Trump_Tampa_0257,"[['China', 5405, 'Q148']]"
619,20180731_Trump_Tampa_0261,"[['$500 billion', 'not available', 'not available']]"
620,20180731_Trump_Tampa_0377,"[['$1.6 billion', 'not available', 'not available']]"
621,20180731_Trump_Tampa_0373,"[['brave men', 4117056, 'Q2901077'], ['ICE', 216537, 'Q943091'], ['MS13', 18362074, 'Q127784']]"
622,20180731_Trump_Tampa_0373,"[['brave men', 4117056, 'Q2901077'], ['ICE', 216537, 'Q943091'], ['MS13', 18362074, 'Q127784']]"
623,20180731_Trump_Tampa_0446,"[['tax cuts', 455990, 'Q7689423'], ['American history', 63876, 'Q131110']]"
624,20180821_Trump_Charleston_0036,"[['United States Steel', 315801, 'Q72539']]"
625,20180821_Trump_Charleston_0037,[]
626,20180821_Trump_Charleston_0651,"[['Canada', 5042916, 'Q16'], ['300%', 'not available', 'not available'], ['dairy products', 8097, 'Q185217'], ['Canada', 5042916, 'Q16'], ['dairy products', 8097, 'Q185217']]"
627,20180821_Trump_Charleston_0666,"[['China', 5405, 'Q148'], ['25%', 'not available', 'not available'], ['tariff', 55551, 'Q736288']]"
628,20180821_Trump_Charleston_0570,"[['United States', 3434750, 'Q30'], ['90%', 'not available', 'not available'], ['Europe', 9239, 'Q46']]"
629,20180821_Trump_Charleston_0314,[]
630,20180821_Trump_Charleston_0320,[]
631,20180821_Trump_Charleston_0340,"[['400', 'not available', 'not available']]"
632,20181015_60_min_0001,"[['climate change', 47512, 'Q125928'], ['hoax', 52239, 'Q190084']]"
633,20181015_60_min_0001,"[['climate change', 47512, 'Q125928'], ['hoax', 52239, 'Q190084']]"
634,20181015_60_min_0004,"[['hoax', 52239, 'Q190084']]"
635,20181015_60_min_0004,"[['hoax', 52239, 'Q190084']]"
636,20181015_60_min_0005,[]
637,20181015_60_min_0209,"[['President Xi', 2017814, 'Q15031'], ['China', 5405, 'Q148'], ['$500 billion', 'not available', 'not available'], ['United States', 3434750, 'Q30']]"
638,20181015_60_min_0209,"[['President Xi', 2017814, 'Q15031'], ['China', 5405, 'Q148'], ['$500 billion', 'not available', 'not available'], ['United States', 3434750, 'Q30']]"
639,20181015_60_min_0209,"[['President Xi', 2017814, 'Q15031'], ['China', 5405, 'Q148'], ['$500 billion', 'not available', 'not available'], ['United States', 3434750, 'Q30']]"
640,20181015_60_min_0264,"[['NATO', 21133, 'Q7184'], ['Europe', 9239, 'Q46']]"
641,20181015_60_min_0300,"[['Ukraine', 31750, 'Q212']]"
642,20181015_60_min_0373,[]
643,20181015_60_min_0397,"[['migrant children', 1446066, 'Q5888282']]"
644,20181015_60_min_0397,"[['migrant children', 1446066, 'Q5888282']]"
645,20181015_60_min_0401,"[['Obama', 'not available', 'not available']]"
646,20181015_60_min_0401,"[['Obama', 'not available', 'not available']]"
647,20181015_60_min_0402,"[['Obama', 'not available', 'not available']]"
648,20181015_60_min_0402,"[['Obama', 'not available', 'not available']]"
649,20181015_60_min_0405,"[['tolerance policy', 21164, 'Q1310253']]"
650,20181015_60_min_0405,"[['tolerance policy', 21164, 'Q1310253']]"
651,20181015_60_min_0086,"[['history of our country', 14115, 'Q161414']]"
652,20181102_Trump_Huntington_0160,"[['Democrats', 'not available', 'not available']]"
653,20181102_Trump_Huntington_0169,"[['illegal aliens', 5044573, 'Q185367']]"
654,20181102_Trump_Huntington_0494,"[['100 percent', 'not available', 'not available'], ['heroin', 14034, 'Q60168'], ['United States', 3434750, 'Q30'], ['southern border', 2817606, 'Q1057263'], ['90 percent', 'not available', 'not available'], ['cocaine', 7701, 'Q41576'], ['meth', 11038318, 'Q191924'], ['fentanyl', 141915, 'Q407541'], ['fentanyl', 141915, 'Q407541']]"
655,20181102_Trump_Huntington_0148,"[['health care', 261925, 'Q31207'], ['socialism', 26847, 'Q7272'], ['America', 'not available', 'not available'], ['Venezuela', 32374, 'Q717'], ['Democrats', 'not available', 'not available']]"
656,20181102_Trump_Huntington_0148,"[['health care', 261925, 'Q31207'], ['socialism', 26847, 'Q7272'], ['America', 'not available', 'not available'], ['Venezuela', 32374, 'Q717'], ['Democrats', 'not available', 'not available']]"
657,20181102_Trump_Huntington_0156,"[['1.6 billion', 'not available', 'not available'], ['1.6 billion', 'not available', 'not available'], ['1.6 billion', 'not available', 'not available']]"
658,20181102_Trump_Huntington_0157,[]
659,20181102_Trump_Huntington_0665,"[['pay raise', 7736362, 'Q4604751']]"
660,20181112_trump_pelosi_0292,[]
661,20181112_trump_pelosi_0292,[]
662,20181112_trump_pelosi_0293,[]
663,20181112_trump_pelosi_0293,[]
664,20181112_trump_pelosi_0183,"[['10', 'not available', 'not available'], ['short period', 4345279, 'Q570319']]"
665,20181112_trump_pelosi_0358,"[['medical problems', 45547, 'Q131572']]"
666,20190304_Trump_CPAC_1553,"[['Visa', 'not available', 'not available']]"
667,20190304_Trump_CPAC_1561,[]
668,20190304_Trump_CPAC_1797,"[['VA Choice', 'not available', 'not available'], ['VA Choice', 'not available', 'not available']]"
669,20190304_Trump_CPAC_1806,"[['44', 'not available', 'not available']]"
670,20190304_Trump_CPAC_1578,"[['womb', 31863, 'Q9612'], ['womb', 31863, 'Q9612']]"
671,20190304_Trump_CPAC_1578,"[['womb', 31863, 'Q9612'], ['womb', 31863, 'Q9612']]"
672,20190304_Trump_CPAC_0567,"[['tax cuts', 455990, 'Q7689423'], ['American history', 63876, 'Q131110']]"
673,20190304_Trump_CPAC_1180,[]
674,20190304_Trump_CPAC_0276,"[['Robert Mueller', 471457, 'Q715156'], ['13', 'not available', 'not available'], ['Democrats', 'not available', 'not available'], ['history of our country', 14115, 'Q161414']]"
675,20190304_Trump_CPAC_1412,"[['sexually assaulted', 218407, 'Q673281'], ['journey north', 992161, 'Q1277677']]"
676,20190304_Trump_CPAC_1521,[]
677,20190304_Trump_CPAC_1521,[]
678,20190304_Trump_CPAC_1522,"[['Three percent', 'not available', 'not available']]"
679,20190304_Trump_CPAC_1522,"[['Three percent', 'not available', 'not available']]"
680,20190619_Trump_Campain_Florida_0163,"[['Second Amendment', 31655, 'Q210645'], ['tax cut', 455990, 'Q7689423'], ['individual mandate', 24477008, 'Q6025316'], ['Obamacare', 25226624, 'Q1414593']]"
681,20190619_Trump_Campain_Florida_0361,[]
682,20190730_democratic_debate_Detroit_1_0471,"[['Medicare', 58353, 'Q559392'], ['1,200', 'not available', 'not available']]"
683,20190730_democratic_debate_Detroit_1_0472,"[['rural America', 212614, 'Q175185'], ['hospital administrators', 11038718, 'Q1137608'], ['Medicare', 58354, 'Q6806631']]"
684,20190730_democratic_debate_Detroit_1_0473,[]
685,20190730_democratic_debate_Detroit_1_0521,"[['statute', 26783, 'Q820655'], ['Donald Trump', 4848272, 'Q22686']]"
686,20190730_democratic_debate_Detroit_1_0137,[]
687,20190730_democratic_debate_Detroit_1_0138,"[['87 million', 'not available', 'not available'], ['underinsured', 17565113, 'Q5691094'], ['$500,000', 'not available', 'not available'], ['500,000', 'not available', 'not available'], ['Americans', 'not available', 'not available'], ['bankrupt', 4695, 'Q152074'], ['medical bills', 884188, 'Q6806472'], ['30,000', 'not available', 'not available'], ['health care industry', 349319, 'Q15067276'], ['tens of billions', 30154014, 'Q472374']]"
688,20190730_democratic_debate_Detroit_1_1540,"[['childcare', 389615, 'Q1455871']]"
689,20190730_democratic_debate_Detroit_1_1541,[]
690,20190730_democratic_debate_Detroit_1_1542,"[['childcare', 389615, 'Q1455871'], ['preschool teacher', 3406986, 'Q3080443']]"
691,20190730_democratic_debate_Detroit_1_1543,[]
692,20190731_democratic_debate_Detroit_2_0586,"[['Florida', 18933066, 'Q812'], ['2,700', 'not available', 'not available']]"
693,20190912_democratic_debate_0460,"[['Vice President Biden', 145422, 'Q6279']]"
694,20190912_democratic_debate_0461,[]
695,20190912_democratic_debate_0462,[]
696,20190912_democratic_debate_0364,"[['Fifty million', 'not available', 'not available'], ['private insurance', 15176, 'Q43183'], ['insurance policy', 669856, 'Q977871']]"
697,20190912_democratic_debate_0739,"[['90%', 'not available', 'not available'], ['American people', 993845, 'Q1054376'], ['assault weapons', 163205, 'Q4808602']]"
698,20190912_democratic_debate_0941,[]
699,20190912_democratic_debate_0942,[]
700,20190912_democratic_debate_0584,"[['slavery', 27992, 'Q8463'], ['dear God', 5649246, 'Q691027'], ['criminal justice', 168219, 'Q117488'], ['racially biased', 25613, 'Q8461'], ['AfricanAmericans', 'not available', 'not available'], ['1850', 'not available', 'not available']]"
701,20190912_democratic_debate_0910,"[['United States Senate', 24909346, 'Q66096'], ['54', 'not available', 'not available'], ['background checks', 2738211, 'Q6973556'], ['assault weapons', 163205, 'Q4808602'], ['54', 'not available', 'not available']]"
