,input_claim_ids,used_words_and_synonyms
313,20161010_2pres_0605,"['army_for_the_liberation_of_rwanda', 'far', 'elements', 'component', 'chemical_element', 'element', 'saying', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', ',', 'n', 'know', 'acknowledge', 'sleep_together', 'putin', '.']"
314,20161010_2pres_0607,"['n', 'know', 'acknowledge', 'sleep_together', 'putin', '.']"
315,20161010_2pres_0675,"['batch', 'lot', 'set', 'fortune', 'draw', 'bunch', 'distribute', 'fact', 'tax', 'taxis', 'high', 'senior_high_school', 'high_gear', 'eminent', 'gamey', ',', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', '.']"
316,20161010_2pres_0772,"['eight', 'ashcan_school', 'eight-spot', 'million', 'child', 'kid', 'kyd', 'pull_the_leg_of', 'every', 'year', 'class', 'health', 'insurance', 'policy', 'indemnity', ',', 'first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', 'lady', 'dame', 'work', 'function', 'exercise', 'make', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', 'democrat', 'republican', 'create', 'produce', ""'"", 'plan', 'program', 'broadcast', 'platform', 'course_of_study', '.']"
317,20161010_2pres_0776,"['secretary', 'repository', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', ',', 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'about', 'around', 'approximately', 'round', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', 'recommend', 'preach', 'nation', 'area', ',', 'besides', 'woman', 'charwoman', 'womanhood', ""'"", 'right', 'right_field', 'correct', ',', 'brand', 'shuffle', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'certain', 'sure', 'indisputable', 'surely', 'decent', 'becoming', 'adequate', 'properly', 'opportunity', 'luck', 'chance', 'probability', 'prospect', 'gamble', 'find', 'casual', 'better', 'bettor', 'good', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'life', 'animation', 'liveliness', 'biography', 'life_sentence', 'negociate', 'negotiate', 'treaty', 'soviet_union', 'soviet_russia', 'russia', 'lower_berth', 'lower', 'turn_down', 'frown', 'low', 'abject', 'humble', 'depleted', 'broken', 'gloomy', 'nuclear', 'weapon', '.']"
318,20161010_2pres_0834,"['nuclear', 'plan', 'program', 'broadcast', 'platform', 'course_of_study', 'fall', 'descend', 'precipitate', 'decrease', 'accrue', 'hang', 'fallen', 'manner', 'means', 'direction', 'way', 'room', 'buttocks', 'behind', ',', ""'"", 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'done_for', 'asleep', 'bygone', 'gone', 'wild', 'wilderness', 'violent', 'baseless', 'raving_mad', 'hazardous', 'fantastic', 'godforsaken', 'crazy', 'barbarian', 'angry', 'rampantly', '.']"
319,20161010_2pres_0838,"['old', 'erstwhile', 'honest-to-god', 'previous', '.']"
320,20161010_2pres_0839,"[""'"", 'tire', 'run_down', 'bore', 'tired', 'banal', '.']"
321,20161010_2pres_0840,"[""'"", 'exhaust', 'consume', 'run_down', 'exhausted', 'footing', 'price', 'term', 'condition', 'terminus', 'nuclear', '.']"
322,20161010_2pres_0821,"['first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', ',', 'secretary', 'repository', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 's', 'line', 'argumentation', 'cable', 'course', 'wrinkle', 'pipeline', 'telephone_line', 'lineage', 'occupation', 'channel', 'agate_line', 'credit_line', 'tune', 'note', 'production_line', 'trace', 'sand', 'backbone', 'sandpaper', ',', '.']"
323,20161010_2pres_0851,"[',', 'manner', 'means', 'direction', 'way', 'room', ',', 'isis', 'directorate_for_inter-services_intelligence', 'good', 'commodity', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'thoroughly', 'ball', 'chunk', 'lump', 'collocate', 'oil', 'petroleum', 'vegetable_oil', 'anoint', '.']"
324,20161010_2pres_0858,"['well', 'good', ',', 'soviet_union', 'soviet_russia', 'russia', 'a', ',', 'manner', 'means', 'direction', 'way', 'room', ',', 'iran', ',', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'made', 'powerful', 'knock-down', 'potent', 'brawny', 'herculean', 'mighty', 'dense', 'speechless', 'dumb', 'deal', 'bargain', 'batch', 'softwood', 'hand', 'cover', 'consider', 'cope', 'distribute', 'manage', 'conduct', 'share', 'possibly', ""'"", 'ever', 'always', 'see', 'understand', 'witness', 'visualize', 'learn', 'watch', 'meet', 'determine', 'visit', 'attend', 'go_steady', 'examine', 'experience', 'interpret', 'history', 'd', ',', ',', '$', 'one_hundred_fifty', 'billion', 'million', ',', '$', '1', 'cash', ',', 'enough', 'adequate', 'fill', 'filling', 'occupy', 'fill_up', 'satiate', 'board', '.']"
325,20161010_2pres_0981,"['privation', 'lack', 'need', 'wish', 'desire', 'want', 'sign', 'signal', 'signboard', 'sign_of_the_zodiac', 'polarity', 'augury', 'bless', 'gestural', 't', ',', 'evening', 'flush', 'even', 'tied', 'though', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', ""'"", '.']"
326,20161010_2pres_0982,"['name', 'call', 'shout', 'visit', 'address', 'bid', 'predict', 'gold', 'amber', 'aureate', 'standard', 'criterion', '.']"
327,20161010_2pres_1035,"[""'"", 'batch', 'lot', 'set', 'fortune', 'draw', 'bunch', 'distribute', 'fear', 'concern', 'reverence', 'fact', ',', 'teacher', 'parent', 'rear', 'career', 'name', 'call', 'shout', 'visit', 'address', 'bid', 'predict', 'trump', 'cornet', 'outdo', 'consequence', 'impression', 'effect', '.']"
328,20161010_2pres_1036,"['bullying', 'strong-arm', 'browbeat', 'blustery', '.']"
329,20161010_2pres_1069,"['addition', 'increase', 'murder', 'mangle', 'inside', 'city', ',', 'large', 'big', 'bad', 'boastful', 'adult', 'forty-five', 'old_age', 'long_time', 'days', 'year', 'class', '.']"
330,20161010_2pres_1081,"[',', 'n', 'check', 'assay', 'arrest', 'confirmation', 'check_mark', 'hindrance', 'bridle', 'see', 'control', 'match', 'discipline', 'determine', 'crack', 'sexual_activity', 'sex', 'arouse', 'tape', 'magnetic_tape', 'videotape', 'record', '.']"
331,20161010_2pres_1168,"['besides', ',', 'second', 'moment', 'second_base', 'second_gear', 'irregular', 'amendment', ',', 'wholly', 'siege', 'people', 'citizenry', 'multitude', 'like', 'wish', 'alike', 'comparable', 'hillary', 'clinton', '.']"
332,20161019_3pres_0029,"['major', 'disagreement', 'discrepancy', 'opposition', 'adversary', 'opponent', 'issue', 'topic', 'return', 'consequence', 'offspring', 'emergence', 'exit', 'publish', 'write_out', 'o', 'supreme', 'sovereign', 'court', 'motor_hotel', 'woo', '.']"
333,20161019_3pres_0029,"['major', 'disagreement', 'discrepancy', 'opposition', 'adversary', 'opponent', 'issue', 'topic', 'return', 'consequence', 'offspring', 'emergence', 'exit', 'publish', 'write_out', 'o', 'supreme', 'sovereign', 'court', 'motor_hotel', 'woo', '.']"
334,20161019_3pres_0030,"['feel', 'spirit', 'tactile_property', 'find', 'palpate', 'point', 'detail', 'degree', 'item', 'compass_point', 'period', 'decimal_point', 'distributor_point', 'indicate', 'orient', 'charge', 'steer', 'bespeak', 'luff', 'target', 'sharpen', 'state', 'country', 'nation', 'area', ""'"", 'history', ',', 'important', 'significant', 'crucial', 'authoritative', 'reverse', 'reversion', 'change_by_reversal', 'turn_back', 'overrule', 'revoke', 'invert', 'rearward', 'inverse', 'marriage', 'equality', ',', 'roe', 'v', 'wade', ',', 'base', 'stand', 'rack', 'point_of_view', 'stall', 'bandstand', 'digest', 'resist', 'citizen', 'unite', 'unify', 'connect', 'united', 'joined', ',', 'right', 'right_field', 'correct', 'people', 'citizenry', 'multitude', 'workplace', ',', 'basically', 'say', 'allege', 'suppose', 'read', 'order', 'pronounce', 'supreme', 'sovereign', 'court', 'motor_hotel', 'woo', 'represent', 'typify', 'exemplify', 'constitute', 'defend', 'act', 'stage', 'present', 'map', 'united_states', 'uracil', 'uranium', 'u', '.']"
335,20161019_3pres_0048,"['believe', 'think', 'opposition', 'adversary', 'opponent', 'win', 'winnings', 'acquire', 'gain', 'succeed', 'race', 'subspecies', 'slipstream', 'raceway', 'rush', ',', 'truly', 'rightfully', 'sincerely', 'in_truth', 'n', 'remember', 'intend', 'happen', 'find', ',', 'second', 'moment', 'second_base', 'second_gear', 'irregular', 'amendment', ',', 'small', 'minor', 'little', 'humble', 'modest', 'belittled', 'replica', 'right', 'right_field', 'correct', 'proper', 'good', 'veracious', 'properly', 'mighty', 'justly', 'correctly', '.']"
336,20161019_3pres_0078,"['saying', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'reference', 'referenced', ',', 'c', ',', 'disagree', 'manner', 'means', 'direction', 'way', 'room', 'court', 'motor_hotel', 'woo', 'use', 'apply', 'put_on', 'lend_oneself', 'give', 'practice', 'enforce', 'applied', 'second', 'moment', 'second_base', 'second_gear', 'irregular', 'amendment', 'case', 'event', 'lawsuit', 'subject', 'character', 'font', 'sheath', 'shell', 'casing', 'encase', ',', 'district', 'zone', 'columbia', 'columbia_university', 'try', 'test', 'judge', 'sample', 'hear', 'try_on', 'trying', 'nerve-racking', 'protect', 'toddler', 'gun', 'artillery', 'gunman', 'grease-gun', 'accelerator', 'desire', 'want', 'wanted', 'cherished', 'people', 'citizenry', 'multitude', 'safely', 'shop', 'store', 'memory', 'storehouse', '.']"
337,20161019_3pres_0074,"['think', 'remember', 'intend', 'need', 'motivation', 'indigence', 'necessitate', 'want', ',', '3', 'people', 'citizenry', 'multitude', 'year', 'class', 'die', 'fail', 'gun', 'artillery', 'gunman', 'grease-gun', 'accelerator', '.']"
338,20161019_3pres_0139,"[',', 'indeed', ',', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', 'woman', 'charwoman', 'womanhood', 'punish', 'punished', ',', 'form', 'kind', 'shape', 'human_body', 'phase', 'class', 'mannequin', 'imprint', 'punishment', 'obtain', 'receive', 'prevail', 'abortion', 'miscarriage', '.']"
339,20161019_3pres_0189,"['hillary', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'amnesty', 'pardon', '.']"
340,20161019_3pres_0190,"['privation', 'lack', 'need', 'wish', 'desire', 'want', 'open', 'outdoors', 'unfold', 'afford', 'exposed', 'assailable', 'loose', 'receptive', 'overt', 'capable', 'clear', 'candid', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', '.']"
341,20161019_3pres_0200,"['problem', 'trouble', 'single', 'one', 'individual', 'unmarried', 'large', 'big', 'bad', 'boastful', 'adult', 'heroin', 'pour', 'decant', 'across', 'southern', 'southerly', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', '.']"
342,20161019_3pres_0201,"[""'"", 'pour', 'decant', 'gushing', 'destroy', 'demolish', 'young_person', 'young', 'youth', '.']"
343,20161019_3pres_0228,"['state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', 'recently', 'week', 'workweek', 'ago', 'phoenix', 'every', 'undocumented', 'person', 'w', 'subject', 'discipline', 'topic', 'national', 'subjugate', 'submit', 'capable', 'exile', 'deportation', '.']"
344,20161019_3pres_0255,"['hillary', 'clinton', 'desire', 'want', 'wanted', 'cherished', 'wall', 'rampart', '.']"
345,20161019_3pres_0256,"['hillary', 'clinton', 'contend', 'fight', 'crusade', 'wall', 'rampart', '2', 'thereabout', '.']"
346,20161019_3pres_0273,"['use', 'practice', 'used', 'exploited', 'secondhand', 'undocumented', 'labor', 'parturiency', 'labor_movement', 'british_labour_party', 'department_of_labor', 'undertaking', 'tug', 'physique', 'human_body', 'construct', 'build_up', 'build', 'trump', 'cornet', 'outdo', 'tower', 'column', 'tugboat', 'loom', '.']"
347,20161019_3pres_0339,"['privation', 'lack', 'need', 'wish', 'desire', 'want', '5', 'percentage', 'people', 'citizenry', 'multitude', 'b', 'o', ',', 'thousand', '.']"
348,20161019_3pres_0345,"['n', 'know', 'acknowledge', 'sleep_together', 'putin', '.']"
349,20161019_3pres_0363,"['russian', 'prosecute', 'absorb', 'hire', 'engage', 'betroth', 'lease', 'engaged', 'booked', 'busy', 'c', 'unite', 'unify', 'connect', 'united', 'joined', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 'united_states', 'america', ',', 'promote', 'encourage', 'bucked_up', 'espionage', 'people', 'citizenry', 'multitude', ',', 'volition', 'will', 'bequeath', 'willing', 'uncoerced', 'spout', 'spurt', 'rant', 'putin', 'line', 'argumentation', 'cable', 'course', 'wrinkle', 'pipeline', 'telephone_line', 'lineage', 'occupation', 'channel', 'agate_line', 'credit_line', 'tune', 'note', 'production_line', 'trace', ',', 'sign', 'signal', 'signboard', 'sign_of_the_zodiac', 'polarity', 'augury', 'bless', 'gestural', 'wish', 'regard', 'list', 'tilt', 'number', ',', 'interruption', 'break', 'fault', 'rupture', 'respite', 'breakage', 'pause', 'fracture', 'open_frame', 'interrupt', 'transgress', 'break_in', 'violate', 'better', 'unwrap', 'fail', 'dampen', 'separate', 'demote', 'bankrupt', 'collapse', 'break_dance', 'crack', 'north_atlantic_treaty_organization', ',', 'any', 'privation', 'lack', 'need', 'desire', 'want', ',', 'continue', 'proceed', 'retain', 'stay', 'cover', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'aid', 'assistant', 'avail', 'help', 'help_oneself', 'serve', ',', 'clear', 'open', 'unclutter', 'clear_up', 'authorize', 'pass', 'net', 'gain', 'acquit', 'clean', 'well-defined', 'absolved', 'clearly', 'favorite', 'darling', 'front-runner', 'favored', 'race', 'subspecies', 'slipstream', 'raceway', 'rush', '.']"
350,20161019_3pres_0366,"['seventeen', 'intelligence', 'news', 'agency', 'representation', 'means', ',', 'civilian', 'military', ',', 'reason', 'conclude', 'complete', 'espionage', 'attack', 'fire', 'approach', 'assail', ',', 'c', ',', 'semen', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', 'high', 'eminent', 'gamey', 'degree', 'grade', 'level', 'horizontal_surface', 'floor', 'flush', 'charge', 'kremlin', 'plan', 'design', 'designed', 'influence', 'determine', 'charm', 'election', '.']"
351,20161019_3pres_0424,"['recommend', 'preach', 'state', 'country', 'nation', 'area', 'acquiring', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', ',', 'japan', ',', 'korea', ',', 'evening', 'flush', 'even', 'tied', 'saudi', 'saudi-arabian', 'arabian_peninsula', '.']"
352,20161019_3pres_0468,"['privation', 'lack', 'need', 'wish', 'desire', 'want', 'united_states', 'uracil', 'uranium', 'u', 'large', 'big', 'bad', 'boastful', 'adult', 'occupation', 'job', 'problem', 'caper', 'subcontract', 'speculate', 'plan', 'program', 'broadcast', 'platform', 'course_of_study', 's', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', 'war', 'two', ',', 'infrastructure', 'advance', 'boost', 'promote', 'gain', 'progress', 'advanced', 'fabrication', 'manufacture', 'fabricate', '.']"
353,20161019_3pres_0485,"['whole', 'unharmed', 'hale', 'solid', 'wholly', 'plan', 'design', 'cut', 'stinger', 'deletion', 'snub', 'baseball_swing', 'reduce', 'swerve', 'write_out', 'edit', 'hack', 'switch_off', 'ignore', 'abridge', 'dilute', 'geld', 'trimmed', 'mown', 'tax', 'taxis', ',', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'large', 'big', 'bad', 'boastful', 'adult', 'interruption', 'break', 'fault', 'rupture', 'respite', 'breakage', 'pause', 'fracture', 'open_frame', 'interrupt', 'transgress', 'break_in', 'violate', 'better', 'unwrap', 'fail', 'dampen', 'separate', 'demote', 'bankrupt', 'break_dance', 'crack', 'ever', 'always', 'affluent', 'corporation', 'pot', ',', 'add', 'lend', 'total', '$', 'twenty', 'million', 'trillion', 'debt', ',', 'causing', 'cause', 'induce', 'kind', 'dislocation', 'see', 'understand', 'witness', 'visualize', 'learn', 'watch', 'meet', 'determine', 'visit', 'attend', 'go_steady', 'examine', 'experience', 'interpret', ',', 'truly', 'rightfully', 'sincerely', 'in_truth', 't', 'economics', 'steroid', 'steroid_hormone', '.']"
354,20161019_3pres_0490,"['well', 'good', ',', 'first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', ',', 'start', 'startle', 'starting_signal', 'get_down', 'begin', 'depart', 'originate', 'plan', 'design', ',', 'departure', 'passing', 'going', 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'blend', 'fit', 'rifle', 'plump', 'fail', 'raise', 'ascent', 'lift', 'grow', 'rear', 'arouse', 'enhance', 'promote', 'recruit', 'resurrect', 'tax', 'taxis', 'evening', 'flush', 'even', 'tied', 'double', 'doubling', 'double_over', 'duplicate', 'bivalent', 'doubly', '.']"
355,20161019_3pres_0607,"['lied', 'lie', 'dwell', 'lie_down', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', 'n', 'call', 'cry', 'birdcall', 'margin_call', 'call_option', 'name', 'shout', 'visit', 'address', 'bid', 'predict', 'gold', 'amber', 'aureate', 'standard', 'criterion', 'one', 'matchless', 'argument', 'debate', 'consider', 'argue', '.']"
356,20161019_3pres_0609,"['call', 'cry', 'birdcall', 'margin_call', 'call_option', 'name', 'shout', 'visit', 'address', 'bid', 'predict', 'gold', 'amber', 'aureate', 'standard', 'criterion', '.']"
357,20161019_3pres_0655,"['like', 'wish', 'alike', 'comparable', 'run', 'scat', 'operate', 'function', 'range', 'campaign', 'play', 'tend', 'prevail', 'carry', 'guide', 'ply', 'hunt', 'race', 'move', 'melt', 'ladder', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 'department', ',', '$', 'six', 'billion', 'million', 'miss', 'neglect', 'missing', 'lacking', '.']"
358,20161019_3pres_0657,"['run', 'scat', 'operate', 'function', 'range', 'campaign', 'play', 'tend', 'prevail', 'carry', 'guide', 'ply', 'hunt', 'race', 'move', 'melt', 'ladder', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 'department', ',', '$', 'six', 'billion', 'million', 'either', 'steal', '.']"
359,20161019_3pres_0659,"[""'"", 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'done_for', 'asleep', 'bygone', 'gone', ',', '$', 'six', 'billion', 'million', '.']"
360,20161019_3pres_0667,"['acquiring', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'action', 'justice', 'judge', 'department_of_justice', 'department', 'racial', 'discrimination', 'apartment', 'building', 'construction', 'construct', 'build_up', 'build', '.']"
361,20161019_3pres_0687,"['give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'united_states', 'uracil', 'uranium', 'u', 'isis', 'directorate_for_inter-services_intelligence', ',', 'o', 'make', 'create', 'produce', 'huge', 'vacuum', 'void', ',', 'small', 'minor', 'little', 'humble', 'modest', 'belittled', 'group', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', 'never', 'iraq', ',', ',', 'get', 'become', 'receive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'manner', 'means', 'direction', 'way', 'room', 'desire', 'want', 'wanted', 'cherished', '.']"
362,20161019_3pres_0688,"['give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'united_states', 'uracil', 'uranium', 'u', 'isis', 'directorate_for_inter-services_intelligence', 'certain', 'sure', 'indisputable', 'surely', 'sitting', 'seance', 'sit', 'sit_down', 'model', 'ride', 'baby-sit', 'seat', 'seated', '.']"
363,20161019_3pres_0695,"['s', ',', 'know', 'acknowledge', 'sleep_together', ',', 'nine', 'baseball_club', 'nine-spot', 'woman', 'charwoman', 'womanhood', 'semen', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', 'forward', 'advancing', 'forth', 'ahead', 'fore', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', 'either', 'grope', 'snog', 'kiss', 'w', 'consent', 'accept', '.']"
364,20161019_3pres_0699,"['well', 'good', ',', 'first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', ',', 'narrative', 'story', 'floor', 'history', 'report', 'fib', 'largely', 'debunk', '.']"
365,20161019_3pres_0751,"['tell', 'state', 'order', 'assure', 'distinguish', 'n', 'fictionalize', 'novelize', 'electronic_mail', 'e-mail', ',', 'destroy', 'demolish', 'destroyed', '3', 'criminally', ',', ',', 'acquiring', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'subpoena', 'unite', 'unify', 'connect', 'united', 'joined', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 'congress', 'sexual_intercourse', '.']"
366,20161019_3pres_0765,"['besides', 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'disabled', 'disable', 'reporter', ',', 'mock', 'mimic', 'national', 'home', 'television', 'television_receiver', '.']"
367,20161019_3pres_0423,"['wrong', 'incorrect', 'improper', 'amiss', 'ill-timed', 'faulty', 'incorrectly', '.']"
368,20161019_3pres_0793,"['briefly', 'concisely', ',', 'clinton', 'foundation', 'basis', 'foundation_garment', 'initiation', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'made', 'possible', 'potential', 'eleven', 'million', 'people', 'citizenry', 'multitude', 'about', 'around', 'approximately', 'round', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', 'h', 'afford', 'yield', 'treatment', 'discussion', ',', ""'"", 'one-half', 'half', 'acquiring', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'grow', 'contract', 'drive', 'catch', 'scram', 'perplex', 'get_down', 'suffer', 'beget', '.']"
369,20161019_3pres_0815,"['saudi', 'saudi-arabian', 'arabian_peninsula', 'giving', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'big', '$', 'twenty-five', 'million', ',', 'qatar', ',', 'state', 'country', 'nation', 'area', '.']"
370,20161019_3pres_0815,"['saudi', 'saudi-arabian', 'arabian_peninsula', 'giving', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'big', '$', 'twenty-five', 'million', ',', 'qatar', ',', 'state', 'country', 'nation', 'area', '.']"
371,20161019_3pres_0818,"['people', 'citizenry', 'multitude', 'killing', 'kill', 'stamp_out', 'toss_off', 'woman', 'charwoman', 'womanhood', 'dainty', 'treat', 'process', 'cover', 'regale', 'dreadfully', '.']"
372,20161019_3pres_0820,"[""'"", 'like', 'wish', 'alike', 'comparable', 'ask', 'necessitate', 'right', 'right_field', 'correct', 'proper', 'good', 'veracious', 'properly', 'mighty', 'justly', 'correctly', ',', 'n', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', 'money', ""'"", 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'interpreted', 'taken', 'certain', 'sealed', 'state', 'country', 'nation', 'area', 'dainty', 'treat', 'process', 'cover', 'regale', 'group', 'people', 'citizenry', 'multitude', 'dreadfully', '?']"
373,20161019_3pres_0820,"[""'"", 'like', 'wish', 'alike', 'comparable', 'ask', 'necessitate', 'right', 'right_field', 'correct', 'proper', 'good', 'veracious', 'properly', 'mighty', 'justly', 'correctly', ',', 'n', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', 'money', ""'"", 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'interpreted', 'taken', 'certain', 'sealed', 'state', 'country', 'nation', 'area', 'dainty', 'treat', 'process', 'cover', 'regale', 'group', 'people', 'citizenry', 'multitude', 'dreadfully', '?']"
374,20161019_3pres_0832,"[""'"", 'happy', 'felicitous', 'glad', 'comparison', 'compare', 'trump', 'cornet', 'outdo', 'foundation', 'basis', 'foundation_garment', 'initiation', ',', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'money', 'people', 'citizenry', 'multitude', 'buy', 'bribe', 'six', 'six-spot', 'foot', 'animal_foot', 'infantry', 'metrical_foot', 'portrayal', 'portrait', 'd', '.']"
375,20161019_3pres_0867,"['first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', 'campaigner', 'candidate', 'ever', 'always', 'run', 'test', 'footrace', 'streak', 'rivulet', 'political_campaign', 'discharge', 'scat', 'operate', 'function', 'range', 'campaign', 'play', 'tend', 'prevail', 'carry', 'guide', 'ply', 'hunt', 'race', 'move', 'melt', 'ladder', 'president', 'president_of_the_united_states', 'stopping_point', 'last', 'death', 'end', 'survive', 'concluding', 'final', '4', 'old_age', 'long_time', 'days', 'year', 'class', 'let_go_of', 'free', 'turn', 'publish', 'exhaust', 'secrete', 'release', 'unblock', 'tax', 'tax_return', 'return', 'restitution', 'recurrence', 'rejoinder', 'return_key', 'reappearance', 'render', 'revert', 'hark_back', 'retort', 'come_back', 'refund', 'reelect', 'fall', ',', 'e', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'charity', ""jacob's_ladder"", 'a', 'e', ',', 'calcium', 'california', 'n', 'prove', 'testify', 'rise', 'raise', '.']"
