,input_claim_ids,used_words_and_synonyms
347,20161019_3pres_0339,"['wants', '550', 'percent', 'people', 'barack', 'obama', ',', 'thousands', 'thousands', 'people', '.']"
348,20161019_3pres_0345,"[""n't"", 'know', 'putin', '.']"
349,20161019_3pres_0363,"['russians', 'engaged', 'cyberattacks', 'united', 'states', 'america', ',', 'encouraged', 'espionage', 'people', ',', 'willing', 'spout', 'putin', 'line', ',', 'sign', 'wish', 'list', ',', 'break', 'nato', ',', 'whatever', 'wants', ',', 'continue', 'get', 'help', ',', 'clear', 'favorite', 'race', '.']"
350,20161019_3pres_0366,"['17', '17', 'intelligence', 'agencies', ',', 'civilian', 'military', ',', 'concluded', 'espionage', 'attacks', ',', 'cyberattacks', ',', 'come', 'highest', 'levels', 'kremlin', 'designed', 'influence', 'election', '.']"
351,20161019_3pres_0424,"['advocated', 'countries', 'getting', ',', 'japan', ',', 'korea', ',', 'even', 'saudi', 'arabia', '.']"
352,20161019_3pres_0468,"['want', 'us', 'biggest', 'jobs', 'program', 'since', 'world', 'war', 'ii', ',', 'jobs', 'infrastructure', 'advanced', 'manufacturing', '.']"
353,20161019_3pres_0485,"['whole', 'plan', 'cut', 'taxes', ',', 'give', 'biggest', 'tax', 'breaks', 'ever', 'wealthy', 'corporations', ',', 'adding', '$', '20', 'trillion', 'debt', ',', 'causing', 'kind', 'dislocation', 'seen', ',', 'truly', 'trickledown', 'economics', 'steroids', '.']"
354,20161019_3pres_0490,"['well', ',', 'first', ',', 'start', 'plan', ',', 'plan', 'going', 'raise', 'taxes', 'even', 'double', 'taxes', '.']"
355,20161019_3pres_0607,"['lied', 'said', ""n't"", 'call', 'gold', 'standard', 'one', 'debates', '.']"
356,20161019_3pres_0609,"['call', 'gold', 'standard', '.']"
357,20161019_3pres_0655,"['like', 'ran', 'state', 'department', ',', '$', '6', 'billion', 'missing', '.']"
358,20161019_3pres_0657,"['ran', 'state', 'department', ',', '$', '6', 'billion', 'either', 'stolen', '.']"
359,20161019_3pres_0659,"[""'s"", 'gone', ',', '$', '6', 'billion', '.']"
360,20161019_3pres_0667,"['getting', 'sued', 'justice', 'department', 'racial', 'discrimination', 'apartment', 'buildings', '.']"
361,20161019_3pres_0687,"['gave', 'us', 'isis', ',', 'obama', 'created', 'huge', 'vacuum', ',', 'small', 'group', 'came', 'huge', 'vacuum', 'never', 'iraq', ',', ',', 'never', 'got', 'way', 'wanted', 'get', '.']"
362,20161019_3pres_0688,"['gave', 'us', 'isis', 'sure', 'sitting', '.']"
363,20161019_3pres_0695,"['since', ',', 'know', ',', 'nine', 'women', 'come', 'forward', 'said', 'either', 'groped', 'kissed', 'without', 'consent', '.']"
364,20161019_3pres_0699,"['well', ',', 'first', ',', 'stories', 'largely', 'debunked', '.']"
365,20161019_3pres_0751,"['tell', ""n't"", 'fictionalized', 'emails', ',', 'destroyed', '33,000', 'emails', 'criminally', ',', 'criminally', ',', 'getting', 'subpoena', 'united', 'states', 'congress', '.']"
366,20161019_3pres_0765,"['also', 'went', 'disabled', 'reporter', ',', 'mocked', 'mimicked', 'national', 'television', '.']"
367,20161019_3pres_0423,"['wrong', '.']"
368,20161019_3pres_0793,"['briefly', ',', 'clinton', 'foundation', 'made', 'possible', '11', 'million', 'people', 'around', 'world', 'hivaids', 'afford', 'treatment', ',', ""'s"", 'half', 'people', 'world', 'getting', 'treatment', '.']"
369,20161019_3pres_0815,"['saudi', 'arabia', 'giving', '$', '25', 'million', ',', 'qatar', ',', 'countries', '.']"
370,20161019_3pres_0815,"['saudi', 'arabia', 'giving', '$', '25', 'million', ',', 'qatar', ',', 'countries', '.']"
371,20161019_3pres_0818,"['people', 'kill', 'women', 'treat', 'women', 'horribly', '.']"
372,20161019_3pres_0820,"[""'d"", 'like', 'ask', 'right', ',', ""n't"", 'give', 'back', 'money', ""'ve"", 'taken', 'certain', 'countries', 'treat', 'certain', 'groups', 'people', 'horribly', '?']"
373,20161019_3pres_0820,"[""'d"", 'like', 'ask', 'right', ',', ""n't"", 'give', 'back', 'money', ""'ve"", 'taken', 'certain', 'countries', 'treat', 'certain', 'groups', 'people', 'horribly', '?']"
374,20161019_3pres_0832,"[""'d"", 'happy', 'compare', 'trump', 'foundation', ',', 'took', 'money', 'people', 'bought', 'six', 'foot', 'portrait', 'donald', '.']"
375,20161019_3pres_0867,"['first', 'candidate', 'ever', 'run', 'president', 'last', '40plus', 'years', 'released', 'tax', 'returns', ',', 'everything', 'says', 'charity', 'anything', 'else', ',', 'ca', ""n't"", 'prove', '.']"
376,20161019_3pres_0877,"['donors', 'know', 'buffett', 'took', 'hundreds', 'millions', 'dollars', ',', 'soros', ',', 'george', 'soros', ',', 'took', 'hundreds', 'millions', 'dollars', '...']"
377,20161019_3pres_0918,"['look', 'excuse', ',', 'chris', 'look', 'voter', 'rolls', ',', 'see', 'millions', 'people', 'registered', 'vote', 'millions', ',', ""n't"", 'coming', 'coming', 'pew', 'report', 'places', 'millions', 'people', 'registered', 'vote', ""n't"", 'registered', 'vote', '.']"
378,20161019_3pres_0942,"['even', 'time', ""n't"", 'get', 'emmy', 'tv', 'program', 'three', 'years', 'row', 'started', 'tweeting', 'emmys', 'rigged', '.']"
379,20161019_3pres_1036,"['well', ',', 'know', ',', ',', 'donald', 'implying', ""n't"", 'support', 'invasion', 'iraq', '.']"
380,20161019_3pres_1037,"['said', 'mistake', '.']"
381,20161019_3pres_1038,"[""'ve"", 'said', 'years', 'ago', '.']"
382,20161019_3pres_1039,"['consistently', 'denied', '...']"
383,20161019_3pres_1133,"['gave', '$', '150', 'billion', 'back', '.']"
384,20161019_3pres_1277,"[""'s"", 'premiums', 'going', '60', 'percent', ',', '70', 'percent', ',', '80', 'percent', '.']"
385,20161019_3pres_1329,"['take', 'care', 'illegal', 'immigrants', ',', 'people', 'come', 'country', 'illegally', ',', 'better', 'take', 'care', 'vets', '.']"
386,20170111_Trump_press_conference_0041,"[""'s"", 'familiar', 'territory', ',', 'news', 'conferences', ',', 'used', 'give', 'almost', 'daily', 'basis', '.']"
387,20170111_Trump_press_conference_0172,"['tried', 'hack', 'republican', 'national', 'committee', 'unable', 'break', '.']"
388,20170111_Trump_press_conference_0203,"['mean', 'look', ',', 'administration', 'created', 'isis', 'leaving', 'wrong', 'time', '.']"
389,20170111_Trump_press_conference_0259,"[""n't"", 'turn', ',', 'know', ',', 'noconflict', 'situation', ""'m"", 'president', ',', ""n't"", 'know', 'three', 'months', 'ago', ',', ""'s"", 'nice', 'thing', '.']"
390,20170111_Trump_press_conference_0266,"['could', 'actually', 'run', 'business', ',', 'could', 'actually', 'run', 'business', 'run', 'government', 'time', '.']"
391,20170111_Trump_press_conference_0270,"['president', ',', 'could', 'run', 'trump', 'organization', ',', 'great', ',', 'great', 'company', ',', 'could', 'run', 'company', 'country', '.']"
392,20170111_Trump_press_conference_0287,"['first', ',', 'learn', 'little', 'tax', 'return', '.']"
393,20170111_Trump_press_conference_0277,"['every', 'president', 'since', ""'70"", ""'s"", 'required', 'audit', 'irs', ',', 'last', 'place', 'release', ',', 'president', 'sir', '...']"
394,20170111_Trump_press_conference_0278,"['know', ',', 'one', 'cares', 'tax', 'returns', 'reporters', ',', 'ok', '?']"
395,20170111_Trump_press_conference_0387,"['paying', 'hotel', 'room', 'gift', 'present', 'nothing', 'office', '.']"
396,20170111_Trump_press_conference_0388,"[""'s"", 'emolument', '.']"
397,20170111_Trump_press_conference_0450,"['states', 'hundred', 'percent', 'increase', ""'17"", 'said', 'two', 'years', 'ago', ',', ""'17"", 'going', 'bad', 'year', '.']"
398,20170111_Trump_press_conference_0483,"['wan', 'na', 'thank', 'united', 'technologies', 'owns', 'carrier', ',', 'saved', 'close', 'thousand', 'jobs', '.']"
399,20170111_Trump_press_conference_0498,"[""'d"", 'millions', 'workers', 'right', 'united', 'states', '96', 'million', 'really', 'wanting', 'job', 'ca', ""n't"", 'get', '.']"
400,20170111_Trump_press_conference_0498,"[""'d"", 'millions', 'workers', 'right', 'united', 'states', '96', 'million', 'really', 'wanting', 'job', 'ca', ""n't"", 'get', '.']"
401,20170120_Trump_inauguration_0027,"['everyone', 'listening', ',', 'came', 'tens', 'millions', 'become', 'part', 'historic', 'movement', ',', 'likes', 'world', 'never', 'seen', '.']"
402,20170120_Trump_inauguration_0032,"['mothers', 'children', 'trapped', 'poverty', 'inner', 'cities', ',', 'rustedout', 'factories', ',', 'scattered', 'like', 'tombstones', 'across', 'landscape', 'nation', ',', 'education', 'system', 'flush', 'cash', 'leaves', 'young', 'beautiful', 'students', 'deprived', 'knowledge', '.']"
403,20170120_Trump_inauguration_0032,"['mothers', 'children', 'trapped', 'poverty', 'inner', 'cities', ',', 'rustedout', 'factories', ',', 'scattered', 'like', 'tombstones', 'across', 'landscape', 'nation', ',', 'education', 'system', 'flush', 'cash', 'leaves', 'young', 'beautiful', 'students', 'deprived', 'knowledge', '.']"
404,20170120_Trump_inauguration_0032,"['mothers', 'children', 'trapped', 'poverty', 'inner', 'cities', ',', 'rustedout', 'factories', ',', 'scattered', 'like', 'tombstones', 'across', 'landscape', 'nation', ',', 'education', 'system', 'flush', 'cash', 'leaves', 'young', 'beautiful', 'students', 'deprived', 'knowledge', '.']"
405,20170120_Trump_inauguration_0033,"['crime', 'gangs', 'drugs', 'stolen', 'many', 'lives', 'robbed', 'country', 'much', 'unrealized', 'potential', '.']"
406,20170120_Trump_inauguration_0033,"['crime', 'gangs', 'drugs', 'stolen', 'many', 'lives', 'robbed', 'country', 'much', 'unrealized', 'potential', '.']"
407,20170120_Trump_inauguration_0033,"['crime', 'gangs', 'drugs', 'stolen', 'many', 'lives', 'robbed', 'country', 'much', 'unrealized', 'potential', '.']"
408,20170120_Trump_inauguration_0033,"['crime', 'gangs', 'drugs', 'stolen', 'many', 'lives', 'robbed', 'country', 'much', 'unrealized', 'potential', '.']"
409,20170120_Trump_inauguration_0040,"['defended', 'nations', ""'"", 'borders', 'refusing', 'defend', '.']"
410,20170120_Trump_inauguration_0041,"['spent', 'trillions', 'trillions', 'dollars', 'overseas', 'america', ""'s"", 'infrastructure', 'fallen', 'disrepair', 'decay', '.']"
411,20170120_Trump_inauguration_0039,"['many', 'decades', ',', 'enriched', 'foreign', 'industry', 'expense', 'american', 'industry', ',', 'subsidized', 'armies', 'countries', 'allowing', 'sad', 'depletion', 'military', '.']"
412,20170120_Trump_inauguration_0039,"['many', 'decades', ',', 'enriched', 'foreign', 'industry', 'expense', 'american', 'industry', ',', 'subsidized', 'armies', 'countries', 'allowing', 'sad', 'depletion', 'military', '.']"
413,20170120_Trump_inauguration_0042,"['weve', 'made', 'countries', 'rich', 'wealth', ',', 'strength', 'confidence', 'country', 'dissipated', 'horizon', '.']"
414,20170120_Trump_inauguration_0061,"['follow', 'two', 'simple', 'rules', ',', 'buy', 'american', 'hire', 'american.we', 'seek', 'friendship', 'goodwill', 'nations', 'world', ',', 'understanding', 'right', 'nations', 'put', 'interests', 'first', '.']"
415,20170120_Trump_inauguration_0061,"['follow', 'two', 'simple', 'rules', ',', 'buy', 'american', 'hire', 'american.we', 'seek', 'friendship', 'goodwill', 'nations', 'world', ',', 'understanding', 'right', 'nations', 'put', 'interests', 'first', '.']"
416,20170120_Trump_inauguration_0061,"['follow', 'two', 'simple', 'rules', ',', 'buy', 'american', 'hire', 'american.we', 'seek', 'friendship', 'goodwill', 'nations', 'world', ',', 'understanding', 'right', 'nations', 'put', 'interests', 'first', '.']"
417,20170120_Trump_inauguration_0061,"['follow', 'two', 'simple', 'rules', ',', 'buy', 'american', 'hire', 'american.we', 'seek', 'friendship', 'goodwill', 'nations', 'world', ',', 'understanding', 'right', 'nations', 'put', 'interests', 'first', '.']"
418,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
419,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
420,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
421,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
422,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
423,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
424,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
425,20170126_Trump_ABC_0107,"['people', 'registered', 'dead', ',', 'illegals', ',', 'two', 'states', '.']"
426,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
427,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
428,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
429,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
430,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
431,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
432,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
433,20170126_Trump_ABC_0110,"['vote', 'twice', '.']"
434,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
435,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
436,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
437,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
438,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
439,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
440,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
441,20170126_Trump_ABC_0103,"['said', ',', 'look', 'voter', 'registration', ',', 'look', 'dead', 'people', 'registered', 'vote', 'vote', ',', 'look', 'people', 'registered', 'two', 'states', ',', 'look', 'different', 'things', 'happening', 'registration', ',', 'take', 'look', 'registration', ""'re"", 'going', 'find', ""'re"", 'going', 'investigation', '...']"
442,20170126_Trump_ABC_0121,"['say', 'opinion', 'millions', 'illegal', 'votes', ',', 'something', 'extremely', 'fundamental', 'functioning', 'democracy', ',', 'fair', 'free', 'election', '.']"
443,20170126_Trump_ABC_0133,"['told', 'found', 'evidence', 'voter', 'fraud', '.']"
444,20170126_Trump_ABC_0178,"[""n't"", 'think', 'undermines', 'credibility', ""'s"", 'evidence', '?']"
445,20170126_Trump_ABC_0180,"['would', ""n't"", ""n't"", 'come', ',', 'believe', '.']"
446,20170126_Trump_ABC_0679,"[',', 'audience', 'biggest', 'ever', '.']"
447,20170126_Trump_ABC_0680,"['crowd', 'massive', '.']"
448,20170126_Trump_ABC_0319,"['answer', 'yes', ',', 'absolutely', '.']"
449,20170126_Trump_ABC_0420,"['right', ',', ""'s"", 'easy', 'come', '.']"
450,20170205_Trump_Oreilly_0141,"[""'ve"", 'war', 'iraq', 'beginning', '.']"
451,20170205_Trump_Oreilly_0216,"['tell', 'sanctuary', 'cities', 'got', 'lot', 'problems', ',', 'tremendous', 'crime', '.']"
452,20170205_Trump_Oreilly_0216,"['tell', 'sanctuary', 'cities', 'got', 'lot', 'problems', ',', 'tremendous', 'crime', '.']"
453,20170205_Trump_Oreilly_0354,"['say', 'example', 'three', 'million', 'illegal', 'aliens', 'voted', ',', ""n't"", 'data', 'back', ',', 'people', 'going', 'say', ',', 'irresponsible', 'president', 'say', '.']"
454,20170205_Trump_Oreilly_0360,"['look', 'registration', ',', 'see', 'dead', 'people', 'voted', ',', 'many', ',', 'many', 'dead', 'people', 'voted', ',', 'see', 'people', 'registered', 'two', 'states', 'voted', 'two', 'states', ',', 'see', 'things', ',', 'see', 'illegals', ',', 'people', 'citizens', ',', 'registration', 'rolls', '.']"
455,20170205_Trump_Oreilly_0360,"['look', 'registration', ',', 'see', 'dead', 'people', 'voted', ',', 'many', ',', 'many', 'dead', 'people', 'voted', ',', 'see', 'people', 'registered', 'two', 'states', 'voted', 'two', 'states', ',', 'see', 'things', ',', 'see', 'illegals', ',', 'people', 'citizens', ',', 'registration', 'rolls', '.']"
456,20170205_Trump_Oreilly_0360,"['look', 'registration', ',', 'see', 'dead', 'people', 'voted', ',', 'many', ',', 'many', 'dead', 'people', 'voted', ',', 'see', 'people', 'registered', 'two', 'states', 'voted', 'two', 'states', ',', 'see', 'things', ',', 'see', 'illegals', ',', 'people', 'citizens', ',', 'registration', 'rolls', '.']"
457,20170205_Trump_Oreilly_0186,"['remember', ',', 'obamacare', ""n't"", 'work', '.']"
458,20170205_Trump_Oreilly_0186,"['remember', ',', 'obamacare', ""n't"", 'work', '.']"
459,20170205_Trump_Oreilly_0185,"['obamacare', 'disaster', '.']"
460,20170205_Trump_Oreilly_0185,"['obamacare', 'disaster', '.']"
461,20170205_Trump_Oreilly_0038,"['gave', '$', '1.7', 'billion', 'cash', ',', 'unheard', '.']"
462,20170205_Trump_Oreilly_0038,"['gave', '$', '1.7', 'billion', 'cash', ',', 'unheard', '.']"
463,20170207_Sanders_Cruz_healthcare_debate_0032,"['way', ',', 'women', 'considered', 'preexisting', 'condition', 'insurance', 'companies', 'might', 'baby', '.']"
464,20170207_Sanders_Cruz_healthcare_debate_0041,"['united', 'states', 'major', 'country', 'earth', 'guarantee', 'health', 'care', 'people', 'right', '.']"
465,20170207_Sanders_Cruz_healthcare_debate_0624,"['believe', 'health', 'care', 'right', ',', 'earth', 'help', 'write', 'obamacare', 'caused', 'six', 'million', 'people', 'health', 'insurance', 'canceled', ',', 'lose', 'doctors', ',', 'people', 'like', 'laronda', ',', 'ca', ""n't"", 'get', 'health', 'insurance', ',', 'ca', ""n't"", 'afford', 'premiums', '...']"
466,20170207_Sanders_Cruz_healthcare_debate_0265,"['people', 'covered', 'obamacare', 'medicaid', '.']"
467,20170207_Sanders_Cruz_healthcare_debate_0314,"['many', 'people', 'america', 'struggling', 'exactly', ',', 'wreckage', 'obamacare', ',', 'skyrocketing', 'premiums', ',', 'deductibles', 'unaffordable', ',', 'really', 'limited', 'care', '.']"
468,20170207_Sanders_Cruz_healthcare_debate_0360,"['indeed', ',', ""n't"", 'know', 'cameras', 'see', ',', '70', 'percent', 'counties', 'america', ',', 'obamacare', 'exchanges', ',', 'choice', 'one', 'two', 'health', 'insurance', 'plans', ',', ""'s"", ',', '70', 'percent', 'counties', 'america', '.']"
469,20170207_Sanders_Cruz_healthcare_debate_0521,"['spending', 'twice', 'much', 'per', 'person', 'health', 'care', 'people', 'nation', '.']"
470,20170207_Sanders_Cruz_healthcare_debate_0521,"['spending', 'twice', 'much', 'per', 'person', 'health', 'care', 'people', 'nation', '.']"
471,20170207_Sanders_Cruz_healthcare_debate_0521,"['spending', 'twice', 'much', 'per', 'person', 'health', 'care', 'people', 'nation', '.']"
472,20170207_Sanders_Cruz_healthcare_debate_0484,"['29ers', 'millions', 'people', 'across', 'country', 'forced', 'parttime', 'work', 'used', 'fulltime', 'employment', 'working', '29', 'hours', 'week', 'obamacare', 'kicks', '30', 'hours', 'week', '.']"
473,20170207_Sanders_Cruz_healthcare_debate_0687,"['may', 'working', 'well', ',', ""'ll"", 'tell', 'nationally', ',', 'health', 'outcomes', 'medicaid', 'really', 'poor', '.']"
474,20170207_Sanders_Cruz_healthcare_debate_0687,"['may', 'working', 'well', ',', ""'ll"", 'tell', 'nationally', ',', 'health', 'outcomes', 'medicaid', 'really', 'poor', '.']"
475,20170207_Sanders_Cruz_healthcare_debate_0936,"['last', 'point', 'issues', ',', 'repeal', 'affordable', 'care', 'act', ',', 'going', 'provide', '$', '346', 'billion', 'tax', 'breaks', 'top', '2', 'percent', '.']"
476,20170207_Sanders_Cruz_healthcare_debate_0123,"['bernie', 'helped', 'write', 'obamacare', '.']"
477,20170216_Trump_press_conference_0105,"['got', '306', 'people', 'came', 'voted', 'like', ""'ve"", 'never', 'seen', ""'s"", 'way', 'goes', '.']"
478,20170216_Trump_press_conference_0106,"['guess', 'biggest', 'electoral', 'college', 'win', 'since', 'ronald', 'reagan', '.']"
479,20170216_Trump_press_conference_0177,"['fact', ',', 'go', 'quicker', 'thought', 'bad', 'decision', 'received', 'circuit', 'overturned', 'record', 'number', '.']"
480,20170216_Trump_press_conference_0178,"['heard', '80', 'percent', ',', 'find', 'hard', 'believe', ',', 'number', 'heard', ',', 'overturned', '80', 'percent', 'time', '.']"
481,20170216_Trump_press_conference_0448,"['people', 'mean', ',', 'lower', 'approval', 'rate', 'congress', '.']"
482,20170216_Trump_press_conference_0036,"['stock', 'market', 'hit', 'record', 'numbers', ',', 'know', '.']"
483,20170216_Trump_press_conference_0037,"['tremendous', 'surge', 'optimism', 'business', 'world', ',', 'means', 'something', 'much', 'different', 'used', '.']"
484,20170216_Trump_press_conference_0722,"['hillary', 'clinton', 'give', 'russia', '20', 'percent', 'uranium', 'country', '.']"
485,20170216_Trump_press_conference_0277,"[""'s"", 'illegal', 'process', 'press', 'ashamed', '.']"
486,20170216_Trump_press_conference_0471,"[',', 'wikileaks', ',', 'nothing', ',', 'comes', 'happens', 'give', ',', ""'re"", 'giving', 'classified', 'information', '.']"
487,20170216_Trump_press_conference_0543,"['seen', 'tried', 'hack', 'us', 'failed', '.']"
488,20170216_Trump_press_conference_0469,"['nothing', 'russia', '.']"
489,20170216_Trump_press_conference_0963,"[""n't"", 'made', 'phone', 'call', 'russia', 'years', '.']"
490,20170218_Trump_Florida_0156,"['hundreds', 'billions', 'dollars', 'budget', '.']"
491,20170218_Trump_Florida_0161,"['hundreds', 'billions', 'dollars', 'overbudget', '.']"
492,20170218_Trump_Florida_0379,"[""'ve"", 'allowed', 'thousands', 'thousands', 'people', 'country', 'way', 'vet', 'people', '.']"
493,20170218_Trump_Florida_0331,"['know', 'country', ""'s"", ""'re"", 'talking', 'countries', 'picked', 'obama', '.']"
494,20170224_Tump_CPAC_0200,"['victory', 'win', 'like', 'nobody', 'ever', 'seen', '.']"
495,20170224_Tump_CPAC_0223,"['little', 'rigged', ',', 'know', ',', 'super', 'delegate', ',', 'super', 'delegate', '.']"
496,20170224_Tump_CPAC_0224,"['many', 'delegates', 'thing', 'even', 'started', ',', 'actually', 'said', 'people', ',', 'happen', '?']"
497,20170224_Tump_CPAC_0261,"['middle', 'east', ',', ""'ve"", 'spent', 'four', 'weeks', 'ago', ',', '$', '6', 'trillion', '.']"
498,20170224_Tump_CPAC_0422,"['one', 'dare', 'question', ""'re"", 'depleted', ',', ',', 'depleted', '.']"
499,20170224_Tump_CPAC_0257,"[""'re"", 'getting', 'bad', 'ones', ',', 'ones', 'go', 'first', 'said', 'day', 'one', '.']"
500,20170224_Tump_CPAC_0337,"['speak', 'today', ',', 'immigration', 'offers', 'finding', 'gang', 'members', ',', 'drug', 'dealers', 'criminal', 'aliens', 'throwing', 'hell', 'country', '.']"
501,20170228_Trump_Congress_joint_session_0202,"['obamacare', 'premiums', 'nationwide', 'increased', 'double', 'triple', 'digits', '.']"
502,20170228_Trump_Congress_joint_session_0320,"['sending', 'congress', 'budget', 'rebuilds', 'military', ',', 'eliminates', 'defense', 'sequester', '...']"
503,20170228_Trump_Congress_joint_session_0322,"['...', 'calls', 'one', 'largest', 'increases', 'national', 'defense', 'spending', 'american', 'history', '.']"
504,20170228_Trump_Congress_joint_session_0086,"['speak', 'tonight', ',', 'removing', 'gang', 'members', ',', 'drug', 'dealers', 'criminals', 'threaten', 'communities', 'prey', 'innocent', 'citizens', '.']"
505,20170228_Trump_Congress_joint_session_0088,"['bad', 'ones', 'going', 'speak', ',', 'promised', 'throughout', 'campaign', '.']"
506,20170228_Trump_Congress_joint_session_0047,"[""'ve"", 'saved', 'taxpayers', 'hundreds', 'millions', 'dollars', 'bringing', 'price', 'fantastic', 'fantastic', 'new', 'f35', 'jet', 'fighter', ',', ""'ll"", 'saving', 'billions', 'contracts', 'across', 'government', '.']"
507,20170228_Trump_Congress_joint_session_0077,"['finally', 'enforcing', 'immigration', 'laws', ',', 'raise', 'wages', ',']"
508,20170228_Trump_Congress_joint_session_0079,"['help', 'unemployed', ',', 'save', 'billions', 'billions', 'dollars', ',', 'make', 'communities', 'safer', 'everyone', '.']"
509,20170228_Trump_Congress_joint_session_0187,"['america', 'spent', 'approximately', '$', '6', 'trillion', 'middle', 'east', ',', 'infrastructure', 'home', 'crumbling', '.']"
510,20170228_Trump_Congress_joint_session_0137,"['right', ',', 'american', 'companies', 'taxed', 'one', 'highest', 'rates', 'anywhere', 'world', '.']"
511,20170228_Trump_Congress_joint_session_0206,"['matt', 'bevin', 'kentucky', 'said', 'obamacare', 'failing', 'state', ',', 'state', 'kentucky', ',', ""'s"", 'unsustainable', 'collapsing', '.']"
512,20170228_Trump_Congress_joint_session_0213,"['obamacare', 'collapsing']"
513,20170228_Trump_Congress_joint_session_0349,"['american', 'leadership', 'based', 'vital', 'security', 'interests', 'share', 'allies', 'across', 'globe', '.', 'strongly', 'support', 'nato', ',', 'alliance', 'forged', 'bonds', 'two', 'world', 'wars', ',', 'dethroned', 'fascism', '...']"
514,20170228_Trump_Congress_joint_session_0351,"['...', 'cold', 'war', 'defeated', 'communism', '.']"
515,20170228_Trump_Congress_joint_session_0353,"['partners', 'must', 'meet', 'financial', 'obligations', '.']"
516,20170315_Trump_Nashville_0296,"['premiums', 'continue', 'soar', 'double', 'digits', 'even', 'triple', 'digits', 'many', 'cases', '.']"
517,20170315_Trump_Nashville_0090,"['budget', 'calls', 'one', 'single', 'largest', 'increases', 'defense', 'spending', 'history', 'country', '.']"
518,20170315_Trump_Nashville_0177,"['50', 'days', ""'ve"", 'already', 'experienced', 'unprecedented', '40percent', 'reduction', 'illegal', 'immigration', 'southern', 'border', '61', 'percent', 'since', 'inauguration', 'day', '61', 'percent', '.']"
519,20170323_Trump_Times_Interview_0018,"['next', 'day', 'massive', 'riot', ',', 'death', ',', 'problems', '.', 'huma']"
