,tweet_ids,tweet_encodings
437,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
438,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
439,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
440,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
441,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
442,20170126_Trump_ABC_0121,"[ 0.00746889  0.00381455  0.13035865 ...  0.0315096   0.00519043
 -0.01138678]"
443,20170126_Trump_ABC_0133,"[ 0.00746889  0.01555916  0.00192424 ...  0.06364822  0.012427
 -0.01385639]"
444,20170126_Trump_ABC_0178,"[ 0.00746889  0.00138374 -0.04347871 ...  0.05063508  0.00459204
 -0.02145275]"
445,20170126_Trump_ABC_0180,"[ 0.00746889 -0.00094441 -0.04798453 ...  0.00814372  0.00487179
 -0.01385639]"
446,20170126_Trump_ABC_0679,"[ 0.00746889 -0.04617313  0.04880667 ...  0.00384377  0.0222397
  0.00318623]"
447,20170126_Trump_ABC_0680,"[ 0.00746889 -0.05828022  0.01091305 ... -0.02229838 -0.01499306
  0.0246964 ]"
448,20170126_Trump_ABC_0319,"[ 0.00746889 -0.00809334  0.02143589 ... -0.01510283  0.00064745
 -0.01385639]"
449,20170126_Trump_ABC_0420,"[ 0.00746889 -0.04909752  0.14855647 ...  0.04381558 -0.02561143
 -0.01385639]"
450,20170205_Trump_Oreilly_0141,"[ 0.00746889 -0.02781819 -0.01789168 ...  0.02193556  0.01495825
  0.00578679]"
451,20170205_Trump_Oreilly_0216,"[ 0.00746889 -0.02227058  0.10255519 ...  0.02828517  0.01614671
  0.00504328]"
452,20170205_Trump_Oreilly_0216,"[ 0.00746889 -0.02227058  0.10255519 ...  0.02828517  0.01614671
  0.00504328]"
453,20170205_Trump_Oreilly_0354,"[ 0.00746889 -0.02967278  0.04064378 ...  0.06330643  0.006582
  0.01340098]"
454,20170205_Trump_Oreilly_0360,"[ 0.00746889 -0.05324684  0.05681382 ...  0.04708872 -0.02284882
 -0.01042814]"
455,20170205_Trump_Oreilly_0360,"[ 0.00746889 -0.05324684  0.05681382 ...  0.04708872 -0.02284882
 -0.01042814]"
456,20170205_Trump_Oreilly_0360,"[ 0.00746889 -0.05324684  0.05681382 ...  0.04708872 -0.02284882
 -0.01042814]"
457,20170205_Trump_Oreilly_0186,"[ 0.00746889 -0.00596023 -0.04208663 ...  0.0078227  -0.04233704
 -0.00886202]"
458,20170205_Trump_Oreilly_0186,"[ 0.00746889 -0.00596023 -0.04208663 ...  0.0078227  -0.04233704
 -0.00886202]"
459,20170205_Trump_Oreilly_0185,"[ 0.00746889 -0.07731669 -0.02160758 ... -0.05681256 -0.02100255
 -0.00349362]"
460,20170205_Trump_Oreilly_0185,"[ 0.00746889 -0.07731669 -0.02160758 ... -0.05681256 -0.02100255
 -0.00349362]"
461,20170205_Trump_Oreilly_0038,"[ 0.00746889 -0.04778164  0.07050225 ...  0.04942875  0.01367477
  0.00619663]"
462,20170205_Trump_Oreilly_0038,"[ 0.00746889 -0.04778164  0.07050225 ...  0.04942875  0.01367477
  0.00619663]"
463,20170207_Sanders_Cruz_healthcare_debate_0032,"[ 0.00746889 -0.07380275  0.03148601 ...  0.01681004  0.0022572
 -0.00534703]"
464,20170207_Sanders_Cruz_healthcare_debate_0041,"[ 0.00746889 -0.02025123  0.0645047  ...  0.03658896 -0.01642789
 -0.0046565 ]"
465,20170207_Sanders_Cruz_healthcare_debate_0624,[0.00746889 0.01627687 0.07620766 ... 0.03971095 0.02370867 0.02081717]
466,20170207_Sanders_Cruz_healthcare_debate_0265,"[ 0.00746889 -0.05189734  0.0054815  ... -0.02506418 -0.01107613
 -0.01385639]"
467,20170207_Sanders_Cruz_healthcare_debate_0314,"[ 0.00746889  0.06548021  0.01977283 ...  0.02780035  0.03926752
 -0.01107767]"
468,20170207_Sanders_Cruz_healthcare_debate_0360,"[ 0.00746889 -0.01369898  0.07487744 ...  0.06005777  0.04957802
 -0.00490768]"
469,20170207_Sanders_Cruz_healthcare_debate_0521,"[ 0.00746889 -0.04738437  0.03273737 ...  0.05609604  0.02257389
 -0.00206348]"
470,20170207_Sanders_Cruz_healthcare_debate_0521,"[ 0.00746889 -0.04738437  0.03273737 ...  0.05609604  0.02257389
 -0.00206348]"
471,20170207_Sanders_Cruz_healthcare_debate_0521,"[ 0.00746889 -0.04738437  0.03273737 ...  0.05609604  0.02257389
 -0.00206348]"
472,20170207_Sanders_Cruz_healthcare_debate_0484,"[ 0.00746889 -0.0870773   0.05859406 ...  0.06972672  0.02014767
 -0.00233436]"
473,20170207_Sanders_Cruz_healthcare_debate_0687,"[ 0.00746889 -0.04876725  0.05290046 ...  0.05878364  0.02967038
  0.00142376]"
474,20170207_Sanders_Cruz_healthcare_debate_0687,"[ 0.00746889 -0.04876725  0.05290046 ...  0.05878364  0.02967038
  0.00142376]"
475,20170207_Sanders_Cruz_healthcare_debate_0936,"[ 0.00746889 -0.03720029  0.082432   ...  0.00162     0.0132655
  0.01974771]"
476,20170207_Sanders_Cruz_healthcare_debate_0123,"[ 0.00746889 -0.09631851  0.09335572 ... -0.03435887  0.01563321
 -0.01053329]"
477,20170216_Trump_press_conference_0105,"[ 0.00746889 -0.0406195   0.0366847  ...  0.03967557  0.01541673
 -0.00197982]"
478,20170216_Trump_press_conference_0106,[0.00746889 0.02800661 0.06178254 ... 0.03415605 0.01738422 0.01136046]
479,20170216_Trump_press_conference_0177,"[ 7.4688899e-03 -2.0519288e-02 -2.8045879e-05 ...  3.3074714e-02
 -1.7418666e-03  3.1921465e-02]"
480,20170216_Trump_press_conference_0178,"[ 0.00746889 -0.02781819  0.03822602 ...  0.06941339  0.05190815
  0.01410766]"
481,20170216_Trump_press_conference_0448,"[ 0.00746889 -0.03454575 -0.00516725 ...  0.03702194  0.04342569
 -0.0015068 ]"
482,20170216_Trump_press_conference_0036,"[ 0.00746889 -0.03435069  0.01595143 ...  0.0301355   0.00133981
  0.00517002]"
483,20170216_Trump_press_conference_0037,"[ 0.00746889 -0.07380275  0.11250859 ...  0.0420778   0.02141525
 -0.00491498]"
484,20170216_Trump_press_conference_0722,"[ 0.00746889 -0.04778164  0.1057788  ...  0.06866989  0.01784424
  0.0321017 ]"
485,20170216_Trump_press_conference_0277,"[ 0.00746889 -0.06314385 -0.01046726 ...  0.0228792   0.03220962
 -0.01052119]"
486,20170216_Trump_press_conference_0471,"[ 0.00746889 -0.00181784  0.05352848 ...  0.04226008  0.02002997
  0.00034531]"
487,20170216_Trump_press_conference_0543,"[ 0.00746889 -0.01116323  0.00633095 ... -0.00725517  0.05866848
  0.00168061]"
488,20170216_Trump_press_conference_0469,"[ 0.00746889  0.00604691 -0.05509182 ...  0.0164056  -0.00483157
  0.02104181]"
489,20170216_Trump_press_conference_0963,[0.00746889 0.01553142 0.01659307 ... 0.0157586  0.06469993 0.01549817]
490,20170218_Trump_Florida_0156,"[ 0.00746889 -0.04778164  0.07790081 ... -0.0096257   0.01432516
  0.0134193 ]"
491,20170218_Trump_Florida_0161,"[ 0.00746889 -0.12797613  0.06341082 ... -0.02588146  0.07070085
  0.03507086]"
492,20170218_Trump_Florida_0379,[0.00746889 0.0023735  0.08606869 ... 0.03677939 0.01021322 0.0075606 ]
493,20170218_Trump_Florida_0331,"[ 0.00746889 -0.04738327 -0.00267344 ...  0.05986182  0.02544336
  0.00030069]"
494,20170224_Tump_CPAC_0200,"[ 0.00746889 -0.00693151  0.06688091 ...  0.06251545  0.01966858
  0.00984751]"
495,20170224_Tump_CPAC_0223,"[ 0.00746889  0.0124699   0.0137606  ...  0.0646738  -0.0015154
 -0.01015332]"
496,20170224_Tump_CPAC_0224,"[ 0.00746889 -0.04306795  0.01906451 ...  0.05631509 -0.02773913
 -0.00453651]"
497,20170224_Tump_CPAC_0261,"[ 0.00746889 -0.03507724  0.05041043 ...  0.0341775   0.01834376
  0.02353373]"
498,20170224_Tump_CPAC_0422,"[ 0.00746889  0.02999501 -0.00755139 ...  0.03321383  0.01370355
 -0.01291203]"
499,20170224_Tump_CPAC_0257,"[ 0.00746889 -0.04778164  0.00810497 ...  0.02774855 -0.02086729
 -0.00263781]"
500,20170224_Tump_CPAC_0337,"[ 0.00746889 -0.04150056  0.0813698  ...  0.02737283  0.01069836
 -0.00508917]"
501,20170228_Trump_Congress_joint_session_0202,"[ 0.00746889  0.01749736  0.06771647 ... -0.00425164  0.0532785
 -0.00394136]"
502,20170228_Trump_Congress_joint_session_0320,"[ 0.00746889  0.0175133   0.08563011 ...  0.02825266 -0.01266933
  0.00539372]"
503,20170228_Trump_Congress_joint_session_0322,"[ 0.00746889 -0.04320485  0.07368535 ...  0.02090921  0.06263807
  0.01114244]"
504,20170228_Trump_Congress_joint_session_0086,"[ 0.00746889 -0.01179332  0.04091061 ...  0.01660594  0.01988829
  0.00092265]"
505,20170228_Trump_Congress_joint_session_0088,"[ 0.00746889 -0.04348026  0.01024341 ...  0.03721623  0.01363222
 -0.0023029 ]"
506,20170228_Trump_Congress_joint_session_0047,"[ 0.00746889 -0.04778164  0.15329611 ...  0.04125214  0.0192889
  0.00778115]"
507,20170228_Trump_Congress_joint_session_0077,"[ 0.00746889 -0.03756555 -0.00049804 ...  0.05087205  0.00427912
  0.0008124 ]"
508,20170228_Trump_Congress_joint_session_0079,"[ 0.00746889 -0.07009727  0.08877227 ... -0.00122898 -0.00147105
 -0.01385639]"
509,20170228_Trump_Congress_joint_session_0187,"[ 0.00746889 -0.03367905  0.09296686 ...  0.07084355  0.03059013
  0.01706997]"
510,20170228_Trump_Congress_joint_session_0137,"[ 0.00746889 -0.04909752  0.10345113 ...  0.02944172  0.03254225
 -0.01177443]"
511,20170228_Trump_Congress_joint_session_0206,"[ 0.00746889  0.08512554  0.06906793 ...  0.0353699   0.01158448
 -0.01385639]"
512,20170228_Trump_Congress_joint_session_0213,"[ 0.00746889 -0.08784702 -0.0159429  ... -0.07362519 -0.03848526
 -0.01515245]"
513,20170228_Trump_Congress_joint_session_0349,"[ 0.00746889 -0.04674891  0.10052659 ...  0.0562157   0.09516505
  0.00149212]"
514,20170228_Trump_Congress_joint_session_0351,"[ 0.00746889 -0.09172285 -0.00085108 ...  0.04657193  0.03781869
  0.00899645]"
515,20170228_Trump_Congress_joint_session_0353,"[ 0.00746889 -0.04620596  0.07290828 ... -0.00186765  0.00193069
 -0.01229287]"
516,20170315_Trump_Nashville_0296,"[ 0.00746889  0.02575014  0.09001441 ... -0.01005817  0.03030706
  0.0152256 ]"
517,20170315_Trump_Nashville_0090,"[ 0.00746889 -0.02141866  0.0515716  ...  0.02737283 -0.00593302
  0.00414203]"
518,20170315_Trump_Nashville_0177,"[ 0.00746889 -0.04302723  0.08042599 ...  0.04206472  0.05001397
  0.02703912]"
519,20170323_Trump_Times_Interview_0018,"[ 0.00746889 -0.06945135  0.07701361 ...  0.01342863 -0.02023865
 -0.00017352]"
520,20170323_Trump_Times_Interview_0067,"[ 0.00746889  0.01432513  0.09101925 ... -0.01866662  0.00390392
 -0.00535292]"
521,20170323_Trump_Times_Interview_0067,"[ 0.00746889  0.01432513  0.09101925 ... -0.01866662  0.00390392
 -0.00535292]"
522,20170323_Trump_Times_Interview_0077,"[ 0.00746889  0.0397366   0.09871345 ... -0.00683886  0.00047116
 -0.00037257]"
523,20170323_Trump_Times_Interview_0022,[0.00746889 0.03039732 0.06253614 ... 0.07774227 0.04047033 0.00289738]
524,20170323_Trump_Times_Interview_0023,"[ 0.00746889 -0.02218802  0.04869723 ...  0.00660902  0.01430821
 -0.01385639]"
525,20170323_Trump_Times_Interview_0024,"[ 0.00746889 -0.03813508  0.01410347 ...  0.01496087 -0.01576082
 -0.0014658 ]"
526,20170323_Trump_Times_Interview_0185,"[ 0.00746889 -0.03098102  0.12967522 ...  0.04301486  0.00212547
  0.02541927]"
527,20170323_Trump_Times_Interview_0075,"[ 0.00746889 -0.01870726  0.02700271 ...  0.06894267 -0.00156791
  0.0221504 ]"
528,20170323_Trump_Times_Interview_0075,"[ 0.00746889 -0.01870726  0.02700271 ...  0.06894267 -0.00156791
  0.0221504 ]"
529,20170323_Trump_Times_Interview_0149,[0.00746889 0.17143449 0.0324553  ... 0.04748395 0.01585914 0.00403736]
530,20170323_Trump_Times_Interview_0270,[0.00746889 0.00223608 0.04925608 ... 0.06085475 0.05239587 0.02191639]
531,20170323_Trump_Times_Interview_0270,[0.00746889 0.00223608 0.04925608 ... 0.06085475 0.05239587 0.02191639]
532,20170323_Trump_Times_Interview_0270,[0.00746889 0.00223608 0.04925608 ... 0.06085475 0.05239587 0.02191639]
533,20170404_Trump_CEO_TownHall_0103,"[ 0.00746889 -0.01261965  0.0730815  ...  0.07022909  0.03767833
  0.02164366]"
534,20170404_Trump_CEO_TownHall_0103,"[ 0.00746889 -0.01261965  0.0730815  ...  0.07022909  0.03767833
  0.02164366]"
535,20170404_Trump_CEO_TownHall_0105,"[ 0.00746889 -0.06393001  0.04428137 ...  0.01073612 -0.02629744
 -0.0045486 ]"
536,20170404_Trump_CEO_TownHall_0105,"[ 0.00746889 -0.06393001  0.04428137 ...  0.01073612 -0.02629744
 -0.0045486 ]"
537,20170404_Trump_CEO_TownHall_0304,"[ 0.00746889 -0.04577318  0.05451469 ...  0.09266531  0.03460275
 -0.0026538 ]"
538,20170404_Trump_CEO_TownHall_0305,"[ 0.00746889  0.02638886  0.03064375 ...  0.06828803  0.06249584
 -0.01294103]"
539,20170404_Trump_CEO_TownHall_0307,"[ 0.00746889 -0.02555354  0.03740935 ...  0.03796951  0.04525983
 -0.0100786 ]"
540,20170404_Trump_CEO_TownHall_0287,"[ 0.00746889 -0.02531577  0.10943526 ...  0.05149871  0.00149637
 -0.00355219]"
541,20170404_Trump_CEO_TownHall_0293,"[ 0.00746889 -0.0463169   0.14561991 ...  0.07149411  0.03738751
  0.02490996]"
542,20170424_Trump_AP_interview_0070,"[ 0.00746889 -0.02781819  0.10018318 ...  0.02501321  0.07279411
  0.02358276]"
543,20170424_Trump_AP_interview_0535,"[ 0.00746889 -0.02781819  0.06430976 ...  0.06695832  0.05477921
  0.00255594]"
544,20170424_Trump_AP_interview_0412,"[ 0.00746889 -0.01555666 -0.02026275 ...  0.02997871  0.04955439
 -0.01385639]"
545,20170424_Trump_AP_interview_0387,"[ 0.00746889 -0.04816063  0.09528293 ...  0.02859649  0.00475591
  0.00296189]"
546,20170424_Trump_AP_interview_0387,"[ 0.00746889 -0.04816063  0.09528293 ...  0.02859649  0.00475591
  0.00296189]"
547,20170430_Trumo_CBS_FactTheNation_0511,"[ 0.00746889  0.12510419  0.09173779 ...  0.00990592 -0.00483157
  0.02104181]"
548,20170430_Trumo_CBS_FactTheNation_0007,[0.00746889 0.15892743 0.07856157 ... 0.07132985 0.03144056 0.00607508]
549,20170512_Trump_NBC_holt_interview_0184,"[ 0.00746889  0.02999501  0.02647055 ...  0.07588959 -0.00700975
  0.02761929]"
550,20170601_Trump_Paris_Climate_0059,"[ 0.00746889 -0.0587547   0.09755847 ...  0.01543666  0.02285078
  0.02548786]"
551,20170713_Trump_Roberston_interiew_0079,"[ 0.00746889  0.00563431  0.09582245 ...  0.02737283 -0.00292245
 -0.01245982]"
552,20170713_Trump_Roberston_interiew_0244,[0.00746889 0.05784466 0.01702653 ... 0.03523654 0.0263426  0.00114618]
553,20170713_Trump_Roberston_interiew_0249,"[ 0.00746889 -0.07380275  0.09376496 ...  0.0372243  -0.00437362
 -0.01037027]"
554,20170713_Trump_Roberston_interiew_0257,"[ 0.00746889 -0.00596023  0.00227464 ...  0.07762489  0.01608066
  0.00943561]"
555,20170713_Trump_Roberston_interiew_0257,"[ 0.00746889 -0.00596023  0.00227464 ...  0.07762489  0.01608066
  0.00943561]"
556,20170713_Trump_Roberston_interiew_0313,"[ 0.00746889 -0.0470669  -0.01228555 ...  0.02607764 -0.00971411
 -0.00812009]"
557,20170713_Trump_Roberston_interiew_0313,"[ 0.00746889 -0.0470669  -0.01228555 ...  0.02607764 -0.00971411
 -0.00812009]"
558,20170713_Trump_Roberston_interiew_0314,"[ 0.00746889 -0.04934961 -0.03566561 ...  0.02223186 -0.03405733
 -0.00600547]"
559,20170713_Trump_Roberston_interiew_0314,"[ 0.00746889 -0.04934961 -0.03566561 ...  0.02223186 -0.03405733
 -0.00600547]"
560,20170724_Trump_Healthcare_0095,"[ 0.00746889 -0.06763033  0.04678726 ... -0.00704538 -0.00183447
 -0.00972843]"
561,20170803_Trump_WV_0163,"[ 0.00746889 -0.01760786  0.05534731 ...  0.02503541  0.03102837
  0.00040652]"
562,20170822_Trump_phoenix_0204,"[ 0.00746889 -0.02434627 -0.00205039 ...  0.02840557  0.01050469
  0.0458726 ]"
563,20170822_Trump_phoenix_0259,"[ 0.00746889 -0.04869545  0.06679599 ...  0.04322861  0.01068035
  0.0106223 ]"
564,20170822_Trump_phoenix_0017,"[ 0.00746889 -0.05595378  0.07213636 ...  0.02503151 -0.01110005
 -0.00624948]"
565,20170822_Trump_phoenix_0116,"[ 0.00746889 -0.0145715  -0.00249787 ...  0.04045164  0.06018316
 -0.00221068]"
566,20170822_Trump_phoenix_0509,"[ 0.00746889 -0.04386829  0.05127041 ...  0.01567904  0.07227591
  0.00948746]"
567,20170822_Trump_phoenix_0509,"[ 0.00746889 -0.04386829  0.05127041 ...  0.01567904  0.07227591
  0.00948746]"
568,20170822_Trump_phoenix_0604,"[ 0.00746889 -0.04778164  0.13021392 ...  0.00611836 -0.02308736
  0.0078183 ]"
569,20170822_Trump_phoenix_0424,"[ 0.00746889 -0.03473683  0.04118274 ...  0.04748176  0.07054372
  0.00174622]"
570,20170822_Trump_phoenix_0325,"[ 0.00746889 -0.00401234  0.04055882 ...  0.0117583   0.01585145
 -0.0131488 ]"
571,20170919_Trump_UNGA_0149,"[ 0.00746889 -0.05874669  0.04959073 ...  0.04910604  0.04097287
  0.01865037]"
572,20170919_Trump_UNGA_0150,"[ 0.00746889  0.0292616  -0.0499595  ...  0.04973339  0.07786226
 -0.01385639]"
573,20170919_Trump_UNGA_0042,"[ 0.00746889 -0.00556965  0.16256887 ...  0.07219128  0.04409489
  0.01939751]"
574,20170919_Trump_UNGA_0103,"[ 0.00746889 -0.04778164  0.05866754 ...  0.02329954  0.02571989
  0.01674786]"
575,20180426_Trump_Fox_Friends_0036,"[ 0.00746889 -0.01866858  0.11159857 ...  0.09901848  0.06667652
  0.02634258]"
576,20180426_Trump_Fox_Friends_0038,"[ 0.00746889 -0.03156315  0.00453062 ...  0.02113032  0.05457896
 -0.01385639]"
577,20180426_Trump_Fox_Friends_0038,"[ 0.00746889 -0.03156315  0.00453062 ...  0.02113032  0.05457896
 -0.01385639]"
578,20180426_Trump_Fox_Friends_0315,[0.00746889 0.00922196 0.05646903 ... 0.06367723 0.06224046 0.00180275]
579,20180426_Trump_Fox_Friends_0316,[0.00746889 0.0117536  0.03871429 ... 0.05091118 0.01228454 0.00180221]
580,20180426_Trump_Fox_Friends_0317,[0.00746889 0.0117536  0.0414193  ... 0.0684711  0.00280345 0.01530736]
581,20180426_Trump_Fox_Friends_0544,"[ 0.00746889 -0.03243934  0.06962186 ...  0.05700849  0.03784057
  0.00806051]"
582,20180426_Trump_Fox_Friends_0545,"[ 0.00746889  0.05038243  0.12532754 ...  0.05343261  0.0214677
 -0.00240743]"
583,20180426_Trump_Fox_Friends_0545,"[ 0.00746889  0.05038243  0.12532754 ...  0.05343261  0.0214677
 -0.00240743]"
584,20180426_Trump_Fox_Friends_0553,"[ 0.00746889 -0.03967094 -0.00199563 ...  0.02230411 -0.01281758
 -0.00563519]"
585,20180426_Trump_Fox_Friends_0554,"[ 0.00746889 -0.00596023  0.01790504 ... -0.01170463 -0.00825232
 -0.01385639]"
586,20180504_Trumo_NRA_0381,"[ 0.00746889 -0.09267138  0.05188982 ...  0.00919758  0.02812173
 -0.00631817]"
587,20180504_Trumo_NRA_0408,"[ 0.00746889  0.20593973 -0.01698487 ...  0.02033118  0.08864738
  0.00353164]"
588,20180504_Trumo_NRA_0132,[0.00746889 0.13554908 0.14642276 ... 0.06978776 0.006727   0.02348786]
589,20180504_Trumo_NRA_0133,"[ 0.00746889 -0.09777211  0.07115924 ... -0.00761182 -0.03562061
  0.00035655]"
590,20180504_Trumo_NRA_0134,"[ 0.00746889 -0.08436383 -0.02245741 ...  0.00042168 -0.04434213
  0.00418865]"
591,20180504_Trumo_NRA_0345,"[ 0.00746889 -0.01692577  0.00281866 ...  0.06205251  0.00307306
  0.00704276]"
592,20180504_Trumo_NRA_0378,"[ 0.00746889 -0.01823146  0.05364857 ...  0.05405011 -0.0072007
  0.00509864]"
593,20180525_Trump_Naval_0176,"[ 0.00746889 -0.04778164  0.04273298 ...  0.02606888  0.03212271
 -0.00107548]"
594,20180612_Trump_Singapore_0436,"[ 0.00746889 -0.00774514  0.09402964 ...  0.02127123  0.05744141
  0.03652523]"
595,20180612_Trump_Singapore_0438,"[ 0.00746889 -0.07380275  0.06180817 ... -0.01229229 -0.0015369
 -0.01385639]"
596,20180612_Trump_Singapore_0438,"[ 0.00746889 -0.07380275  0.06180817 ... -0.01229229 -0.0015369
 -0.01385639]"
597,20180615_Trump_lawn_0219,"[ 0.00746889 -0.0408615  -0.03241045 ...  0.01797151  0.03566945
 -0.00705056]"
598,20180615_Trump_lawn_0220,"[ 0.00746889 -0.02965273  0.05483625 ...  0.02166349  0.02186936
 -0.00737796]"
599,20180615_Trump_lawn_0221,"[ 0.00746889  0.01957478 -0.06009265 ...  0.04555259 -0.02700673
 -0.00783611]"
600,20180615_Trump_lawn_0163,"[ 0.00746889 -0.03075684  0.06892674 ...  0.02581674 -0.01267671
 -0.00959443]"
601,20180615_Trump_lawn_0164,"[ 0.00746889 -0.03079619  0.10234718 ...  0.01144212 -0.00089875
 -0.00891114]"
602,20180615_Trump_lawn_0160,"[ 0.00746889  0.03697609 -0.00954287 ...  0.06402706  0.01662043
 -0.01385639]"
603,20180615_Trump_lawn_0442,"[ 0.00746889 -0.04778164  0.16618064 ... -0.00146507  0.05744141
  0.03652523]"
604,20180628_Trump_NorthDakota_0295,"[ 0.00746889 -0.03936415  0.03774258 ...  0.03903073  0.06679486
 -0.02753641]"
605,20180628_Trump_NorthDakota_0346,"[ 0.00746889 -0.04778164 -0.05263189 ... -0.0033275  -0.04434213
 -0.00198791]"
606,20180628_Trump_NorthDakota_0346,"[ 0.00746889 -0.04778164 -0.05263189 ... -0.0033275  -0.04434213
 -0.00198791]"
607,20180628_Trump_NorthDakota_0348,"[ 0.00746889 -0.04778164 -0.00860977 ... -0.04451844  0.05293873
  0.04870623]"
608,20180628_Trump_NorthDakota_0348,"[ 0.00746889 -0.04778164 -0.00860977 ... -0.04451844  0.05293873
  0.04870623]"
609,20180628_Trump_NorthDakota_0568,"[ 0.00746889 -0.06608894 -0.00463054 ...  0.03083716 -0.00309377
  0.00469935]"
610,20180712_Trump_NATO_0008,"[ 0.00746889 -0.03224526  0.0084685  ...  0.04074605  0.01061
  0.00205662]"
611,20180712_Trump_NATO_0009,"[ 0.00746889 -0.07380275 -0.03196749 ...  0.02779924 -0.00103824
 -0.01385639]"
612,20180712_Trump_NATO_0067,"[ 0.00746889 -0.05828022  0.02374826 ...  0.05818863  0.04781564
  0.00683793]"
613,20180712_Trump_NATO_0521,"[ 0.00746889  0.02664165  0.0410185  ...  0.04701177  0.01190639
 -0.00951995]"
614,20180712_Trump_NATO_0647,"[ 0.00746889 -0.02781819 -0.02294073 ... -0.0001741   0.02523687
  0.00315088]"
615,20180712_Trump_NATO_0648,"[ 0.00746889 -0.02781819 -0.04719652 ...  0.02513508  0.02523687
 -0.00321254]"
616,20180731_Trump_Tampa_0323,"[ 0.00746889 -0.05345629  0.0965918  ...  0.01998819  0.01502501
 -0.0024324 ]"
617,20180731_Trump_Tampa_0381,"[ 0.00746889 -0.0627114   0.05874818 ...  0.01991077  0.00120355
 -0.01385639]"
618,20180731_Trump_Tampa_0257,"[ 0.00746889 -0.04155076  0.03036086 ...  0.05961534  0.0391668
  0.01246802]"
619,20180731_Trump_Tampa_0261,"[ 0.00746889 -0.04962185  0.05038002 ...  0.04937527  0.07050309
  0.03368791]"
620,20180731_Trump_Tampa_0377,"[ 0.00746889 -0.04778164  0.04486988 ...  0.04560905  0.05649266
  0.01706045]"
621,20180731_Trump_Tampa_0373,"[ 0.00746889  0.25246364  0.12043893 ...  0.05983165  0.04738836
 -0.00688059]"
622,20180731_Trump_Tampa_0373,"[ 0.00746889  0.25246364  0.12043893 ...  0.05983165  0.04738836
 -0.00688059]"
623,20180731_Trump_Tampa_0446,"[ 0.00746889 -0.04778164  0.04833394 ...  0.03700373  0.05936141
  0.00934405]"
624,20180821_Trump_Charleston_0036,"[ 0.00746889  0.04638696  0.08035003 ...  0.02241291 -0.0087596
  0.04931992]"
625,20180821_Trump_Charleston_0037,"[ 0.00746889 -0.06393001 -0.00616838 ... -0.00764202  0.0112231
 -0.01131455]"
626,20180821_Trump_Charleston_0651,"[ 0.00746889 -0.02690471  0.03905629 ...  0.01702181  0.07095196
  0.03327466]"
627,20180821_Trump_Charleston_0666,"[ 0.00746889 -0.04419931  0.04862816 ...  0.05514405  0.0650581
  0.01103298]"
628,20180821_Trump_Charleston_0570,"[ 0.00746889 -0.0422002   0.15021439 ...  0.03196406  0.04526639
  0.0037509 ]"
629,20180821_Trump_Charleston_0314,"[ 0.00746889 -0.07380275  0.07746924 ... -0.0121235   0.05789123
  0.02910242]"
630,20180821_Trump_Charleston_0320,"[ 0.00746889 -0.05945278 -0.01637968 ...  0.01445183 -0.01663079
  0.02164366]"
631,20180821_Trump_Charleston_0340,"[ 0.00746889 -0.02781819  0.01521325 ...  0.05205757  0.03745202
  0.00896939]"
632,20181015_60_min_0001,"[ 0.00746889 -0.04530021  0.01823849 ...  0.00270017  0.03627703
 -0.01345959]"
633,20181015_60_min_0001,"[ 0.00746889 -0.04530021  0.01823849 ...  0.00270017  0.03627703
 -0.01345959]"
634,20181015_60_min_0004,"[ 0.00746889 -0.01319895  0.04310981 ...  0.05864607  0.01771079
  0.00148601]"
635,20181015_60_min_0004,"[ 0.00746889 -0.01319895  0.04310981 ...  0.05864607  0.01771079
  0.00148601]"
636,20181015_60_min_0005,"[ 0.00746889 -0.01622545  0.05114    ...  0.00716192 -0.01608899
  0.0325111 ]"
637,20181015_60_min_0209,"[ 0.00746889 -0.02781819  0.08086467 ...  0.05611404  0.05404375
  0.03064803]"
638,20181015_60_min_0209,"[ 0.00746889 -0.02781819  0.08086467 ...  0.05611404  0.05404375
  0.03064803]"
639,20181015_60_min_0209,"[ 0.00746889 -0.02781819  0.08086467 ...  0.05611404  0.05404375
  0.03064803]"
640,20181015_60_min_0264,"[ 0.00746889 -0.02453124  0.03636628 ...  0.01586336  0.02684815
  0.00324609]"
641,20181015_60_min_0300,"[ 0.00746889 -0.02781819  0.05127939 ...  0.04647205  0.00619917
  0.01133772]"
642,20181015_60_min_0373,"[ 0.00746889  0.01905892  0.01716262 ...  0.00499835  0.00981791
 -0.01385639]"
643,20181015_60_min_0397,"[ 0.00746889 -0.02701254  0.01302292 ...  0.00081214 -0.00328455
 -0.01171996]"
644,20181015_60_min_0397,"[ 0.00746889 -0.02701254  0.01302292 ...  0.00081214 -0.00328455
 -0.01171996]"
